BlackRock Short Maturity Municipal Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Mar 03, 2015"
Shares Outstanding,"5,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"LOUISVILLE/JEFFERSON CNTY KY M","Cash and/or Derivatives","Cash","5,000,378.08","1.68","5,000,378.08","5,000,000.00","546751AM0","US546751AM07","-","100.00","United States","-","USD","0.00","0.12","1.00","Jun 01, 2033","0.12","0.00","-","0.12","0.00","0.12","USD","Jun 01, 2021","Apr 26, 2007"
"FLORIDA DEV FIN CORP REV","Cash and/or Derivatives","Cash","4,998,485.35","1.68","4,998,485.35","5,000,000.00","340618DB0","US340618DB08","-","99.96","United States","-","USD","0.50","0.38","1.00","Jul 01, 2022","0.30","0.50","-","0.38","0.50","0.38","USD","Dec 16, 2021","Dec 16, 2021"
"LAKE CHARLES LA HBR & TERM DIS","Prerefund/Escrow","Fixed Income","4,325,542.21","1.45","4,325,542.21","4,325,000.00","507739BB5","US507739BB57","-","100.01","United States","-","USD","3.22","1.00","1.00","Dec 01, 2024","1.00","2.87","-","1.00","2.87","1.00","USD","Dec 29, 2021","Dec 29, 2021"
"KENTUCKY INC KY PUB ENERGY AUT","Corporate Muni","Fixed Income","4,247,843.90","1.43","4,247,843.90","3,930,000.00","74440DAR5","US74440DAR52","-","107.09","United States","-","USD","2.16","0.81","1.00","Apr 01, 2024","4.00","2.15","-","0.81","2.15","0.81","USD","Feb 01, 2018","Feb 01, 2018"
"HARRIS CNTY TEX CULTURAL ED FA","Health","Fixed Income","4,187,249.55","1.41","4,187,249.55","4,000,000.00","414009PM6","US414009PM68","-","104.26","United States","-","USD","0.91","0.34","1.00","Dec 01, 2022","5.00","0.90","-","0.34","0.90","0.34","USD","Aug 05, 2020","Aug 05, 2020"
"ATLANTA GA TAX ALLOCATION","Other Industries","Fixed Income","4,154,607.18","1.40","4,154,607.18","3,975,000.00","047849HA5","US047849HA56","-","104.10","United States","-","USD","0.91","0.51","1.00","Dec 01, 2022","5.00","0.90","-","0.51","0.90","0.51","USD","Dec 21, 2017","Dec 21, 2017"
"JERSEY CITY N J MUN UTILS AUTH","Local Tax-Backed","Fixed Income","4,079,137.05","1.37","4,079,137.05","4,000,000.00","476624CM1","US476624CM18","-","101.35","United States","-","USD","0.50","0.31","1.00","Jul 01, 2022","3.00","0.50","-","0.31","0.50","0.31","USD","Nov 13, 2020","Nov 13, 2020"
"BLACK BELT ENERGY GAS DIST ALA","Corporate Muni","Fixed Income","4,056,424.56","1.36","4,056,424.56","4,000,000.00","09182NAT7","US09182NAT72","-","101.41","United States","-","USD","0.49","1.16","1.00","Jul 01, 2022","4.00","0.49","-","1.16","0.49","1.16","USD","Jun 29, 2017","Jun 29, 2017"
"ILLINOIS STATE TOB 144A","Cash and/or Derivatives","Cash","4,001,180.27","1.34","4,001,180.27","4,000,000.00","88033MBM8","US88033MBM82","-","100.00","United States","-","USD","0.00","0.14","1.00","Mar 01, 2033","0.14","0.00","-","0.14","0.00","0.14","USD","Jul 02, 2015","Jul 02, 2015"
"BURLINGTON KANS ENVIRONMENTAL","Cash and/or Derivatives","Cash","4,000,568.77","1.34","4,000,568.77","4,000,000.00","121822AY6","US121822AY67","-","100.00","United States","-","USD","0.00","0.19","1.00","Sep 01, 2035","0.19","0.00","-","0.19","0.00","0.19","USD","Dec 23, 2015","Sep 19, 2007"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","3,967,842.59","1.33","3,967,842.59","3,875,000.00","645918U84","US645918U843","-","100.73","United States","-","USD","0.16","0.61","1.00","Mar 01, 2022","5.00","0.17","-","0.61","0.17","0.61","USD","Jan 31, 2013","Jan 31, 2013"
"MEADE CNTY KY INDL BLDG REV","Cash and/or Derivatives","Cash","3,700,342.63","1.24","3,700,342.63","3,700,000.00","583022AE8","US583022AE86","-","100.00","United States","-","USD","0.00","0.14","1.00","Aug 01, 2061","0.14","0.00","-","0.14","0.00","0.14","USD","Aug 04, 2021","Aug 04, 2021"
"MONROE CNTY GA DEV AUTH POLLUT","Cash and/or Derivatives","Cash","3,700,287.89","1.24","3,700,287.89","3,700,000.00","610530FS1","US610530FS16","-","100.00","United States","-","USD","0.00","0.13","1.00","Jun 01, 2049","0.13","0.00","-","0.13","0.00","0.13","USD","Sep 19, 2019","Jun 03, 2010"
"PENNSYLVANIA ECONOMIC DEV FING","Cash and/or Derivatives","Cash","3,285,015.30","1.10","3,285,015.30","3,285,000.00","708692BE7","US708692BE79","-","100.00","United States","-","USD","0.25","0.16","1.00","Apr 01, 2022","0.17","0.26","-","0.16","0.26","0.16","USD","Jan 03, 2022","Jan 03, 2022"
"IOWA FIN AUTH MIDWESTERN DISAS","Cash and/or Derivatives","Cash","3,200,367.34","1.08","3,200,367.34","3,200,000.00","46246XAD6","US46246XAD66","-","100.00","United States","-","USD","0.00","0.17","1.00","Dec 01, 2041","0.17","0.00","-","0.17","0.00","0.17","USD","Dec 02, 2021","Dec 02, 2021"
"PUERTO RICO HSG FIN AUTH","Housing","Fixed Income","3,129,670.10","1.05","3,129,670.10","3,000,000.00","74526LEZ2","US74526LEZ22","-","103.91","United States","-","USD","0.91","0.72","1.00","Dec 01, 2022","5.00","0.90","-","0.72","0.90","0.72","USD","Oct 13, 2020","Oct 13, 2020"
"TOBACCO SETTLEMENT FING CORP N","Tobacco","Fixed Income","3,066,174.62","1.03","3,066,174.62","3,000,000.00","888808GX4","US888808GX49","-","101.79","United States","-","USD","0.42","0.69","1.00","Jun 01, 2022","5.00","0.42","-","0.69","0.42","0.69","USD","Apr 11, 2018","Apr 11, 2018"
"PENNSYLVANIA ECONOMIC DEV FIN","Cash and/or Derivatives","Cash","3,000,467.67","1.01","3,000,467.67","3,000,000.00","708686EQ9","US708686EQ96","-","100.00","United States","-","USD","0.00","0.17","1.00","Dec 01, 2037","0.17","0.00","-","0.17","0.00","0.17","USD","Feb 03, 2021","Apr 06, 2009"
"BURLINGTON KANS ENVIRONMENTAL","Cash and/or Derivatives","Cash","3,000,426.58","1.01","3,000,426.58","3,000,000.00","121822AZ3","US121822AZ33","-","100.00","United States","-","USD","0.00","0.19","1.00","Sep 01, 2035","0.19","0.00","-","0.19","0.00","0.19","USD","Dec 23, 2015","Sep 19, 2007"
"PORT ARTHUR TEX NAV DIST INDL","Cash and/or Derivatives","Cash","3,000,315.62","1.01","3,000,315.62","3,000,000.00","733508AG0","US733508AG05","-","100.00","United States","-","USD","0.00","0.16","1.00","Jun 01, 2041","0.16","0.00","-","0.16","0.00","0.16","USD","Jun 16, 2011","Jun 16, 2011"
"MUNICIPAL ELEC AUTH GA","Utility","Fixed Income","3,000,000.00","1.01","3,000,000.00","3,000,000.00","6262074K7","US6262074K70","-","100.00","United States","-","USD","0.01","0.00","1.00","Jan 01, 2022","5.00","0.00","-","0.00","0.00","0.00","USD","Nov 19, 2020","Nov 19, 2020"
"DISTRICT COLUMBIA REV","Cash and/or Derivatives","Cash","2,990,348.97","1.00","2,990,348.97","2,990,000.00","2548392Q5","US2548392Q59","-","100.00","United States","-","USD","0.00","0.16","1.00","Apr 01, 2038","0.16","0.00","-","0.16","0.00","0.16","USD","Apr 24, 2008","Apr 24, 2008"
"TEXAS ST","Cash and/or Derivatives","Cash","2,914,448.71","0.98","2,914,448.71","2,910,000.00","882723J34","US882723J347","-","100.00","United States","-","USD","0.00","0.11","1.00","Jun 01, 2045","0.11","0.00","-","0.11","0.00","0.11","USD","Nov 15, 2018","Feb 11, 2015"
"PALM BEACH CNTY FLA REV","Cash and/or Derivatives","Cash","2,800,210.96","0.94","2,800,210.96","2,800,000.00","696547CN6","US696547CN63","-","100.00","United States","-","USD","0.00","0.12","1.00","Jul 01, 2032","0.12","0.00","-","0.12","0.00","0.12","USD","Jun 04, 2002","Jun 04, 2002"
"MIAMI-DADE CNTY FLA AVIATION R","Transportation","Fixed Income","2,731,603.62","0.92","2,731,603.62","2,500,000.00","59333P5K0","US59333P5K05","-","108.01","United States","-","USD","1.68","0.40","1.00","Oct 01, 2023","5.00","1.68","-","0.40","1.68","0.40","USD","Dec 17, 2020","Dec 17, 2020"
"INDIANA ST FIN AUTH REV 144A","Cash and/or Derivatives","Cash","2,500,000.00","0.84","2,500,000.00","2,500,000.00","45506D7J8","US45506D7J83","-","100.00","United States","-","USD","0.00","0.13","1.00","Feb 01, 2035","0.13","0.00","-","0.13","0.00","0.13","USD","Dec 04, 2019","Oct 13, 2005"
"LOUISIANA STAD & EXPOSITION DI","Local Tax-Backed","Fixed Income","2,433,178.88","0.82","2,433,178.88","2,325,000.00","546410CF6","US546410CF64","-","104.65","United States","-","USD","1.23","0.88","1.00","Jul 03, 2023","4.00","1.44","-","0.27","1.20","0.27","USD","Jun 30, 2021","Jun 30, 2021"
"ST CHARLES PARISH LA GULF OPPO","Corporate Muni","Fixed Income","2,385,023.93","0.80","2,385,023.93","2,345,000.00","85232SAB5","US85232SAB51","B7L29L7","101.37","United States","-","USD","0.42","0.69","1.00","Jun 01, 2022","4.00","0.42","-","0.69","0.42","0.69","USD","Jun 06, 2012","Dec 17, 2010"
"NEW YORK N Y CITY TRANSITIONAL","Cash and/or Derivatives","Cash","2,300,132.96","0.77","2,300,132.96","2,300,000.00","64971XKU1","US64971XKU18","-","100.00","United States","-","USD","0.00","0.06","1.00","Aug 01, 2039","0.06","0.00","-","0.06","0.00","0.06","USD","Apr 12, 2019","Aug 16, 2010"
"ROCKPORT IND POLLUTION CTL REV","Corporate Muni","Fixed Income","2,269,840.00","0.76","2,269,840.00","2,250,000.00","773835BU6","US773835BU63","-","100.43","United States","-","USD","0.66","0.70","1.00","Sep 01, 2022","1.35","0.66","-","0.70","0.66","0.70","USD","Sep 03, 2019","Sep 03, 2019"
"CLARK CNTY NEV ARPT REV","Transportation","Fixed Income","2,215,161.25","0.74","2,215,161.25","2,165,000.00","18085PSC9","US18085PSC94","-","102.32","United States","-","USD","0.49","0.36","1.00","Jul 01, 2022","5.00","0.49","-","0.36","0.49","0.36","USD","Nov 27, 2019","Nov 27, 2019"
"BUTLER CNTY PA INDL DEV AUTH R","Cash and/or Derivatives","Cash","2,200,306.19","0.74","2,200,306.19","2,200,000.00","123600AP3","US123600AP39","-","100.00","United States","-","USD","0.00","0.19","1.00","May 01, 2034","0.19","0.00","-","0.19","0.00","0.19","USD","Dec 01, 2021","May 21, 2004"
"THE CITY OF NEW YORK 144A","Cash and/or Derivatives","Cash","2,195,574.31","0.74","2,195,574.31","2,195,000.00","88034W3Y8","US88034W3Y89","-","100.00","United States","-","USD","0.00","0.13","1.00","Mar 01, 2038","0.13","0.00","-","0.13","0.00","0.13","USD","Sep 09, 2020","Sep 09, 2020"
"TEXAS MUN GAS ACQUISITION & SU","Corporate Muni","Fixed Income","2,086,087.66","0.70","2,086,087.66","2,000,000.00","88256HAX6","US88256HAX61","-","104.08","United States","-","USD","0.94","0.71","1.00","Dec 15, 2022","5.00","0.94","-","0.71","0.94","0.71","USD","Feb 25, 2021","Feb 25, 2021"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","2,083,493.69","0.70","2,083,493.69","2,000,000.00","20772KLJ6","US20772KLJ69","-","102.79","United States","-","USD","1.02","0.31","1.00","Jan 15, 2023","3.00","1.02","-","0.31","1.02","0.31","USD","Jan 06, 2021","Jan 06, 2021"
"BURKE CNTY GA DEV AUTH POLLUTN","Corporate Muni","Fixed Income","2,059,369.36","0.69","2,059,369.36","2,000,000.00","121342PU7","US121342PU73","-","102.41","United States","-","USD","1.37","0.52","1.00","May 25, 2023","2.25","1.37","-","0.52","1.37","0.52","USD","May 22, 2019","Jul 20, 1994"
"GEISINGER AUTH PA HEALTH SYS R","Health","Fixed Income","2,047,606.50","0.69","2,047,606.50","2,000,000.00","368497JR5","US368497JR50","-","101.13","United States","-","USD","0.25","0.47","1.00","Apr 01, 2022","5.00","0.25","-","0.47","0.25","0.47","USD","Jun 30, 2020","Jun 30, 2020"
"ALLEGHENY CNTY PA HOSP DEV AUT","Health","Fixed Income","2,047,265.78","0.69","2,047,265.78","2,000,000.00","01728A3G9","US01728A3G96","-","101.11","United States","-","USD","0.25","0.53","1.00","Apr 01, 2022","5.00","0.25","-","0.53","0.25","0.53","USD","Aug 29, 2018","Aug 29, 2018"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","2,045,488.90","0.69","2,045,488.90","2,000,000.00","64577BCD4","US64577BCD47","-","102.05","United States","-","USD","0.45","0.48","1.00","Jun 15, 2022","5.00","0.45","-","0.48","0.45","0.48","USD","Oct 17, 2014","Oct 17, 2014"
"NEW JERSEY ECONOMIC DEV AUTH M","State Tax-Backed","Fixed Income","2,031,444.24","0.68","2,031,444.24","2,000,000.00","64578JAX4","US64578JAX46","-","101.57","United States","-","USD","0.49","0.84","1.00","Jul 01, 2022","4.00","0.49","-","0.84","0.49","0.84","USD","Sep 20, 2017","Sep 20, 2017"
"BARTOW CNTY GA DEV AUTH POLLUT","Corporate Muni","Fixed Income","2,026,355.23","0.68","2,026,355.23","2,000,000.00","069643BK9","US069643BK94","-","100.67","United States","-","USD","0.63","0.49","1.00","Aug 19, 2022","1.55","0.63","-","0.49","0.63","0.49","USD","Aug 22, 2019","Aug 23, 2013"
"DOUGLAS CNTY NEB EDL FACS REV","Education","Fixed Income","2,008,350.08","0.67","2,008,350.08","2,000,000.00","259226CZ9","US259226CZ98","-","100.37","United States","-","USD","0.08","0.02","1.00","Sep 01, 2026","0.63","4.66","-","0.02","4.66","0.02","USD","Sep 01, 2021","Sep 01, 2021"
"MISSOURI ST HEALTH & EDL FACS 144A","Cash and/or Derivatives","Cash","2,000,723.84","0.67","2,000,723.84","2,000,000.00","74934RQJ8","US74934RQJ85","-","100.00","United States","-","USD","0.00","0.16","1.00","Sep 01, 2039","0.16","0.00","-","0.16","0.00","0.16","USD","Oct 03, 2018","Oct 03, 2018"
"ILLINOIS DEV FIN AUTH REV","Cash and/or Derivatives","Cash","2,000,305.75","0.67","2,000,305.75","2,000,000.00","4519083X3","US4519083X38","-","100.00","United States","-","USD","0.00","0.13","1.00","Feb 01, 2033","0.13","0.00","-","0.13","0.00","0.13","USD","Aug 01, 2012","Apr 29, 1998"
"NEW YORK N Y CITY MUN WTR FIN","Cash and/or Derivatives","Cash","2,000,076.16","0.67","2,000,076.16","2,000,000.00","64972GRG1","US64972GRG19","-","100.00","United States","-","USD","0.00","0.06","1.00","Jun 15, 2050","0.06","0.00","-","0.06","0.00","0.06","USD","Jun 19, 2018","Jul 10, 2014"
"MONROE CNTY N Y INDL DEV CORP 144A","Cash and/or Derivatives","Cash","2,000,000.00","0.67","2,000,000.00","2,000,000.00","88034W4Z4","US88034W4Z46","-","100.00","United States","-","USD","0.00","0.12","1.00","Jul 01, 2028","0.12","0.00","-","0.12","0.00","0.12","USD","Sep 16, 2020","Sep 16, 2020"
"INDIANAPOLIS IND LOC PUB IMPT","Local Tax-Backed","Fixed Income","1,922,795.62","0.65","1,922,795.62","1,800,000.00","45528UR52","US45528UR520","-","106.41","United States","-","USD","1.38","0.46","1.00","Jun 01, 2023","5.00","1.38","-","0.46","1.38","0.46","USD","Mar 03, 2021","Mar 03, 2021"
"CONNECTICUT ST","Cash and/or Derivatives","Cash","1,920,000.00","0.65","1,920,000.00","1,920,000.00","20772JZ39","US20772JZ396","-","100.00","United States","-","USD","0.00","0.15","1.00","May 15, 2034","0.15","0.00","-","0.15","0.00","0.15","USD","Jun 14, 2016","Jun 14, 2016"
"NEW JERSEY ST TRANSN TR FD AUT","Transportation","Fixed Income","1,746,802.17","0.59","1,746,802.17","1,575,000.00","6461363E9","US6461363E92","-","110.69","United States","-","USD","2.35","0.61","1.00","Jun 15, 2024","5.00","2.34","-","0.61","2.34","0.61","USD","Jul 25, 2018","Jul 25, 2018"
"AMHERST N Y DEV CORP SR LIVING","Cash and/or Derivatives","Cash","1,730,261.63","0.58","1,730,261.63","1,730,000.00","03135PAA4","US03135PAA49","-","100.00","United States","-","USD","0.00","0.20","1.00","Feb 01, 2035","0.20","0.00","-","0.20","0.00","0.20","USD","Dec 29, 2011","Dec 29, 2011"
"MUNICIPAL ELEC AUTH GA 144A","Cash and/or Derivatives","Cash","1,700,000.00","0.57","1,700,000.00","1,700,000.00","88034R8U2","US88034R8U21","-","100.00","United States","-","USD","0.00","0.15","1.00","Jan 01, 2044","0.15","0.00","-","0.15","0.00","0.15","USD","Oct 10, 2019","Oct 10, 2019"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","1,680,963.79","0.56","1,680,963.79","1,575,000.00","64577BCE2","US64577BCE20","-","106.51","United States","-","USD","1.42","0.51","1.00","Jun 15, 2023","5.00","1.42","-","0.51","1.42","0.51","USD","Oct 17, 2014","Oct 17, 2014"
"USD CASH","Cash and/or Derivatives","Cash","1,677,600.67","0.56","1,677,600.67","1,677,601.00","-","-","-","100.00","United States","-","USD","0.00","0.02","1.00","-","0.00","0.00","-","0.02","0.00","0.02","USD","-","Jan 01, 1989"
"NEW JERSEY ST HLTH CARE FACS FING","State Tax-Backed","Fixed Income","1,635,496.33","0.55","1,635,496.33","1,500,000.00","64580ABK6","US64580ABK60","-","107.78","United States","-","USD","1.68","0.53","1.00","Oct 01, 2023","5.00","1.68","-","0.53","1.68","0.53","USD","Dec 28, 2017","Dec 28, 2017"
"PENNSYLVANIA HSG FIN AGY SINGL 144A","Cash and/or Derivatives","Cash","1,620,355.96","0.54","1,620,355.96","1,620,000.00","88034WSN5","US88034WSN55","-","100.00","United States","-","USD","0.00","0.13","1.00","Oct 01, 2041","0.13","0.00","-","0.13","0.00","0.13","USD","Jun 22, 2020","Jun 22, 2020"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","1,580,145.41","0.53","1,580,145.41","1,450,000.00","64577BD76","US64577BD762","-","108.14","United States","-","USD","1.76","0.53","1.00","Nov 01, 2023","5.00","1.76","-","0.53","1.76","0.53","USD","Jan 23, 2017","Jan 23, 2017"
"NASSAU HEALTH CARE CORP N Y RE","Local Tax-Backed","Fixed Income","1,556,881.39","0.52","1,556,881.39","1,425,000.00","63167NBR6","US63167NBR61","-","107.17","United States","-","USD","1.51","0.45","1.00","Aug 01, 2023","5.00","1.51","-","0.45","1.51","0.45","USD","Jul 01, 2021","Mar 01, 2009"
"NEW YORK N Y CITY HSG DEV CORP","Housing","Fixed Income","1,548,066.30","0.52","1,548,066.30","1,560,000.00","64972EZK8","US64972EZK80","-","99.16","United States","-","USD","5.45","0.67","1.00","Nov 01, 2025","0.45","3.79","-","0.67","3.79","0.67","USD","Sep 09, 2021","Sep 09, 2021"
"SOUTHEAST ALA GAS SUPPLY DIST","Corporate Muni","Fixed Income","1,525,137.14","0.51","1,525,137.14","1,500,000.00","84131TAM4","US84131TAM45","-","101.34","United States","-","USD","0.42","0.77","1.00","Jun 01, 2022","4.00","0.42","-","0.77","0.42","0.77","USD","Jun 20, 2018","Jun 20, 2018"
"NEW JERSEY ST TRANSN TR FD AUTH","State Tax-Backed","Fixed Income","1,501,742.62","0.50","1,501,742.62","1,430,000.00","646136EG2","US646136EG21","-","104.77","United States","-","USD","0.94","0.49","1.00","Dec 15, 2022","5.50","0.94","-","0.49","0.94","0.49","USD","Jun 01, 2006","Jun 01, 2006"
"MEADE CNTY KY INDL BLDG REV","Cash and/or Derivatives","Cash","1,500,143.84","0.50","1,500,143.84","1,500,000.00","583022AD0","US583022AD04","-","100.00","United States","-","USD","0.00","0.15","1.00","Aug 01, 2061","0.15","0.00","-","0.15","0.00","0.15","USD","Aug 04, 2021","Aug 04, 2021"
"NORTH FT BEND WTR AUTH TEX WTR 144A","Cash and/or Derivatives","Cash","1,500,110.14","0.50","1,500,110.14","1,500,000.00","88034R4U6","US88034R4U66","-","100.00","United States","-","USD","0.00","0.16","1.00","Jun 15, 2027","0.16","0.00","-","0.16","0.00","0.16","USD","Oct 02, 2019","Oct 02, 2019"
"DEPTFORD TWP N J","Cash and/or Derivatives","Cash","1,490,722.02","0.50","1,490,722.02","1,478,150.00","249685GC6","US249685GC62","-","100.39","United States","-","USD","0.53","0.27","1.00","Jul 13, 2022","1.00","0.54","-","0.27","0.54","0.27","USD","Jul 14, 2021","Jul 14, 2021"
"MASSACHUSETTS EDL FING AUTH ED","Education","Fixed Income","1,478,107.59","0.50","1,478,107.59","1,445,000.00","57563RKU2","US57563RKU22","-","102.29","United States","-","USD","0.49","0.41","1.00","Jul 01, 2022","5.00","0.49","-","0.41","0.49","0.41","USD","Jun 27, 2013","Jun 27, 2013"
"MICHIGAN FIN AUTH REV","Health","Fixed Income","1,455,581.11","0.49","1,455,581.11","1,390,000.00","59447P7H8","US59447P7H89","-","104.30","United States","-","USD","0.91","0.30","1.00","Dec 01, 2022","5.00","0.90","-","0.30","0.90","0.30","USD","Feb 26, 2015","Feb 26, 2015"
"COOK CNTY ILL","Local Tax-Backed","Fixed Income","1,445,336.84","0.49","1,445,336.84","1,395,000.00","213185LZ2","US213185LZ28","-","103.26","United States","-","USD","0.86","0.26","1.00","Nov 15, 2022","4.00","0.86","-","0.26","0.86","0.26","USD","Nov 30, 2021","Nov 30, 2021"
"NEW JERSEY ST TRANSN TR FD AUTH","State Tax-Backed","Fixed Income","1,394,620.59","0.47","1,394,620.59","1,275,000.00","646136YC9","US646136YC96","-","109.15","United States","-","USD","1.88","0.54","1.00","Dec 15, 2023","5.25","1.88","-","0.54","1.88","0.54","USD","Oct 21, 2010","Oct 21, 2010"
"BLACK BELT ENERGY GAS DIST ALA","Corporate Muni","Fixed Income","1,378,405.33","0.46","1,378,405.33","1,250,000.00","09182TAC1","US09182TAC18","-","109.19","United States","-","USD","2.76","0.80","1.00","Dec 01, 2024","4.00","2.75","-","0.80","2.75","0.80","USD","Sep 24, 2021","Sep 24, 2021"
"PHILADELPHIA PA GAS WKS REV","Utility","Fixed Income","1,375,979.24","0.46","1,375,979.24","1,315,000.00","71783MBD6","US71783MBD65","-","102.55","United States","-","USD","0.57","0.61","1.00","Aug 01, 2022","5.00","0.57","-","0.61","0.57","0.61","USD","Oct 29, 2020","Oct 29, 2020"
"NEW JERSEY ST","State Tax-Backed","Fixed Income","1,358,677.57","0.46","1,358,677.57","1,290,000.00","646039YG6","US646039YG66","-","104.99","United States","-","USD","1.39","0.46","1.00","Jun 01, 2023","4.00","1.39","-","0.46","1.39","0.46","USD","Nov 24, 2020","Nov 24, 2020"
"NEW JERSEY ST HSG & MTG FIN AG","Housing","Fixed Income","1,354,649.50","0.46","1,354,649.50","1,290,000.00","64613ACB6","US64613ACB61","-","104.01","United States","-","USD","1.23","0.77","1.00","Apr 01, 2023","4.00","1.22","-","0.77","1.22","0.77","USD","Mar 21, 2019","Mar 21, 2019"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","1,352,617.80","0.45","1,352,617.80","1,190,000.00","13063DB49","US13063DB492","-","113.25","United States","-","USD","2.75","0.42","1.00","Dec 01, 2024","5.00","2.75","-","0.42","2.75","0.42","USD","Mar 23, 2021","Mar 23, 2021"
"NEW YORK TRANSN DEV CORP SPL F","Transportation","Fixed Income","1,352,583.53","0.45","1,352,583.53","1,250,000.00","650116DC7","US650116DC71","-","107.79","United States","-","USD","1.85","0.89","1.00","Dec 01, 2023","5.00","1.84","-","0.89","1.84","0.89","USD","Dec 01, 2020","Dec 01, 2020"
