iShares® iBonds® Dec 2022 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Sep 01, 2015"
Shares Outstanding,"14,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","1,279,523.03","0.34","1,279,523.03","1,220,000.00","13063CY87","US13063CY876","-","103.21","United States","-","USD","0.66","0.18","1.00","Sep 01, 2022","5.00","0.65","-","0.18","0.65","0.18","USD","Sep 13, 2016","Sep 13, 2016"
"MECKLENBURG CNTY N C","Local Tax-Backed","Fixed Income","1,275,431.62","0.33","1,275,431.62","1,245,000.00","584002WR6","US584002WR61","-","100.78","United States","-","USD","0.16","0.32","1.00","Mar 01, 2022","5.00","0.17","-","0.32","0.17","0.32","USD","Sep 26, 2019","Sep 26, 2019"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","1,273,363.46","0.33","1,273,363.46","1,215,000.00","57582RLM6","US57582RLM69","-","104.39","United States","-","USD","0.91","0.21","1.00","Dec 01, 2022","5.00","0.90","-","0.21","0.90","0.21","USD","Dec 08, 2016","Dec 08, 2016"
"ALEXANDRIA VA","Prerefund/Escrow","Fixed Income","1,268,676.39","0.33","1,268,676.39","1,245,000.00","015302Q21","US015302Q212","-","101.72","United States","-","USD","0.45","0.21","1.00","Jun 15, 2022","4.00","0.46","-","0.21","0.46","0.21","USD","Jul 26, 2012","Jul 26, 2012"
"GEORGIA ST","State Tax-Backed","Fixed Income","1,262,054.28","0.33","1,262,054.28","1,215,000.00","373384ZX7","US373384ZX74","-","102.87","United States","-","USD","0.75","0.17","1.00","Oct 01, 2022","4.00","0.74","-","0.17","0.74","0.17","USD","Jan 08, 2013","Jan 08, 2013"
"OHIO STATE","Prerefund/Escrow","Fixed Income","1,254,642.35","0.33","1,254,642.35","1,225,000.00","677521ZG4","US677521ZG40","-","101.59","United States","-","USD","0.33","0.24","1.00","May 01, 2022","5.00","0.33","-","0.24","0.33","0.24","USD","Oct 24, 2012","Oct 24, 2012"
"HONOLULU HAWAII CITY & CNTY","Prerefund/Escrow","Fixed Income","1,231,567.71","0.32","1,231,567.71","1,175,000.00","438670F97","US438670F974","-","103.98","United States","-","USD","0.82","0.22","1.00","Nov 01, 2022","5.00","0.82","-","0.22","0.82","0.22","USD","Nov 20, 2012","Nov 20, 2012"
"HONOLULU HAWAII CITY & CNTY WA","Prerefund/Escrow","Fixed Income","1,211,427.52","0.32","1,211,427.52","1,155,000.00","438701SU9","US438701SU99","-","102.39","United States","-","USD","0.49","0.22","1.00","Jul 01, 2022","5.00","0.49","-","0.22","0.49","0.22","USD","Oct 04, 2012","Oct 04, 2012"
"SAN ANTONIO TX ELEC & GAS REVE","Utility","Fixed Income","1,157,708.20","0.30","1,157,708.20","1,130,000.00","7962532F8","US7962532F85","-","100.37","United States","-","USD","0.09","0.56","1.00","Feb 01, 2022","5.00","0.08","-","0.56","0.08","0.56","USD","Jun 28, 2012","Jun 01, 2012"
"ARIZONA ST TRANSN BRD HWY REV","Prerefund/Escrow","Fixed Income","1,153,519.07","0.30","1,153,519.07","1,100,000.00","040654VS1","US040654VS16","-","102.37","United States","-","USD","0.49","0.26","1.00","Jul 01, 2022","5.00","0.49","-","0.26","0.49","0.26","USD","Jan 29, 2013","Jan 29, 2013"
"DENVER COLO CITY & CNTY SCH DI","Prerefund/Escrow","Fixed Income","1,141,840.41","0.30","1,141,840.41","1,100,000.00","249174SH7","US249174SH79","-","103.47","United States","-","USD","0.91","0.21","1.00","Dec 01, 2022","4.00","0.91","-","0.21","0.91","0.21","USD","Dec 19, 2012","Dec 19, 2012"
"MICHIGAN ST TRUNK LINE","State Tax-Backed","Fixed Income","1,063,859.86","0.28","1,063,859.86","1,015,000.00","594695X60","US594695X602","-","104.17","United States","-","USD","0.86","0.21","1.00","Nov 15, 2022","5.00","0.86","-","0.21","0.86","0.21","USD","Oct 27, 2015","Oct 27, 2015"
"DETROIT MICH SEW SNR","Prerefund/Escrow","Fixed Income","1,051,464.30","0.28","1,051,464.30","1,000,000.00","251250AR7","US251250AR70","-","102.52","United States","-","USD","0.49","0.20","1.00","Jul 01, 2022","5.25","0.49","-","0.20","0.49","0.20","USD","Jun 26, 2012","Jun 26, 2012"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","1,048,789.37","0.27","1,048,789.37","1,000,000.00","13063CYB0","US13063CYB08","-","103.21","United States","-","USD","0.66","0.18","1.00","Sep 01, 2022","5.00","0.65","-","0.18","0.65","0.18","USD","Nov 03, 2015","Nov 03, 2015"
"COLUMBUS OHIO","Prerefund/Escrow","Fixed Income","1,048,631.09","0.27","1,048,631.09","1,000,000.00","1994916Y2","US1994916Y20","-","102.97","United States","-","USD","0.61","0.21","1.00","Aug 15, 2022","5.00","0.61","-","0.21","0.61","0.21","USD","Jul 24, 2012","Jul 24, 2012"
"VIRGINIA COMWLTH TRANSN BRD TR","Prerefund/Escrow","Fixed Income","1,044,562.51","0.27","1,044,562.51","1,020,000.00","927793WC9","US927793WC96","-","101.77","United States","-","USD","0.37","0.24","1.00","May 15, 2022","5.00","0.37","-","0.24","0.37","0.24","USD","Jun 14, 2012","Jun 14, 2012"
"TEXAS TRANSN COMMN ST HWY FD R","State Tax-Backed","Fixed Income","1,037,924.81","0.27","1,037,924.81","990,000.00","88283LJU1","US88283LJU17","-","103.59","United States","-","USD","0.74","0.21","1.00","Oct 01, 2022","5.00","0.74","-","0.21","0.74","0.21","USD","Jul 22, 2015","Jul 22, 2015"
"TEXAS WATER DEV BRD","Utility","Fixed Income","1,028,508.13","0.27","1,028,508.13","1,000,000.00","8828543R1","US8828543R15","-","102.22","United States","-","USD","0.79","0.19","1.00","Oct 15, 2022","3.00","0.78","-","0.19","0.78","0.19","USD","Oct 08, 2020","Oct 08, 2020"
"VIRGINIA COLLEGE BLDG AUTH VA","Prerefund/Escrow","Fixed Income","1,024,489.73","0.27","1,024,489.73","1,000,000.00","927781K86","US927781K860","-","100.37","United States","-","USD","0.09","0.59","1.00","Feb 01, 2022","5.00","0.08","-","0.59","0.08","0.59","USD","Dec 13, 2012","Dec 13, 2012"
"RALEIGH N C","Prerefund/Escrow","Fixed Income","1,019,346.60","0.27","1,019,346.60","1,000,000.00","751091MU0","US751091MU08","-","100.93","United States","-","USD","0.25","0.26","1.00","Apr 01, 2022","4.00","0.25","-","0.26","0.25","0.26","USD","May 16, 2012","May 16, 2012"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","1,011,988.39","0.27","1,011,988.39","965,000.00","64966MJF7","US64966MJF77","-","102.79","United States","-","USD","0.57","0.22","1.00","Aug 01, 2022","5.00","0.57","-","0.22","0.57","0.22","USD","Feb 22, 2017","Feb 22, 2017"
"MICHIGAN ST BLDG AUTH REV","State Tax-Backed","Fixed Income","975,017.07","0.26","975,017.07","930,000.00","594615AJ5","US594615AJ57","-","103.78","United States","-","USD","0.78","0.20","1.00","Oct 15, 2022","5.00","0.78","-","0.20","0.78","0.20","USD","Jul 18, 2013","Jul 18, 2013"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","947,567.79","0.25","947,567.79","905,000.00","64577BD68","US64577BD689","-","103.87","United States","-","USD","0.82","0.34","1.00","Nov 01, 2022","5.00","0.82","-","0.34","0.82","0.34","USD","Jan 23, 2017","Jan 23, 2017"
"RHODE ISLAND HEALTH & EDL BLDG","Education","Fixed Income","943,727.46","0.25","943,727.46","900,000.00","762197KD2","US762197KD27","-","103.19","United States","-","USD","0.66","0.21","1.00","Sep 01, 2022","5.00","0.65","-","0.21","0.65","0.21","USD","Jul 19, 2012","Jul 19, 2012"
"TENNESSEE ST","State Tax-Backed","Fixed Income","922,953.36","0.24","922,953.36","880,000.00","880541SP3","US880541SP36","-","102.80","United States","-","USD","0.57","0.20","1.00","Aug 01, 2022","5.00","0.57","-","0.20","0.57","0.20","USD","Mar 15, 2012","Mar 15, 2012"
"DISTRICT COLUMBIA","State Tax-Backed","Fixed Income","921,626.25","0.24","921,626.25","900,000.00","25476FMU9","US25476FMU92","-","101.99","United States","-","USD","0.42","0.23","1.00","Jun 01, 2022","5.00","0.42","-","0.23","0.42","0.23","USD","Dec 18, 2013","Dec 18, 2013"
"HAMPTON RDS VA TRANSN ACCOUNTA","Local Tax-Backed","Fixed Income","881,038.20","0.23","881,038.20","840,000.00","40934TAU7","US40934TAU79","-","102.39","United States","-","USD","0.49","0.22","1.00","Jul 01, 2022","5.00","0.49","-","0.22","0.49","0.22","USD","Dec 17, 2019","Dec 17, 2019"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","880,783.94","0.23","880,783.94","860,000.00","645918U84","US645918U843","-","100.75","United States","-","USD","0.16","0.49","1.00","Mar 01, 2022","5.00","0.17","-","0.49","0.17","0.49","USD","Jan 31, 2013","Jan 31, 2013"
"KANSAS ST DEPT TRANSN HWY REV","State Tax-Backed","Fixed Income","880,755.43","0.23","880,755.43","840,000.00","485424QA6","US485424QA68","-","103.19","United States","-","USD","0.66","0.22","1.00","Sep 01, 2022","5.00","0.65","-","0.22","0.65","0.22","USD","Sep 16, 2015","Sep 16, 2015"
"WISCONSIN STATE OF","State Tax-Backed","Fixed Income","875,270.32","0.23","875,270.32","835,000.00","97705MEP6","US97705MEP68","-","103.99","United States","-","USD","0.82","0.21","1.00","Nov 01, 2022","5.00","0.82","-","0.21","0.82","0.21","USD","Aug 25, 2016","Aug 25, 2016"
"OHIO ST WTR DEV AUTH WTR POLLU","Utility","Fixed Income","859,389.33","0.23","859,389.33","820,000.00","67766WVN9","US67766WVN90","-","104.39","United States","-","USD","0.91","0.21","1.00","Dec 01, 2022","5.00","0.90","-","0.21","0.90","0.21","USD","May 01, 2014","May 01, 2014"
"MODESTO CALIF IRR DIST ELEC RE","Utility","Fixed Income","838,666.00","0.22","838,666.00","800,000.00","607763DR7","US607763DR70","-","103.58","United States","-","USD","0.74","0.22","1.00","Oct 01, 2022","5.00","0.74","-","0.22","0.74","0.22","USD","Sep 29, 2016","Sep 29, 2016"
"ILLINOIS ST","State Tax-Backed","Fixed Income","837,383.63","0.22","837,383.63","800,000.00","452152P62","US452152P627","-","103.84","United States","-","USD","0.82","0.38","1.00","Nov 01, 2022","5.00","0.82","-","0.38","0.82","0.38","USD","Nov 08, 2017","Nov 08, 2017"
"ALABAMA ST","State Tax-Backed","Fixed Income","828,560.40","0.22","828,560.40","790,000.00","010411AF3","US010411AF39","-","102.80","United States","-","USD","0.57","0.20","1.00","Aug 01, 2022","5.00","0.57","-","0.20","0.57","0.20","USD","Aug 06, 2014","Aug 06, 2014"
"COLUMBUS OHIO","Prerefund/Escrow","Fixed Income","807,445.94","0.21","807,445.94","770,000.00","1994916V8","US1994916V80","-","102.97","United States","-","USD","0.61","0.21","1.00","Aug 15, 2022","5.00","0.61","-","0.21","0.61","0.21","USD","Jul 24, 2012","Jul 24, 2012"
"DELAWARE ST","State Tax-Backed","Fixed Income","804,175.09","0.21","804,175.09","785,000.00","246381GQ4","US246381GQ44","-","100.78","United States","-","USD","0.16","0.34","1.00","Mar 01, 2022","5.00","0.17","-","0.34","0.17","0.34","USD","Mar 16, 2016","Mar 16, 2016"
"BOSTON MASS","Local Tax-Backed","Fixed Income","786,107.05","0.21","786,107.05","750,000.00","100853ZM5","US100853ZM50","-","103.98","United States","-","USD","0.82","0.22","1.00","Nov 01, 2022","5.00","0.82","-","0.22","0.82","0.22","USD","Dec 30, 2020","Dec 30, 2020"
"RHODE ISLAND ST COMM CORP REV","Transportation","Fixed Income","782,988.07","0.21","782,988.07","765,000.00","762232AE6","US762232AE66","-","102.13","United States","-","USD","0.45","0.32","1.00","Jun 15, 2022","5.00","0.45","-","0.32","0.45","0.32","USD","Jun 14, 2016","Jun 14, 2016"
"ARIZONA ST TRANSN BRD HWY REV","State Tax-Backed","Fixed Income","781,471.92","0.20","781,471.92","745,000.00","040654VE2","US040654VE20","-","102.40","United States","-","USD","0.49","0.20","1.00","Jul 01, 2022","5.00","0.49","-","0.20","0.49","0.20","USD","Jan 29, 2013","Jan 29, 2013"
"MASSACHUSETTS ST SCH BLDG AUTH","State Tax-Backed","Fixed Income","776,066.26","0.20","776,066.26","740,000.00","576000YE7","US576000YE70","-","102.98","United States","-","USD","0.61","0.20","1.00","Aug 15, 2022","5.00","0.61","-","0.20","0.61","0.20","USD","Aug 16, 2012","Aug 16, 2012"
"DALLAS TEX AREA RAPID TRAN SAL","Local Tax-Backed","Fixed Income","775,546.47","0.20","775,546.47","740,000.00","235241SE7","US235241SE70","-","104.39","United States","-","USD","0.91","0.21","1.00","Dec 01, 2022","5.00","0.90","-","0.21","0.90","0.21","USD","Sep 21, 2016","Sep 21, 2016"
"SEATTLE WASH","Local Tax-Backed","Fixed Income","768,289.12","0.20","768,289.12","750,000.00","812627AF4","US812627AF46","-","101.19","United States","-","USD","0.25","0.24","1.00","Apr 01, 2022","5.00","0.25","-","0.24","0.25","0.24","USD","May 25, 2016","May 25, 2016"
"UNIVERSITY WASH UNIV REVS","Education","Fixed Income","754,585.75","0.20","754,585.75","720,000.00","91523NPG5","US91523NPG50","-","104.39","United States","-","USD","0.91","0.21","1.00","Dec 01, 2022","5.00","0.90","-","0.21","0.90","0.21","USD","Sep 23, 2015","Sep 23, 2015"
"UTAH TRAN AUTH SALES TAX REV","Prerefund/Escrow","Fixed Income","752,663.10","0.20","752,663.10","735,000.00","917567CN7","US917567CN76","-","102.18","United States","-","USD","0.45","0.21","1.00","Jun 15, 2022","5.00","0.46","-","0.21","0.46","0.21","USD","Nov 28, 2012","Nov 28, 2012"
"AUSTIN TEX ELEC UTIL SYS REV","Utility","Fixed Income","749,418.52","0.20","749,418.52","715,000.00","052414PD5","US052414PD58","-","104.17","United States","-","USD","0.86","0.21","1.00","Nov 15, 2022","5.00","0.86","-","0.21","0.86","0.21","USD","Jun 02, 2015","May 01, 2015"
"MICHIGAN ST","State Tax-Backed","Fixed Income","744,302.32","0.19","744,302.32","710,000.00","594612CN1","US594612CN11","-","104.00","United States","-","USD","0.82","0.20","1.00","Nov 01, 2022","5.00","0.82","-","0.20","0.82","0.20","USD","Jun 30, 2016","Jun 30, 2016"
"NEW JERSEY ST EDL FACS AUTH RE","Education","Fixed Income","734,268.92","0.19","734,268.92","700,000.00","646066HU7","US646066HU73","-","102.40","United States","-","USD","0.49","0.20","1.00","Jul 01, 2022","5.00","0.49","-","0.20","0.49","0.20","USD","May 15, 2015","May 15, 2015"
"ATLANTA GA WTR & WASTE WTR REV","Utility","Fixed Income","733,699.91","0.19","733,699.91","700,000.00","047870MQ0","US047870MQ04","-","103.98","United States","-","USD","0.82","0.22","1.00","Nov 01, 2022","5.00","0.82","-","0.22","0.82","0.22","USD","Mar 12, 2015","Mar 12, 2015"
"FLORIDA ST BRD ED LOTTERY REV","State Tax-Backed","Fixed Income","729,094.13","0.19","729,094.13","695,000.00","341507P21","US341507P213","-","102.41","United States","-","USD","0.49","0.18","1.00","Jul 01, 2022","5.00","0.49","-","0.18","0.49","0.18","USD","Jun 23, 2016","Jun 23, 2016"
"OMAHA NEB","Local Tax-Backed","Fixed Income","728,579.82","0.19","728,579.82","695,000.00","681712L78","US681712L786","-","104.19","United States","-","USD","0.86","0.19","1.00","Nov 15, 2022","5.00","0.86","-","0.19","0.86","0.19","USD","Nov 10, 2014","Nov 10, 2014"
"METROPOLITAN TRANSN AUTH N Y R","Transportation","Fixed Income","711,604.52","0.19","711,604.52","680,000.00","59259YPM5","US59259YPM56","-","103.81","United States","-","USD","0.82","0.41","1.00","Nov 01, 2022","5.00","0.82","-","0.41","0.82","0.41","USD","May 09, 2012","May 09, 2012"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","702,161.85","0.18","702,161.85","670,000.00","20772J3R1","US20772J3R16","-","103.74","United States","-","USD","0.78","0.24","1.00","Oct 15, 2022","5.00","0.78","-","0.24","0.78","0.24","USD","Oct 26, 2016","Oct 26, 2016"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","700,506.84","0.18","700,506.84","675,000.00","20772JXZ0","US20772JXZ01","-","103.27","United States","-","USD","0.86","0.25","1.00","Nov 15, 2022","4.00","0.86","-","0.25","0.86","0.25","USD","Dec 10, 2014","Dec 10, 2014"
"ARIZONA ST CTFS PARTN","State Tax-Backed","Fixed Income","697,039.48","0.18","697,039.48","665,000.00","040588D85","US040588D858","-","103.15","United States","-","USD","0.66","0.27","1.00","Sep 01, 2022","5.00","0.65","-","0.27","0.65","0.27","USD","Jul 29, 2015","Jul 29, 2015"
"MINNESOTA ST","State Tax-Backed","Fixed Income","692,292.96","0.18","692,292.96","660,000.00","6041294F0","US6041294F04","-","102.81","United States","-","USD","0.57","0.18","1.00","Aug 01, 2022","5.00","0.57","-","0.18","0.57","0.18","USD","Aug 21, 2014","Aug 21, 2014"
"PHOENIX AZ CIVIC IMPT CORP WTR SYS","Utility","Fixed Income","692,277.50","0.18","692,277.50","660,000.00","71883RNF6","US71883RNF63","-","102.39","United States","-","USD","0.49","0.21","1.00","Jul 01, 2022","5.00","0.49","-","0.21","0.49","0.21","USD","Dec 17, 2014","Dec 17, 2014"
"MARYLAND ST","State Tax-Backed","Fixed Income","692,176.08","0.18","692,176.08","660,000.00","574193KL1","US574193KL12","-","102.79","United States","-","USD","0.57","0.21","1.00","Aug 01, 2022","5.00","0.57","-","0.21","0.57","0.21","USD","Aug 05, 2014","Aug 05, 2014"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","691,641.63","0.18","691,641.63","660,000.00","64966MGU7","US64966MGU71","-","104.38","United States","-","USD","0.91","0.22","1.00","Dec 01, 2022","5.00","0.90","-","0.22","0.90","0.22","USD","Dec 20, 2016","Dec 20, 2016"
"GEORGIA ST","State Tax-Backed","Fixed Income","681,406.42","0.18","681,406.42","650,000.00","373384N69","US373384N692","-","104.42","United States","-","USD","0.91","0.18","1.00","Dec 01, 2022","5.00","0.90","-","0.18","0.90","0.18","USD","Dec 05, 2013","Dec 05, 2013"
"CONNECTICUT ST HEALTH & EDL FA","Education","Fixed Income","676,479.03","0.18","676,479.03","645,000.00","20774YX36","US20774YX362","-","102.38","United States","-","USD","0.49","0.23","1.00","Jul 01, 2022","5.00","0.49","-","0.23","0.49","0.23","USD","Jun 07, 2017","Jun 07, 2017"
"NEVADA ST","State Tax-Backed","Fixed Income","676,100.28","0.18","676,100.28","660,000.00","641461YE2","US641461YE25","-","100.77","United States","-","USD","0.16","0.35","1.00","Mar 01, 2022","5.00","0.17","-","0.35","0.17","0.35","USD","Apr 09, 2013","Apr 09, 2013"
"UTAH ST BLDG OWNERSHIP AUTH LE","State Tax-Backed","Fixed Income","675,884.21","0.18","675,884.21","660,000.00","917547ZN4","US917547ZN41","-","101.77","United States","-","USD","0.37","0.24","1.00","May 15, 2022","5.00","0.37","-","0.24","0.37","0.24","USD","Dec 28, 2017","Dec 28, 2017"
"ILLINOIS ST TOLL HWY AUTH TOLL","Transportation","Fixed Income","675,377.80","0.18","675,377.80","645,000.00","452252HP7","US452252HP77","-","104.29","United States","-","USD","0.91","0.31","1.00","Dec 01, 2022","5.00","0.90","-","0.31","0.90","0.31","USD","Feb 26, 2014","Feb 26, 2014"
"ARKANSAS ST","State Tax-Backed","Fixed Income","671,177.54","0.18","671,177.54","640,000.00","041042YZ9","US041042YZ96","-","103.62","United States","-","USD","0.74","0.17","1.00","Oct 01, 2022","5.00","0.74","-","0.17","0.74","0.17","USD","Dec 01, 2014","Dec 01, 2014"
"OHIO ST UNIV GEN RCPTS","Education","Fixed Income","665,622.03","0.17","665,622.03","635,000.00","677632ZQ7","US677632ZQ77","-","104.41","United States","-","USD","0.91","0.19","1.00","Dec 01, 2022","5.00","0.90","-","0.19","0.90","0.19","USD","Oct 06, 2010","Oct 06, 2010"
"IOWA ST SPL OBLIG","State Tax-Backed","Fixed Income","660,364.01","0.17","660,364.01","645,000.00","46257TDZ9","US46257TDZ93","-","101.97","United States","-","USD","0.42","0.28","1.00","Jun 01, 2022","5.00","0.42","-","0.28","0.42","0.28","USD","Jul 28, 2016","Jul 28, 2016"
"VIRGINIA COMWLTH TRANSN BRD","Transportation","Fixed Income","659,130.02","0.17","659,130.02","645,000.00","927790DC6","US927790DC68","-","100.87","United States","-","USD","0.20","0.28","1.00","Mar 15, 2022","4.50","0.21","-","0.28","0.21","0.28","USD","Mar 01, 2012","Mar 01, 2012"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","655,432.90","0.17","655,432.90","625,000.00","64966LRH6","US64966LRH68","-","102.79","United States","-","USD","0.57","0.22","1.00","Aug 01, 2022","5.00","0.57","-","0.22","0.57","0.22","USD","Sep 04, 2014","Sep 04, 2014"
"SOUTH CAROLINA TRANSN INFRASTR","State Tax-Backed","Fixed Income","655,399.00","0.17","655,399.00","625,000.00","837152SJ7","US837152SJ75","-","103.61","United States","-","USD","0.74","0.18","1.00","Oct 01, 2022","5.00","0.74","-","0.18","0.74","0.18","USD","Nov 01, 2012","Nov 01, 2012"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","655,302.21","0.17","655,302.21","625,000.00","64971WPL8","US64971WPL80","-","104.02","United States","-","USD","0.82","0.18","1.00","Nov 01, 2022","5.00","0.82","-","0.18","0.82","0.18","USD","Mar 12, 2015","Mar 12, 2015"
"SAN ANTONIO TEX INDPT SCH DIST","School Districts","Fixed Income","645,403.49","0.17","645,403.49","630,000.00","796269VK1","US796269VK18","-","100.56","United States","-","USD","0.13","0.44","1.00","Feb 15, 2022","5.00","0.12","-","0.44","0.12","0.44","USD","Jun 09, 2015","May 01, 2015"
"TEXAS ST","State Tax-Backed","Fixed Income","644,771.47","0.17","644,771.47","615,000.00","882723MW6","US882723MW62","-","103.59","United States","-","USD","0.74","0.21","1.00","Oct 01, 2022","5.00","0.74","-","0.21","0.74","0.21","USD","Jul 02, 2014","Jul 02, 2014"
"WISCONSIN ST","State Tax-Backed","Fixed Income","644,660.18","0.17","644,660.18","615,000.00","97705L6P7","US97705L6P76","-","103.99","United States","-","USD","0.82","0.21","1.00","Nov 01, 2022","5.00","0.82","-","0.21","0.82","0.21","USD","Sep 03, 2014","Sep 03, 2014"
"MARYLAND ST","State Tax-Backed","Fixed Income","629,250.98","0.16","629,250.98","600,000.00","574193KT4","US574193KT48","-","102.79","United States","-","USD","0.57","0.21","1.00","Aug 01, 2022","5.00","0.57","-","0.21","0.57","0.21","USD","Aug 05, 2014","Aug 05, 2014"
