iShares® iBonds® Dec 2030 Term Corporate ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Jun 23, 2020"
Shares Outstanding,"5,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"ORACLE CORPORATION","Corporates","Fixed Income","833,701.51","0.59","833,701.51","818,000.00","68389XBV6","US68389XBV64","-","101.18","United States","-","USD","7.18","2.79","1.00","Apr 01, 2030","2.95","7.24","-","2.78","7.04","2.78","USD","Apr 01, 2020","Apr 01, 2020"
"TAKEDA PHARMACEUTICAL CO LTD","Corporates","Fixed Income","816,212.80","0.58","816,212.80","832,000.00","874060AX4","US874060AX48","-","97.59","Japan","-","USD","7.44","2.37","1.00","Mar 31, 2030","2.05","7.49","-","2.37","7.49","2.37","USD","Jul 09, 2020","Jul 09, 2020"
"SABINE PASS LIQUEFACTION LLC","Corporates","Fixed Income","801,451.05","0.57","801,451.05","705,000.00","785592AX4","US785592AX43","-","113.11","United States","-","USD","6.79","2.74","1.00","May 15, 2030","4.50","7.03","-","2.64","6.68","2.64","USD","Nov 15, 2020","Feb 23, 2021"
"ANHEUSER-BUSCH INBEV WORLDWIDE INC","Corporates","Fixed Income","731,304.93","0.52","731,304.93","665,000.00","035240AV2","US035240AV25","-","109.68","Belgium","-","USD","7.21","2.23","1.00","Jun 01, 2030","3.50","7.32","-","2.20","7.13","2.20","USD","Apr 03, 2020","Apr 03, 2020"
"HOME DEPOT INC","Corporates","Fixed Income","730,649.58","0.52","730,649.58","691,000.00","437076CB6","US437076CB65","-","105.17","United States","-","USD","7.29","2.02","1.00","Apr 15, 2030","2.70","7.39","-","2.00","7.19","2.00","USD","Mar 30, 2020","Mar 30, 2020"
"PNC FINANCIAL SERVICES GROUP INC (","Corporates","Fixed Income","714,867.71","0.50","714,867.71","685,000.00","693475AZ8","US693475AZ80","-","103.23","United States","-","USD","7.10","2.11","1.00","Jan 22, 2030","2.55","7.19","-","2.10","6.99","2.10","USD","Jan 22, 2020","Jan 22, 2020"
"INTEL CORPORATION","Corporates","Fixed Income","703,975.33","0.50","703,975.33","613,000.00","458140BR0","US458140BR09","-","113.80","United States","-","USD","6.93","2.07","1.00","Mar 25, 2030","3.90","7.07","-","2.02","6.88","2.02","USD","Mar 25, 2020","Mar 25, 2020"
"EXXON MOBIL CORP","Corporates","Fixed Income","703,817.76","0.50","703,817.76","674,000.00","30231GBN1","US30231GBN16","-","103.87","United States","-","USD","7.72","2.12","1.00","Oct 15, 2030","2.61","7.81","-","2.11","7.61","2.11","USD","Apr 15, 2020","Apr 15, 2020"
"GOLDMAN SACHS GROUP INC/THE","Corporates","Fixed Income","700,449.36","0.49","700,449.36","681,000.00","38141GXG4","US38141GXG45","-","101.82","United States","-","USD","7.13","2.35","1.00","Feb 07, 2030","2.60","7.21","-","2.35","7.00","2.35","USD","Feb 07, 2020","Feb 07, 2020"
"BOOKING HOLDINGS INC","Corporates","Fixed Income","686,302.26","0.48","686,302.26","583,000.00","09857LAR9","US09857LAR96","BLD7XG1","116.72","United States","-","USD","6.83","2.39","1.00","Apr 13, 2030","4.63","6.95","-","2.33","6.77","2.33","USD","Apr 13, 2020","Apr 13, 2020"
"VERIZON COMMUNICATIONS INC","Corporates","Fixed Income","678,562.71","0.48","678,562.71","636,000.00","92343VFE9","US92343VFE92","BLNNZ29","105.83","United States","-","USD","7.10","2.37","1.00","Mar 22, 2030","3.15","7.20","-","2.35","7.00","2.35","USD","Mar 20, 2020","Mar 20, 2020"
"CARRIER GLOBAL CORP","Corporates","Fixed Income","673,550.63","0.48","673,550.63","652,000.00","14448CAQ7","US14448CAQ78","-","102.28","United States","-","USD","7.12","2.41","1.00","Feb 15, 2030","2.72","7.19","-","2.40","6.99","2.40","USD","Aug 15, 2020","Dec 08, 2020"
"DOMINION ENERGY INC","Corporates","Fixed Income","659,815.15","0.47","659,815.15","614,000.00","25746UDG1","US25746UDG13","BM6KKK7","106.62","United States","-","USD","7.07","2.48","1.00","Apr 01, 2030","3.38","7.16","-","2.46","6.97","2.46","USD","Apr 03, 2020","Apr 03, 2020"
"AMERICAN INTERNATIONAL GROUP INC","Corporates","Fixed Income","640,014.30","0.45","640,014.30","590,000.00","026874DR5","US026874DR53","-","108.48","United States","-","USD","7.31","2.30","1.00","Jun 30, 2030","3.40","7.42","-","2.27","7.23","2.27","USD","May 11, 2020","May 11, 2020"
"NEXTERA ENERGY CAPITAL HOLDINGS IN","Corporates","Fixed Income","635,346.08","0.45","635,346.08","635,000.00","65339KBR0","US65339KBR05","BMDX623","99.87","United States","-","USD","7.55","2.27","1.00","Jun 01, 2030","2.25","7.61","-","2.27","7.61","2.27","USD","May 12, 2020","May 12, 2020"
"MASTERCARD INC","Corporates","Fixed Income","627,150.16","0.44","627,150.16","565,000.00","57636QAP9","US57636QAP90","-","110.12","United States","-","USD","7.07","2.01","1.00","Mar 26, 2030","3.35","7.19","-","1.97","7.00","1.97","USD","Mar 26, 2020","Mar 26, 2020"
"NIKE INC","Corporates","Fixed Income","624,580.53","0.44","624,580.53","583,000.00","654106AK9","US654106AK94","BLB1V27","106.39","United States","-","USD","7.20","2.00","1.00","Mar 27, 2030","2.85","7.31","-","1.98","7.11","1.98","USD","Mar 27, 2020","Mar 27, 2020"
"PROCTER & GAMBLE CO","Corporates","Fixed Income","623,430.54","0.44","623,430.54","569,000.00","742718FH7","US742718FH71","-","108.77","United States","-","USD","7.29","1.85","1.00","Mar 25, 2030","3.00","7.28","-","1.85","7.28","1.85","USD","Mar 25, 2020","Mar 25, 2020"
"OTIS WORLDWIDE CORP","Corporates","Fixed Income","610,905.96","0.43","610,905.96","596,000.00","68902VAK3","US68902VAK35","BM98MG8","101.53","United States","-","USD","7.16","2.36","1.00","Feb 15, 2030","2.56","7.24","-","2.35","7.03","2.35","USD","Aug 15, 2020","Sep 04, 2020"
"CIGNA CORP","Corporates","Fixed Income","595,908.64","0.42","595,908.64","587,000.00","125523CL2","US125523CL22","BLGBML8","100.81","United States","-","USD","7.29","2.29","1.00","Mar 15, 2030","2.40","7.36","-","2.29","7.16","2.29","USD","Mar 16, 2020","Mar 16, 2020"
"SHELL INTERNATIONAL FINANCE BV","Corporates","Fixed Income","595,579.53","0.42","595,579.53","565,000.00","822582CG5","US822582CG52","-","104.76","Netherlands","-","USD","7.25","2.12","1.00","Apr 06, 2030","2.75","7.35","-","2.10","7.14","2.10","USD","Apr 06, 2020","Apr 06, 2020"
"BROADCOM INC","Corporates","Fixed Income","593,958.56","0.42","593,958.56","505,000.00","11135FBD2","US11135FBD24","-","116.56","United States","-","USD","6.74","2.75","1.00","Apr 15, 2030","5.00","6.85","-","2.69","6.68","2.69","USD","Apr 09, 2020","Aug 07, 2020"
"WALT DISNEY CO","Corporates","Fixed Income","576,834.00","0.41","576,834.00","508,000.00","254687FQ4","US254687FQ40","-","112.51","United States","-","USD","7.09","2.13","1.00","Mar 22, 2030","3.80","7.07","-","2.13","7.07","2.13","USD","Mar 23, 2020","Mar 23, 2020"
"MPLX LP","Corporates","Fixed Income","573,345.51","0.40","573,345.51","568,000.00","55336VBQ2","US55336VBQ23","BKP8MY6","99.94","United States","-","USD","7.54","2.66","1.00","Aug 15, 2030","2.65","7.59","-","2.66","7.59","2.66","USD","Aug 18, 2020","Aug 18, 2020"
"CHEVRON CORP","Corporates","Fixed Income","571,841.64","0.40","571,841.64","561,000.00","166764BY5","US166764BY53","-","101.62","United States","-","USD","7.50","2.02","1.00","May 11, 2030","2.24","7.58","-","2.02","7.37","2.02","USD","May 11, 2020","May 11, 2020"
"COMCAST CORPORATION","Corporates","Fixed Income","570,391.38","0.40","570,391.38","519,000.00","20030NDG3","US20030NDG34","BMGQ5B1","109.05","United States","-","USD","7.07","2.19","1.00","Apr 01, 2030","3.40","7.18","-","2.16","6.99","2.16","USD","Mar 27, 2020","Mar 27, 2020"
"COMCAST CORPORATION","Corporates","Fixed Income","557,633.70","0.39","557,633.70","479,000.00","20030NCU3","US20030NCU37","BGGFKB1","115.52","United States","-","USD","7.28","2.29","1.00","Oct 15, 2030","4.25","7.40","-","2.24","7.22","2.24","USD","Oct 05, 2018","Oct 05, 2018"
"DOLLAR GENERAL CORPORATION","Corporates","Fixed Income","555,729.03","0.39","555,729.03","509,000.00","256677AG0","US256677AG02","BMCBVG7","108.33","United States","-","USD","7.04","2.38","1.00","Apr 03, 2030","3.50","7.15","-","2.35","6.96","2.35","USD","Apr 03, 2020","Apr 03, 2020"
"VALE OVERSEAS LTD","Corporates","Fixed Income","553,595.00","0.39","553,595.00","525,000.00","91911TAQ6","US91911TAQ67","BMVPRC8","103.66","Brazil","-","USD","7.11","3.26","1.00","Jul 08, 2030","3.75","7.16","-","3.24","6.98","3.24","USD","Jul 08, 2020","Jul 08, 2020"
"BP CAPITAL MARKETS AMERICA INC.","Corporates","Fixed Income","553,040.68","0.39","553,040.68","497,000.00","10373QBL3","US10373QBL32","BMC5GZ3","110.42","United States","-","USD","7.03","2.24","1.00","Apr 06, 2030","3.63","7.14","-","2.21","6.95","2.21","USD","Apr 06, 2020","Apr 06, 2020"
"CVS HEALTH CORP","Corporates","Fixed Income","548,709.97","0.39","548,709.97","495,000.00","126650DJ6","US126650DJ69","-","109.91","United States","-","USD","6.98","2.42","1.00","Apr 01, 2030","3.75","7.09","-","2.38","6.90","2.38","USD","Mar 31, 2020","Mar 31, 2020"
"COMCAST CORPORATION","Corporates","Fixed Income","545,961.98","0.39","545,961.98","521,000.00","20030NDA6","US20030NDA63","-","103.69","United States","-","USD","7.10","2.15","1.00","Feb 01, 2030","2.65","7.19","-","2.14","6.99","2.14","USD","Nov 05, 2019","Nov 05, 2019"
"TRUIST BANK","Corporates","Fixed Income","545,422.73","0.38","545,422.73","542,000.00","89788KAA4","US89788KAA43","-","99.94","United States","-","USD","7.32","2.26","1.00","Mar 11, 2030","2.25","7.39","-","2.26","7.39","2.26","USD","Mar 09, 2020","Mar 09, 2020"
"ENERGY TRANSFER OPERATING LP","Corporates","Fixed Income","539,638.79","0.38","539,638.79","505,000.00","29278NAQ6","US29278NAQ60","BL3BQ53","106.38","United States","-","USD","7.09","2.89","1.00","May 15, 2030","3.75","7.17","-","2.86","6.98","2.86","USD","Jan 22, 2020","Jan 22, 2020"
"TRANSCANADA PIPELINES LTD","Corporates","Fixed Income","529,128.61","0.37","529,128.61","470,000.00","89352HBA6","US89352HBA68","-","111.72","Canada","-","USD","6.94","2.52","1.00","Apr 15, 2030","4.10","7.04","-","2.48","6.86","2.48","USD","Apr 06, 2020","Apr 06, 2020"
"NVIDIA CORPORATION","Corporates","Fixed Income","528,127.99","0.37","528,127.99","494,000.00","67066GAF1","US67066GAF19","-","106.20","United States","-","USD","7.21","2.03","1.00","Apr 01, 2030","2.85","7.32","-","2.01","7.12","2.01","USD","Mar 31, 2020","Mar 31, 2020"
"INTERCONTINENTAL EXCHANGE INC","Corporates","Fixed Income","526,811.17","0.37","526,811.17","530,000.00","45866FAK0","US45866FAK03","BMC5783","99.31","United States","-","USD","7.63","2.19","1.00","Jun 15, 2030","2.10","7.70","-","2.19","7.70","2.19","USD","May 26, 2020","May 26, 2020"
"CBS CORP","Corporates","Fixed Income","525,160.43","0.37","525,160.43","370,000.00","925524AH3","US925524AH30","4230375","138.65","United States","-","USD","6.55","2.78","1.00","Jul 30, 2030","7.88","6.52","-","2.78","6.52","2.78","USD","Aug 01, 2000","Aug 01, 2000"
"AON CORP","Corporates","Fixed Income","522,588.03","0.37","522,588.03","505,000.00","037389BE2","US037389BE22","BMZM963","103.13","United States","-","USD","7.34","2.39","1.00","May 15, 2030","2.80","7.42","-","2.37","7.23","2.37","USD","May 15, 2020","May 15, 2020"
"INTERNATIONAL BUSINESS MACHINES CO","Corporates","Fixed Income","522,052.49","0.37","522,052.49","532,000.00","459200KJ9","US459200KJ94","-","97.88","United States","-","USD","7.59","2.23","1.00","May 15, 2030","1.95","7.65","-","2.23","7.65","2.23","USD","May 07, 2020","May 07, 2020"
"ANTHEM INC","Corporates","Fixed Income","520,004.27","0.37","520,004.27","519,000.00","036752AN3","US036752AN31","-","99.91","United States","-","USD","7.50","2.26","1.00","May 15, 2030","2.25","7.57","-","2.26","7.57","2.26","USD","May 05, 2020","May 05, 2020"
"MARRIOTT INTERNATIONAL INC","Corporates","Fixed Income","515,895.18","0.36","515,895.18","455,000.00","571903BE2","US571903BE27","BMXNHJ7","113.18","United States","-","USD","6.98","2.86","1.00","Jun 15, 2030","4.63","7.08","-","2.82","6.90","2.82","USD","Jun 01, 2020","Jun 01, 2020"
"QUALCOMM INCORPORATED","Corporates","Fixed Income","513,078.28","0.36","513,078.28","507,000.00","747525BK8","US747525BK80","BMZ7WJ2","100.95","United States","-","USD","7.54","2.03","1.00","May 20, 2030","2.15","7.63","-","2.02","7.42","2.02","USD","May 08, 2020","May 08, 2020"
"UNITEDHEALTH GROUP INC","Corporates","Fixed Income","510,103.32","0.36","510,103.32","512,000.00","91324PDX7","US91324PDX78","-","99.37","United States","-","USD","7.67","2.08","1.00","May 15, 2030","2.00","7.65","-","2.08","7.65","2.08","USD","May 18, 2020","May 18, 2020"
"ASTRAZENECA PLC","Corporates","Fixed Income","508,505.83","0.36","508,505.83","535,000.00","046353AW8","US046353AW81","-","94.49","United Kingdom","-","USD","7.95","2.08","1.00","Aug 06, 2030","1.38","7.99","-","2.08","7.99","2.08","USD","Aug 06, 2020","Aug 06, 2020"
"SYSCO CORPORATION","Corporates","Fixed Income","506,382.00","0.36","506,382.00","400,000.00","871829BL0","US871829BL07","BM5M5P4","125.11","United States","-","USD","6.55","2.55","1.00","Apr 01, 2030","5.95","6.67","-","2.47","6.51","2.47","USD","Apr 02, 2020","Apr 02, 2020"
"VISA INC","Corporates","Fixed Income","506,190.99","0.36","506,190.99","498,000.00","92826CAM4","US92826CAM47","BM6KKH4","101.21","United States","-","USD","7.47","1.89","1.00","Apr 15, 2030","2.05","7.57","-","1.89","7.36","1.89","USD","Apr 02, 2020","Apr 02, 2020"
"AMAZON.COM INC","Corporates","Fixed Income","505,817.87","0.36","505,817.87","520,000.00","023135BS4","US023135BS49","-","97.16","United States","-","USD","7.78","1.87","1.00","Jun 03, 2030","1.50","7.85","-","1.87","7.85","1.87","USD","Jun 03, 2020","Jun 03, 2020"
"EOG RESOURCES INC","Corporates","Fixed Income","501,614.83","0.35","501,614.83","430,000.00","26875PAU5","US26875PAU57","BLBMLZ3","115.73","United States","-","USD","6.88","2.28","1.00","Apr 15, 2030","4.38","7.01","-","2.23","6.83","2.23","USD","Apr 14, 2020","Apr 14, 2020"
"BIOGEN INC","Corporates","Fixed Income","500,717.60","0.35","500,717.60","505,000.00","09062XAH6","US09062XAH61","BMDWPJ0","98.78","United States","-","USD","7.46","2.41","1.00","May 01, 2030","2.25","7.52","-","2.41","7.52","2.41","USD","Apr 30, 2020","Apr 30, 2020"
"EXELON CORPORATION","Corporates","Fixed Income","500,277.90","0.35","500,277.90","445,000.00","30161NAX9","US30161NAX93","BM5M651","111.57","United States","-","USD","6.95","2.50","1.00","Apr 15, 2030","4.05","7.06","-","2.46","6.87","2.46","USD","Apr 01, 2020","Apr 01, 2020"
"DISCOVERY COMMUNICATIONS LLC","Corporates","Fixed Income","499,871.25","0.35","499,871.25","465,000.00","25470DBJ7","US25470DBJ72","-","107.04","United States","-","USD","7.13","2.68","1.00","May 15, 2030","3.63","7.21","-","2.66","7.03","2.66","USD","May 18, 2020","May 18, 2020"
"COCA-COLA CO","Corporates","Fixed Income","497,354.24","0.35","497,354.24","512,000.00","191216CV0","US191216CV08","-","97.00","United States","-","USD","7.82","2.04","1.00","Jun 01, 2030","1.65","7.79","-","2.04","7.79","2.04","USD","May 01, 2020","May 01, 2020"
"VIATRIS INC","Corporates","Fixed Income","495,802.71","0.35","495,802.71","493,000.00","92556VAD8","US92556VAD82","-","100.50","United States","-","USD","7.48","2.63","1.00","Jun 22, 2030","2.70","7.53","-","2.63","7.33","2.63","USD","Jun 22, 2021","Oct 28, 2021"
"BANCO SANTANDER SA","Corporates","Fixed Income","494,873.80","0.35","494,873.80","505,000.00","05971KAG4","US05971KAG40","-","97.78","Spain","-","USD","7.88","3.03","1.00","Dec 03, 2030","2.75","7.82","-","3.03","7.82","3.03","USD","Dec 03, 2020","Dec 03, 2020"
"PEPSICO INC","Corporates","Fixed Income","492,552.83","0.35","492,552.83","462,000.00","713448ES3","US713448ES36","-","105.83","United States","-","USD","7.20","1.98","1.00","Mar 19, 2030","2.75","7.31","-","1.96","7.11","1.96","USD","Mar 19, 2020","Mar 19, 2020"
"BROOKFIELD FINANCE INC","Corporates","Fixed Income","489,143.63","0.34","489,143.63","430,000.00","11271LAE2","US11271LAE20","-","112.84","Canada","-","USD","6.88","2.62","1.00","Apr 15, 2030","4.35","6.99","-","2.57","6.81","2.57","USD","Apr 09, 2020","Apr 09, 2020"
"MICRON TECHNOLOGY INC","Corporates","Fixed Income","487,967.47","0.34","487,967.47","417,000.00","595112BQ5","US595112BQ52","-","115.26","United States","-","USD","6.65","2.57","1.00","Feb 15, 2030","4.66","6.77","-","2.51","6.59","2.51","USD","Jul 12, 2019","Jul 12, 2019"
"SERVICENOW INC","Corporates","Fixed Income","487,524.27","0.34","487,524.27","520,000.00","81762PAE2","US81762PAE25","-","93.29","United States","-","USD","8.01","2.26","1.00","Sep 01, 2030","1.40","8.04","-","2.26","8.04","2.26","USD","Aug 11, 2020","Aug 11, 2020"
"NISOURCE INC","Corporates","Fixed Income","486,099.09","0.34","486,099.09","447,000.00","65473PAJ4","US65473PAJ49","BL0MLT8","108.15","United States","-","USD","7.10","2.51","1.00","May 01, 2030","3.60","7.19","-","2.48","7.01","2.48","USD","Apr 13, 2020","Apr 13, 2020"
"US BANCORP","Corporates","Fixed Income","484,134.29","0.34","484,134.29","510,000.00","91159HJA9","US91159HJA95","-","94.32","United States","-","USD","7.91","2.10","1.00","Jul 22, 2030","1.38","7.95","-","2.10","7.95","2.10","USD","Jul 20, 2020","Jul 20, 2020"
"NXP BV 144A","Corporates","Fixed Income","481,670.24","0.34","481,670.24","449,000.00","62954HAD0","US62954HAD08","-","106.72","Netherlands","-","USD","7.15","2.50","1.00","May 01, 2030","3.40","7.24","-","2.48","7.05","2.48","USD","May 01, 2020","May 01, 2020"
"REGENERON PHARMACEUTICALS INC.","Corporates","Fixed Income","481,140.15","0.34","481,140.15","505,000.00","75886FAE7","US75886FAE79","-","94.76","United States","-","USD","7.93","2.42","1.00","Sep 15, 2030","1.75","7.95","-","2.42","7.95","2.42","USD","Aug 12, 2020","Aug 12, 2020"
"BAT CAPITAL CORP","Corporates","Fixed Income","478,152.66","0.34","478,152.66","420,000.00","05526DBN4","US05526DBN49","-","112.63","United Kingdom","-","USD","6.71","3.15","1.00","Apr 02, 2030","4.91","6.80","-","3.11","6.63","3.11","USD","Apr 02, 2020","Apr 02, 2020"
"MITSUBISHI UFJ FINANCIAL GROUP INC","Corporates","Fixed Income","476,371.06","0.34","476,371.06","467,000.00","606822BR4","US606822BR40","-","101.11","Japan","-","USD","7.29","2.41","1.00","Feb 25, 2030","2.56","7.26","-","2.41","7.26","2.41","USD","Feb 25, 2020","Feb 25, 2020"
"TOTAL CAPITAL INTERNATIONAL SA","Corporates","Fixed Income","474,039.70","0.33","474,039.70","445,000.00","89153VAT6","US89153VAT61","BKBZGD8","105.18","France","-","USD","6.99","2.12","1.00","Jan 10, 2030","2.83","7.09","-","2.10","6.89","2.10","USD","Jul 10, 2019","Jul 10, 2019"
"AMGEN INC","Corporates","Fixed Income","472,676.32","0.33","472,676.32","460,000.00","031162CU2","US031162CU27","BKMGBM4","101.87","United States","-","USD","7.21","2.20","1.00","Feb 21, 2030","2.45","7.29","-","2.19","7.09","2.19","USD","Feb 21, 2020","Feb 21, 2020"
"BOSTON SCIENTIFIC CORPORATION","Corporates","Fixed Income","471,251.87","0.33","471,251.87","461,000.00","101137BA4","US101137BA41","-","102.00","United States","-","USD","7.43","2.39","1.00","Jun 01, 2030","2.65","7.50","-","2.38","7.30","2.38","USD","May 18, 2020","May 18, 2020"
"HALLIBURTON COMPANY","Corporates","Fixed Income","468,537.49","0.33","468,537.49","449,000.00","406216BL4","US406216BL45","BL1LX43","103.38","United States","-","USD","7.10","2.46","1.00","Mar 01, 2030","2.92","7.19","-","2.45","6.98","2.45","USD","Mar 03, 2020","Mar 03, 2020"
"BRISTOL-MYERS SQUIBB CO","Corporates","Fixed Income","468,059.43","0.33","468,059.43","490,000.00","110122DQ8","US110122DQ80","-","95.33","United States","-","USD","8.19","2.03","1.00","Nov 13, 2030","1.45","8.24","-","2.03","8.24","2.03","USD","Nov 13, 2020","Nov 13, 2020"
"NOVARTIS CAPITAL CORP","Corporates","Fixed Income","466,262.26","0.33","466,262.26","455,000.00","66989HAR9","US66989HAR93","-","101.64","Switzerland","-","USD","7.68","1.99","1.00","Aug 14, 2030","2.20","7.76","-","1.99","7.56","1.99","USD","Feb 14, 2020","Feb 14, 2020"
"GENERAL DYNAMICS CORPORATION","Corporates","Fixed Income","465,979.64","0.33","465,979.64","415,000.00","369550BM9","US369550BM97","-","111.38","United States","-","USD","7.02","2.11","1.00","Apr 01, 2030","3.63","7.14","-","2.07","6.95","2.07","USD","Mar 25, 2020","Mar 25, 2020"
"EXXON MOBIL CORP","Corporates","Fixed Income","465,563.98","0.33","465,563.98","420,000.00","30231GBK7","US30231GBK76","-","109.86","United States","-","USD","7.01","2.17","1.00","Mar 19, 2030","3.48","7.13","-","2.13","6.94","2.13","USD","Mar 19, 2020","Mar 19, 2020"
"SOUTHERN COMPANY (THE)","Corporates","Fixed Income","465,127.08","0.33","465,127.08","425,000.00","842587DE4","US842587DE49","-","108.83","United States","-","USD","7.07","2.52","1.00","Apr 30, 2030","3.70","7.17","-","2.49","6.98","2.49","USD","Apr 03, 2020","Apr 03, 2020"
"GENERAL MOTORS FINANCIAL CO INC","Corporates","Fixed Income","464,784.45","0.33","464,784.45","435,000.00","37045XCY0","US37045XCY04","-","106.75","United States","-","USD","7.23","2.70","1.00","Jun 21, 2030","3.60","7.31","-","2.68","7.13","2.68","USD","Jun 22, 2020","Jun 22, 2020"
"NEWMONT CORPORATION","Corporates","Fixed Income","463,971.51","0.33","463,971.51","467,000.00","651639AY2","US651639AY25","BLG5C65","98.79","United States","-","USD","7.80","2.40","1.00","Oct 01, 2030","2.25","7.85","-","2.40","7.85","2.40","USD","Mar 18, 2020","Mar 18, 2020"
"FISERV INC","Corporates","Fixed Income","463,148.29","0.33","463,148.29","455,000.00","337738BC1","US337738BC18","-","101.57","United States","-","USD","7.43","2.44","1.00","Jun 01, 2030","2.65","7.50","-","2.44","7.29","2.44","USD","May 13, 2020","May 13, 2020"
"GLOBAL PAYMENTS INC","Corporates","Fixed Income","460,771.00","0.32","460,771.00","450,000.00","37940XAD4","US37940XAD49","-","102.02","United States","-","USD","7.31","2.63","1.00","May 15, 2030","2.90","7.38","-","2.62","7.18","2.62","USD","May 15, 2020","May 15, 2020"
"METLIFE INC","Corporates","Fixed Income","459,404.59","0.32","459,404.59","384,000.00","59156RBZ0","US59156RBZ01","-","118.40","United States","-","USD","6.80","2.10","1.00","Mar 23, 2030","4.55","6.93","-","2.04","6.75","2.04","USD","Mar 23, 2020","Mar 23, 2020"
"AFLAC INCORPORATED","Corporates","Fixed Income","458,374.72","0.32","458,374.72","412,000.00","001055BJ0","US001055BJ00","BLTZKL3","110.36","United States","-","USD","7.02","2.22","1.00","Apr 01, 2030","3.60","7.13","-","2.18","6.95","2.18","USD","Apr 01, 2020","Apr 01, 2020"
