iShares National Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Sep 07, 2007"
Shares Outstanding,"216,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"TEXAS ST","Prerefund/Escrow","Fixed Income","25,287,391.89","0.10","25,287,391.89","22,235,000.00","882723TC3","US882723TC36","-","112.48","United States","-","USD","2.58","0.43","1.00","Oct 01, 2024","5.00","2.58","-","0.43","2.58","0.43","USD","Dec 18, 2014","Dec 18, 2014"
"ORANGE CNTY CALIF LOC TRANSN A","Local Tax-Backed","Fixed Income","25,285,376.00","0.10","25,285,376.00","19,805,000.00","684273JA4","US684273JA42","-","125.78","United States","-","USD","8.46","3.13","1.00","Feb 15, 2040","5.00","12.46","-","1.21","6.09","1.21","USD","Feb 26, 2019","Feb 26, 2019"
"MARYLAND ST","State Tax-Backed","Fixed Income","25,053,950.59","0.10","25,053,950.59","21,190,000.00","574193PD4","US574193PD41","-","116.15","United States","-","USD","3.28","0.45","1.00","Aug 01, 2025","5.00","3.28","-","0.45","3.28","0.45","USD","Aug 30, 2017","Aug 30, 2017"
"UNIVERSITY CALIF REVS FOR PREV","Education","Fixed Income","25,007,148.43","0.10","25,007,148.43","23,435,000.00","91412GSS5","US91412GSS56","-","106.07","United States","-","USD","3.14","4.47","1.00","May 15, 2038","5.00","10.40","-","0.55","1.33","0.55","USD","Oct 02, 2013","Oct 02, 2013"
"TEXAS WATER DEV BRD","Utility","Fixed Income","24,249,889.01","0.10","24,249,889.01","20,445,000.00","882854Z70","US882854Z700","-","117.77","United States","-","USD","10.74","3.05","1.00","Oct 15, 2049","4.00","16.63","-","1.57","6.76","1.57","USD","Oct 10, 2019","Oct 10, 2019"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","24,063,823.58","0.10","24,063,823.58","22,075,000.00","13063CFT2","US13063CFT27","-","108.18","United States","-","USD","4.16","4.41","1.00","Nov 01, 2043","5.00","13.47","-","0.51","1.76","0.51","USD","Nov 05, 2013","Nov 05, 2013"
"AURORA COLO WTR REV","Prerefund/Escrow","Fixed Income","23,655,259.65","0.09","23,655,259.65","19,380,000.00","051595BC9","US051595BC90","-","119.98","United States","-","USD","4.12","0.58","1.00","Aug 01, 2026","5.00","4.11","-","0.58","4.11","0.58","USD","Aug 16, 2016","Aug 16, 2016"
"MARYLAND ST","State Tax-Backed","Fixed Income","23,645,724.47","0.09","23,645,724.47","20,740,000.00","574193SX7","US574193SX77","-","111.93","United States","-","USD","2.42","0.36","1.00","Aug 01, 2024","5.00","2.42","-","0.36","2.42","0.36","USD","Aug 05, 2020","Aug 05, 2020"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","23,624,907.67","0.09","23,624,907.67","18,330,000.00","64966QVW7","US64966QVW76","-","127.22","United States","-","USD","10.67","3.48","1.00","Mar 01, 2050","5.00","16.06","-","1.77","7.53","1.77","USD","Mar 24, 2021","Mar 24, 2021"
"NEW YORK N Y CITY MUN WTR FIN","Utility","Fixed Income","23,342,809.72","0.09","23,342,809.72","19,590,000.00","64972GNC4","US64972GNC41","-","118.93","United States","-","USD","7.71","3.83","1.00","Jun 15, 2047","5.00","15.28","-","1.07","4.47","1.07","USD","Feb 09, 2017","Feb 09, 2017"
"NEW YORK ST","Prerefund/Escrow","Fixed Income","23,293,883.86","0.09","23,293,883.86","22,030,000.00","649791HT0","US649791HT07","-","104.40","United States","-","USD","1.14","0.22","1.00","Mar 01, 2023","4.00","1.14","-","0.22","1.14","0.22","USD","Mar 19, 2013","Mar 19, 2013"
"CALIFORNIA ST","State Tax-Backed","Fixed Income","23,178,130.00","0.09","23,178,130.00","20,000,000.00","13063DPA0","US13063DPA09","-","114.64","United States","-","USD","3.02","0.46","1.00","Apr 01, 2025","5.00","3.02","-","0.46","3.02","0.46","USD","Apr 18, 2019","Apr 18, 2019"
"CALIFORNIA ST UNIV REV","Education","Fixed Income","22,991,105.97","0.09","22,991,105.97","18,900,000.00","13077DAY8","US13077DAY85","-","120.81","United States","-","USD","7.83","3.74","1.00","Nov 01, 2047","5.00","14.72","-","0.98","4.75","0.98","USD","Mar 09, 2017","Mar 09, 2017"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","22,935,584.10","0.09","22,935,584.10","20,960,000.00","13063CJG6","US13063CJG69","-","109.01","United States","-","USD","1.97","1.81","1.00","Dec 01, 2024","5.00","2.72","-","0.28","1.85","0.28","USD","Mar 27, 2014","Mar 27, 2014"
"NEW YORK N Y CITY MUN WTR FIN","Utility","Fixed Income","22,902,681.74","0.09","22,902,681.74","22,165,000.00","64972GBA1","US64972GBA13","-","103.15","United States","-","USD","3.59","3.81","1.00","Jun 15, 2047","4.00","16.02","-","0.69","0.94","0.69","USD","Dec 13, 2012","Dec 13, 2012"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","22,828,685.67","0.09","22,828,685.67","18,900,000.00","13063CZ60","US13063CZ600","-","119.12","United States","-","USD","5.59","2.90","1.00","Sep 01, 2032","5.00","8.38","-","0.82","4.19","0.82","USD","Sep 13, 2016","Sep 13, 2016"
"MARYLAND ST DEPT TRANSN CONS T","State Tax-Backed","Fixed Income","22,772,467.73","0.09","22,772,467.73","17,090,000.00","574204Q63","US574204Q635","-","132.00","United States","-","USD","8.40","2.12","1.00","Oct 01, 2034","5.00","9.85","-","1.15","7.32","1.15","USD","Oct 22, 2020","Oct 22, 2020"
"MASSACHUSETTS ST SCH BLDG AUTH","Prerefund/Escrow","Fixed Income","22,607,853.49","0.09","22,607,853.49","21,115,000.00","576000ZR7","US576000ZR74","-","106.43","United States","-","USD","1.33","0.30","1.00","May 15, 2023","5.00","1.34","-","0.30","1.34","0.30","USD","Jul 02, 2013","Jul 02, 2013"
"TRIBOROUGH BRDG & TUNL AUTH N Y RE","Prerefund/Escrow","Fixed Income","22,605,000.00","0.09","22,605,000.00","22,000,000.00","896029Z32","US896029Z323","-","100.00","United States","-","USD","0.02","50.00","1.00","Jan 03, 2022","5.50","0.00","-","50.00","0.00","50.00","USD","Aug 15, 1999","Aug 15, 1999"
"GEORGIA ST RD & TWY AUTH REV","State Tax-Backed","Fixed Income","22,504,350.83","0.09","22,504,350.83","18,100,000.00","37358MEY3","US37358MEY30","-","122.33","United States","-","USD","11.00","2.59","1.00","Jul 15, 2042","4.00","14.46","-","1.48","8.02","1.48","USD","Jul 01, 2021","Jul 01, 2021"
"RIVERSIDE CNTY CALIF TRANSN CO","Transportation","Fixed Income","22,462,096.71","0.09","22,462,096.71","18,940,000.00","76912DAZ1","US76912DAZ15","-","117.74","United States","-","USD","11.32","2.97","1.00","Jun 01, 2046","4.00","15.26","-","1.93","7.94","1.93","USD","Oct 14, 2021","Oct 14, 2021"
"UNIVERSITY CALIF REVS","Education","Fixed Income","22,415,149.24","0.09","22,415,149.24","18,500,000.00","91412GY41","US91412GY418","-","120.52","United States","-","USD","8.04","3.79","1.00","May 15, 2049","5.00","15.77","-","1.06","4.79","1.06","USD","May 18, 2017","May 18, 2017"
"COLORADO ST ED LN PROG","Cash and/or Derivatives","Cash","22,292,795.06","0.09","22,292,795.06","21,500,000.00","19672MCR7","US19672MCR79","-","101.90","United States","-","USD","0.49","0.15","1.00","Jun 29, 2022","4.00","0.50","-","0.15","0.50","0.15","USD","Jul 20, 2021","Jul 20, 2021"
"UNIV S C HIGHER ED REV","Education","Fixed Income","22,243,791.96","0.09","22,243,791.96","18,780,000.00","913367FP8","US913367FP80","-","117.78","United States","-","USD","11.90","3.08","1.00","May 01, 2051","4.00","17.41","-","1.91","7.90","1.91","USD","Jun 29, 2021","Jun 29, 2021"
"NEW YORK N Y CITY TRANSITIONAL","State Tax-Backed","Fixed Income","22,165,305.60","0.09","22,165,305.60","18,000,000.00","64972H5W8","US64972H5W89","-","121.37","United States","-","USD","9.57","2.27","1.00","Jul 15, 2036","4.00","11.23","-","1.58","8.01","1.58","USD","Jul 22, 2021","Jul 22, 2021"
"INDIANA ST MUNI PWR AGY","Utility","Fixed Income","22,090,542.68","0.09","22,090,542.68","18,345,000.00","454898TX5","US454898TX53","-","117.92","United States","-","USD","6.63","3.72","1.00","Jan 01, 2042","5.00","12.15","-","0.93","4.02","0.93","USD","Jan 13, 2016","Jan 13, 2016"
"MIAMI-DADE CNTY FLA TRAN SYS S","Prerefund/Escrow","Fixed Income","21,999,733.62","0.09","21,999,733.62","20,975,000.00","59334PEL7","US59334PEL76","-","102.39","United States","-","USD","0.49","0.22","1.00","Jul 01, 2022","5.00","0.49","-","0.22","0.49","0.22","USD","Aug 01, 2012","Aug 01, 2012"
"TEXAS WATER DEV BRD","Utility","Fixed Income","21,842,609.20","0.09","21,842,609.20","17,450,000.00","882854Q70","US882854Q709","-","124.12","United States","-","USD","9.07","3.60","1.00","Apr 15, 2049","5.00","15.22","-","1.28","5.87","1.28","USD","Oct 11, 2018","Oct 11, 2018"
"NEW JERSEY ST TRANSN TR FD AUTH","State Tax-Backed","Fixed Income","21,711,187.93","0.09","21,711,187.93","33,700,000.00","646136WU1","US646136WU13","-","64.42","United States","-","USD","17.80","2.46","1.00","Dec 15, 2039","0.00","17.52","-","2.46","17.52","2.46","USD","Jun 03, 2009","Jun 03, 2009"
"NEW JERSEY ST","State Tax-Backed","Fixed Income","21,628,532.24","0.09","21,628,532.24","20,530,000.00","646039YG6","US646039YG66","-","105.02","United States","-","USD","1.39","0.44","1.00","Jun 01, 2023","4.00","1.39","-","0.44","1.39","0.44","USD","Nov 24, 2020","Nov 24, 2020"
"MASSACHUSETTS ST DEV FIN AGY R","Education","Fixed Income","21,586,704.18","0.09","21,586,704.18","16,020,000.00","57584YZP7","US57584YZP77","-","133.69","United States","-","USD","7.36","0.99","1.00","Oct 15, 2030","5.00","7.37","-","0.99","7.37","0.99","USD","Apr 29, 2020","Apr 29, 2020"
"TEXAS TRANSN COMMN CENT TEX TP","Transportation","Fixed Income","21,575,129.47","0.09","21,575,129.47","19,020,000.00","88283KAY4","US88283KAY47","-","111.55","United States","-","USD","4.62","4.00","1.00","Aug 15, 2037","5.00","10.40","-","0.56","2.45","0.56","USD","Feb 04, 2015","Feb 04, 2015"
"GEORGIA ST","State Tax-Backed","Fixed Income","21,549,342.43","0.09","21,549,342.43","15,570,000.00","373385HP1","US373385HP18","-","135.90","United States","-","USD","7.78","1.02","1.00","Jul 01, 2031","5.00","7.80","-","1.02","7.80","1.02","USD","Jul 01, 2021","Jul 01, 2021"
"METROPOLITAN ATLANTA RAPID TRA","Prerefund/Escrow","Fixed Income","21,502,732.00","0.09","21,502,732.00","20,000,000.00","591745U51","US591745U513","-","105.51","United States","-","USD","1.45","0.31","1.00","Jul 01, 2023","4.00","1.44","-","0.31","1.44","0.31","USD","Jul 01, 2014","Jul 01, 2014"
"NEW YORK ST URBAN DEV CORP REV","State Tax-Backed","Fixed Income","21,437,560.44","0.09","21,437,560.44","20,000,000.00","650036CM6","US650036CM69","-","105.72","United States","-","USD","1.17","0.25","1.00","Mar 15, 2023","5.00","1.17","-","0.25","1.17","0.25","USD","Dec 23, 2020","Dec 23, 2020"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","21,387,781.19","0.09","21,387,781.19","16,345,000.00","64971XRX8","US64971XRX83","-","130.02","United States","-","USD","8.91","2.56","1.00","Nov 01, 2036","5.00","11.02","-","1.38","7.38","1.38","USD","Sep 01, 2020","Sep 01, 2020"
"NEW YORK ST PWR AUTH REV","Utility","Fixed Income","21,278,448.94","0.08","21,278,448.94","18,210,000.00","64989KLH7","US64989KLH76","-","116.34","United States","-","USD","11.87","3.26","1.00","Nov 15, 2060","4.00","20.44","-","1.88","7.20","1.88","USD","May 12, 2020","May 12, 2020"
"MASSACHUSETTS ST SCH BLDG AUTH","State Tax-Backed","Fixed Income","21,212,396.80","0.08","21,212,396.80","18,000,000.00","576000YJ6","US576000YJ67","-","115.96","United States","-","USD","5.56","3.65","1.00","Aug 15, 2037","5.00","10.64","-","0.54","3.32","0.54","USD","Dec 15, 2015","Dec 15, 2015"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","21,169,151.85","0.08","21,169,151.85","16,500,000.00","544532AR5","US544532AR52","-","125.80","United States","-","USD","9.45","3.53","1.00","Jul 01, 2049","5.00","15.42","-","1.37","6.33","1.37","USD","Dec 23, 2019","Dec 23, 2019"
