iShares® iBonds® Dec 2023 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 11, 2017"
Shares Outstanding,"13,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"CONNECTICUT ST","State Tax-Backed","Fixed Income","191,431.80","0.06","191,431.80","175,000.00","20772KEJ4","US20772KEJ43","-","107.92","United States","-","USD","1.64","0.34","1.00","Sep 15, 2023","5.00","1.63","-","0.34","1.63","0.34","USD","Sep 13, 2018","Sep 13, 2018"
"HOUSTON TEX UTIL SYS REV","Utility","Fixed Income","191,328.65","0.06","191,328.65","175,000.00","44244CTU1","US44244CTU17","-","108.69","United States","-","USD","1.80","0.34","1.00","Nov 15, 2023","5.00","1.80","-","0.34","1.80","0.34","USD","Aug 21, 2018","Aug 15, 2018"
"PIERCE CNTY WA SCH DIST #320 SUMNE","School Districts","Fixed Income","191,283.57","0.06","191,283.57","175,000.00","720526XG2","US720526XG29","-","108.89","United States","-","USD","1.85","0.34","1.00","Dec 01, 2023","5.00","1.85","-","0.34","1.85","0.34","USD","Jun 28, 2016","Jun 28, 2016"
"ANAHEIM CALIF HSG & PUB IMPT A","Utility","Fixed Income","191,260.48","0.06","191,260.48","175,000.00","032556CM2","US032556CM29","-","108.04","United States","-","USD","1.68","0.38","1.00","Oct 01, 2023","5.00","1.68","-","0.38","1.68","0.38","USD","Dec 21, 2017","Dec 21, 2017"
"OKLAHOMA TRANSN AUTH OK F/K/A","Transportation","Fixed Income","190,425.15","0.05","190,425.15","180,000.00","679111YU2","US679111YU29","-","103.79","United States","-","USD","0.98","0.20","1.00","Jan 01, 2023","4.00","0.97","-","0.20","0.97","0.20","USD","Dec 21, 2017","Dec 21, 2017"
"RICHMOND VA PUB UTIL REV","Utility","Fixed Income","187,722.04","0.05","187,722.04","175,000.00","765433KA4","US765433KA43","-","104.96","United States","-","USD","1.01","0.21","1.00","Jan 15, 2023","5.00","1.00","-","0.21","1.00","0.21","USD","Dec 07, 2016","Dec 07, 2016"
"ABILENE TEX INDPT SCH DIST","School Districts","Fixed Income","187,652.43","0.05","187,652.43","175,000.00","003464KK9","US003464KK98","-","105.34","United States","-","USD","1.09","0.23","1.00","Feb 15, 2023","5.00","1.09","-","0.23","1.09","0.23","USD","Mar 11, 2014","Feb 15, 2014"
"SAN ANTONIO TX ELEC & GAS REVE","Utility","Fixed Income","187,599.50","0.05","187,599.50","175,000.00","7962532K7","US7962532K70","-","105.12","United States","-","USD","1.05","0.27","1.00","Feb 01, 2023","5.00","1.05","-","0.27","1.05","0.27","USD","Jun 28, 2012","Jun 01, 2012"
"NEW YORK ST URBAN DEV CORP REV","State Tax-Backed","Fixed Income","187,578.65","0.05","187,578.65","175,000.00","650035A57","US650035A576","-","105.72","United States","-","USD","1.17","0.25","1.00","Mar 15, 2023","5.00","1.17","-","0.25","1.17","0.25","USD","Mar 19, 2013","Mar 19, 2013"
"METROPOLITAN ST LOUIS MO SWR D","Prerefund/Escrow","Fixed Income","187,513.35","0.05","187,513.35","175,000.00","592481FK6","US592481FK62","-","106.32","United States","-","USD","1.30","0.25","1.00","May 01, 2023","5.00","1.30","-","0.25","1.30","0.25","USD","Dec 18, 2013","Dec 18, 2013"
"PROSPER TEX INDPT SCH DIST","School Districts","Fixed Income","187,490.64","0.05","187,490.64","175,000.00","743600TL2","US743600TL29","-","105.25","United States","-","USD","1.09","0.31","1.00","Feb 15, 2023","5.00","1.09","-","0.31","1.09","0.31","USD","Mar 01, 2015","Mar 01, 2015"
"KNOX CNTY TENN","Local Tax-Backed","Fixed Income","187,375.12","0.05","187,375.12","175,000.00","4995128E4","US4995128E48","-","106.65","United States","-","USD","1.38","0.29","1.00","Jun 01, 2023","5.00","1.38","-","0.29","1.38","0.29","USD","May 01, 2017","May 01, 2017"
"WASHINGTON D C MET AREA TRAN A","Transportation","Fixed Income","186,416.61","0.05","186,416.61","170,000.00","938782EK1","US938782EK15","-","107.16","United States","-","USD","1.43","0.22","1.00","Jul 01, 2023","5.00","1.43","-","0.22","1.43","0.22","USD","Jul 12, 2017","Jul 12, 2017"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","186,310.57","0.05","186,310.57","170,000.00","5446464H2","US5446464H24","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Apr 05, 2016","Apr 05, 2016"
"MINNESOTA ST FOR PREVIOUS ISSU","State Tax-Backed","Fixed Income","186,301.88","0.05","186,301.88","170,000.00","60412AHA4","US60412AHA43","-","107.51","United States","-","USD","1.51","0.25","1.00","Aug 01, 2023","5.00","1.51","-","0.25","1.51","0.25","USD","Aug 11, 2016","Aug 11, 2016"
"BALL ST UNIV IND UNIV REVS","Education","Fixed Income","186,284.08","0.05","186,284.08","170,000.00","058508GL0","US058508GL04","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Jan 26, 2017","Jan 26, 2017"
"TEXAS A & M UNIV PERM UNIV FD","Education","Fixed Income","186,284.08","0.05","186,284.08","170,000.00","8821173S1","US8821173S16","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Oct 31, 2017","Oct 01, 2017"
"FLORIDA ST DEPT ENVIRONMENTAL","State Tax-Backed","Fixed Income","186,284.08","0.05","186,284.08","170,000.00","34160WA20","US34160WA204","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Nov 30, 2017","Nov 30, 2017"
"BROWARD CNTY FLA SCH BRD CTFS","School Districts","Fixed Income","186,125.20","0.05","186,125.20","170,000.00","115065YA6","US115065YA65","-","106.99","United States","-","USD","1.43","0.33","1.00","Jul 01, 2023","5.00","1.43","-","0.33","1.43","0.33","USD","Feb 11, 2015","Feb 11, 2015"
"TEXAS TRANSN COMMN ST HWY FD R","State Tax-Backed","Fixed Income","186,106.67","0.05","186,106.67","170,000.00","88283LKG0","US88283LKG04","-","108.22","United States","-","USD","1.68","0.28","1.00","Oct 01, 2023","5.00","1.68","-","0.28","1.68","0.28","USD","Oct 26, 2016","Oct 26, 2016"
"ARIZONA WTR INFRASTRUCTURE FIN","Utility","Fixed Income","186,044.46","0.05","186,044.46","170,000.00","040688MP5","US040688MP51","-","108.19","United States","-","USD","1.68","0.30","1.00","Oct 01, 2023","5.00","1.68","-","0.30","1.68","0.30","USD","Dec 04, 2014","Dec 04, 2014"
"LEWISVILLE TEX INDPT SCH DIST","School Districts","Fixed Income","186,070.25","0.05","186,070.25","170,000.00","5288287E0","US5288287E02","-","107.56","United States","-","USD","1.55","0.32","1.00","Aug 15, 2023","5.00","1.55","-","0.32","1.55","0.32","USD","May 15, 2016","May 15, 2016"
"ALABAMA ST PUB SCH & COLLEGE A","State Tax-Backed","Fixed Income","186,032.38","0.05","186,032.38","170,000.00","010609FB6","US010609FB63","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Nov 04, 2020","Nov 04, 2020"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","185,920.80","0.05","185,920.80","170,000.00","13063CJS0","US13063CJS08","-","108.95","United States","-","USD","1.85","0.31","1.00","Dec 01, 2023","5.00","1.85","-","0.31","1.85","0.31","USD","Mar 27, 2014","Mar 27, 2014"
"JACKSONVILLE FLA TRANSN AUTH L","Local Tax-Backed","Fixed Income","185,797.95","0.05","185,797.95","170,000.00","469494AG3","US469494AG36","-","107.21","United States","-","USD","1.51","0.43","1.00","Aug 01, 2023","5.00","1.51","-","0.43","1.51","0.43","USD","Jan 29, 2015","Jan 29, 2015"
"NEW YORK N Y CITY MUN WTR FIN","Prerefund/Escrow","Fixed Income","184,856.87","0.05","184,856.87","175,000.00","64972GRY2","US64972GRY25","-","105.45","United States","-","USD","1.43","0.24","1.00","Jun 15, 2023","4.00","1.43","-","0.24","1.43","0.24","USD","Aug 21, 2018","Aug 21, 2018"
"TEXAS ST UNIV SYS FING REV","Education","Fixed Income","182,240.43","0.05","182,240.43","170,000.00","88278PTJ3","US88278PTJ39","-","105.73","United States","-","USD","1.17","0.24","1.00","Mar 15, 2023","5.00","1.17","-","0.24","1.17","0.24","USD","Jul 02, 2014","Jun 01, 2014"
"CALIFORNIA ST PUB WKS BRD LEAS","State Tax-Backed","Fixed Income","182,203.85","0.05","182,203.85","170,000.00","13068LCE3","US13068LCE39","-","105.51","United States","-","USD","1.13","0.26","1.00","Mar 01, 2023","5.00","1.13","-","0.26","1.13","0.26","USD","Mar 28, 2013","Mar 28, 2013"
"COLUMBUS OHIO","Local Tax-Backed","Fixed Income","182,190.11","0.05","182,190.11","170,000.00","199492YF0","US199492YF00","-","105.92","United States","-","USD","1.22","0.25","1.00","Apr 01, 2023","5.00","1.21","-","0.25","1.21","0.25","USD","Oct 16, 2019","Oct 16, 2019"
"NEW JERSEY ST TPK AUTH TPK REV","Transportation","Fixed Income","182,135.69","0.05","182,135.69","170,000.00","6461395N1","US6461395N10","-","104.64","United States","-","USD","0.97","0.35","1.00","Jan 01, 2023","5.00","0.97","-","0.35","0.97","0.35","USD","Oct 07, 2014","Oct 07, 2014"
"LOS ANGELES CNTY CALIF MET TRA","Local Tax-Backed","Fixed Income","180,985.27","0.05","180,985.27","165,000.00","54466HFE1","US54466HFE18","-","107.19","United States","-","USD","1.43","0.20","1.00","Jul 01, 2023","5.00","1.43","-","0.20","1.43","0.20","USD","Oct 31, 2017","Oct 31, 2017"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","180,908.03","0.05","180,908.03","165,000.00","544495C51","US544495C511","-","107.14","United States","-","USD","1.43","0.23","1.00","Jul 01, 2023","5.00","1.43","-","0.23","1.43","0.23","USD","Jun 10, 2014","Jun 10, 2014"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","180,908.03","0.05","180,908.03","165,000.00","544495J54","US544495J540","-","107.14","United States","-","USD","1.43","0.23","1.00","Jul 01, 2023","5.00","1.43","-","0.23","1.43","0.23","USD","Jan 08, 2015","Jan 08, 2015"
"DELAWARE ST","State Tax-Backed","Fixed Income","180,882.31","0.05","180,882.31","165,000.00","246381FB8","US246381FB83","-","107.13","United States","-","USD","1.43","0.24","1.00","Jul 01, 2023","5.00","1.43","-","0.24","1.43","0.24","USD","Nov 06, 2014","Nov 06, 2014"
"HENRICO CNTY VA","Local Tax-Backed","Fixed Income","180,767.98","0.05","180,767.98","165,000.00","426056F51","US426056F517","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","May 31, 2017","May 31, 2017"
"MIAMI UNIV OHIO GEN RCPTS","Education","Fixed Income","180,730.70","0.05","180,730.70","165,000.00","593791GJ9","US593791GJ91","-","107.87","United States","-","USD","1.60","0.27","1.00","Sep 01, 2023","5.00","1.60","-","0.27","1.60","0.27","USD","Jun 05, 2014","Jun 05, 2014"
"NEW CASTLE CNTY DEL","Local Tax-Backed","Fixed Income","180,663.14","0.05","180,663.14","165,000.00","64327TDJ4","US64327TDJ43","-","108.24","United States","-","USD","1.68","0.27","1.00","Oct 01, 2023","5.00","1.68","-","0.27","1.68","0.27","USD","Feb 12, 2015","Feb 12, 2015"
"KING CNTY WASH","Local Tax-Backed","Fixed Income","180,452.54","0.05","180,452.54","165,000.00","49474FGJ3","US49474FGJ30","-","108.95","United States","-","USD","1.85","0.31","1.00","Dec 01, 2023","5.00","1.85","-","0.31","1.85","0.31","USD","Dec 19, 2013","Dec 19, 2013"
"SAN FRANCISCO CALIF CITY & CNT","Utility","Fixed Income","180,465.82","0.05","180,465.82","165,000.00","79765RF61","US79765RF619","-","108.54","United States","-","USD","1.77","0.32","1.00","Nov 01, 2023","5.00","1.76","-","0.32","1.76","0.32","USD","Apr 16, 2015","Apr 16, 2015"
"ANCHORAGE ALASKA","Local Tax-Backed","Fixed Income","180,472.54","0.05","180,472.54","165,000.00","0331614E7","US0331614E74","-","107.71","United States","-","USD","1.60","0.36","1.00","Sep 01, 2023","5.00","1.60","-","0.36","1.60","0.36","USD","Nov 19, 2015","Nov 19, 2015"
"KING CNTY WASH","Local Tax-Backed","Fixed Income","180,452.54","0.05","180,452.54","165,000.00","49474FNU0","US49474FNU02","-","108.95","United States","-","USD","1.85","0.31","1.00","Dec 01, 2023","5.00","1.85","-","0.31","1.85","0.31","USD","Dec 17, 2015","Dec 17, 2015"
"SNOHOMISH CNTY WASH SCH DIST N","School Districts","Fixed Income","180,319.93","0.05","180,319.93","165,000.00","833221WD2","US833221WD22","-","108.87","United States","-","USD","1.85","0.35","1.00","Dec 01, 2023","5.00","1.84","-","0.35","1.84","0.35","USD","Mar 15, 2016","Mar 15, 2016"
"UNIVERSITY WASH UNIV REVS","Education","Fixed Income","177,210.29","0.05","177,210.29","165,000.00","91523NQV1","US91523NQV19","-","107.07","United States","-","USD","1.86","0.30","1.00","Dec 01, 2023","4.00","1.86","-","0.30","1.86","0.30","USD","Nov 09, 2016","Nov 09, 2016"
"CYPRESS-FAIRBANKS TEX INDPT SC","School Districts","Fixed Income","176,948.51","0.05","176,948.51","165,000.00","232769ED7","US232769ED76","-","105.35","United States","-","USD","1.09","0.22","1.00","Feb 15, 2023","5.00","1.09","-","0.22","1.09","0.22","USD","Feb 20, 2019","Jan 01, 2019"
"FORT WORTH TEX WTR & SWR REV","Utility","Fixed Income","176,910.34","0.05","176,910.34","165,000.00","349515TE6","US349515TE69","-","105.33","United States","-","USD","1.09","0.24","1.00","Feb 15, 2023","5.00","1.09","-","0.24","1.09","0.24","USD","Aug 25, 2015","Jul 01, 2015"
"TEXAS ST UNIV SYS FING REV","Education","Fixed Income","176,880.42","0.05","176,880.42","165,000.00","88278PYC2","US88278PYC21","-","105.73","United States","-","USD","1.17","0.24","1.00","Mar 15, 2023","5.00","1.17","-","0.24","1.17","0.24","USD","Jan 31, 2017","Jan 01, 2017"
"GARLAND TEX","Local Tax-Backed","Fixed Income","176,910.34","0.05","176,910.34","165,000.00","366119Y74","US366119Y748","-","105.33","United States","-","USD","1.09","0.24","1.00","Feb 15, 2023","5.00","1.09","-","0.24","1.09","0.24","USD","Jun 13, 2017","May 15, 2017"
"NEW YORK ST URBAN DEV CORP REV","State Tax-Backed","Fixed Income","176,859.87","0.05","176,859.87","165,000.00","650035S41","US650035S412","-","105.72","United States","-","USD","1.17","0.25","1.00","Mar 15, 2023","5.00","1.17","-","0.25","1.17","0.25","USD","Dec 17, 2015","Dec 17, 2015"
"CONROE TEX INDPT SCH DIST","School Districts","Fixed Income","176,853.14","0.05","176,853.14","165,000.00","208418ZX4","US208418ZX49","-","105.29","United States","-","USD","1.09","0.27","1.00","Feb 15, 2023","5.00","1.09","-","0.27","1.09","0.27","USD","Nov 01, 2016","Nov 01, 2016"
"DAVIS CNTY UT SCH DIST","School Districts","Fixed Income","176,764.96","0.05","176,764.96","165,000.00","239019T69","US239019T695","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Apr 05, 2017","Apr 05, 2017"
"ILLINOIS ST","State Tax-Backed","Fixed Income","176,241.54","0.05","176,241.54","165,000.00","452152C82","US452152C823","-","106.40","United States","-","USD","1.38","0.46","1.00","Jun 01, 2023","5.00","1.38","-","0.46","1.38","0.46","USD","Jun 29, 2016","Jun 29, 2016"
"MISSOURI ST ENVIRONMENTAL IMPT","Utility","Fixed Income","175,351.12","0.05","175,351.12","160,000.00","60636UBJ7","US60636UBJ79","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Nov 26, 2013","Nov 26, 2013"
"MARYLAND ST","State Tax-Backed","Fixed Income","175,263.78","0.05","175,263.78","160,000.00","574193MB1","US574193MB12","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Aug 03, 2015","Aug 03, 2015"
"MONMOUTH CNTY N J IMPT AUTH RE","Local Tax-Backed","Fixed Income","175,271.42","0.05","175,271.42","160,000.00","60956PSQ6","US60956PSQ62","-","107.24","United States","-","USD","1.47","0.28","1.00","Jul 15, 2023","5.00","1.47","-","0.28","1.47","0.28","USD","Jul 24, 2018","Jul 24, 2018"
"CALIFORNIA ST FOR PREVIOUS ISS","State Tax-Backed","Fixed Income","175,198.35","0.05","175,198.35","160,000.00","13063CQ37","US13063CQ377","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Apr 28, 2016","Apr 28, 2016"
"MAINE MUN BD BK","Transportation","Fixed Income","175,198.35","0.05","175,198.35","160,000.00","56045RWE5","US56045RWE51","-","107.83","United States","-","USD","1.60","0.29","1.00","Sep 01, 2023","5.00","1.60","-","0.29","1.60","0.29","USD","Nov 16, 2016","Nov 16, 2016"
"NORFOLK VA","Local Tax-Backed","Fixed Income","175,131.94","0.05","175,131.94","160,000.00","655867SM2","US655867SM23","-","107.37","United States","-","USD","1.51","0.33","1.00","Aug 01, 2023","5.00","1.51","-","0.33","1.51","0.33","USD","Apr 02, 2014","Apr 02, 2014"
"DALLAS FORT WORTH TEX INTL ARP","Transportation","Fixed Income","175,089.30","0.05","175,089.30","160,000.00","235036S35","US235036S356","-","108.60","United States","-","USD","1.77","0.29","1.00","Nov 01, 2023","5.00","1.76","-","0.29","1.76","0.29","USD","Nov 05, 2013","Oct 01, 2013"
"ATLANTA GA WTR & WASTE WTR REV","Utility","Fixed Income","175,027.86","0.05","175,027.86","160,000.00","047870MR8","US047870MR86","-","108.56","United States","-","USD","1.77","0.31","1.00","Nov 01, 2023","5.00","1.76","-","0.31","1.76","0.31","USD","Mar 12, 2015","Mar 12, 2015"
"OREGON ST DEPT TRANSN HWY USER","State Tax-Backed","Fixed Income","174,991.81","0.05","174,991.81","160,000.00","68607DTL9","US68607DTL90","-","108.73","United States","-","USD","1.80","0.32","1.00","Nov 15, 2023","5.00","1.80","-","0.32","1.80","0.32","USD","Sep 06, 2017","Sep 06, 2017"
"HAWAII ST HWY REV","State Tax-Backed","Fixed Income","174,556.39","0.05","174,556.39","165,000.00","41981CNM8","US41981CNM81","-","103.79","United States","-","USD","0.98","0.20","1.00","Jan 01, 2023","4.00","0.97","-","0.20","0.97","0.20","USD","Sep 08, 2016","Sep 08, 2016"
"METROPOLITAN TRANSN AUTH N Y R","Transportation","Fixed Income","174,352.00","0.05","174,352.00","160,000.00","59259YZ36","US59259YZ363","-","108.33","United States","-","USD","1.80","0.52","1.00","Nov 15, 2023","5.00","1.80","-","0.52","1.80","0.52","USD","Jun 26, 2014","Jun 26, 2014"
"WASHINGTON ST","State Tax-Backed","Fixed Income","171,608.71","0.05","171,608.71","160,000.00","93974DVV7","US93974DVV71","-","105.17","United States","-","USD","1.05","0.22","1.00","Feb 01, 2023","5.00","1.05","-","0.22","1.05","0.22","USD","Feb 16, 2016","Feb 16, 2016"
"SHELBY CNTY TENN","Local Tax-Backed","Fixed Income","171,543.74","0.05","171,543.74","160,000.00","821686L42","US821686L429","-","105.55","United States","-","USD","1.13","0.23","1.00","Mar 01, 2023","5.00","1.13","-","0.23","1.13","0.23","USD","Mar 01, 2012","Mar 01, 2012"
"NEW YORK ST TWY AUTH GEN REV","Transportation","Fixed Income","171,536.56","0.05","171,536.56","160,000.00","650009G98","US650009G982","-","104.71","United States","-","USD","0.97","0.28","1.00","Jan 01, 2023","5.00","0.97","-","0.28","0.97","0.28","USD","Dec 17, 2014","Dec 17, 2014"
"TEXAS TRANSN COMMN ST HWY FD R","State Tax-Backed","Fixed Income","171,514.40","0.05","171,514.40","160,000.00","88283LJB3","US88283LJB36","-","105.95","United States","-","USD","1.22","0.23","1.00","Apr 01, 2023","5.00","1.21","-","0.23","1.21","0.23","USD","Apr 02, 2014","Apr 02, 2014"
"PENNSYLVANIA ST","State Tax-Backed","Fixed Income","171,236.21","0.05","171,236.21","160,000.00","70914PVN9","US70914PVN94","-","106.80","United States","-","USD","1.42","0.31","1.00","Jun 15, 2023","5.00","1.42","-","0.31","1.42","0.31","USD","May 15, 2014","May 15, 2014"
"MIAMI-DADE CNTY FLA","Local Tax-Backed","Fixed Income","169,871.40","0.05","169,871.40","155,000.00","59333FTJ9","US59333FTJ92","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Jun 02, 2016","Jun 01, 2015"
"ALABAMA ST","State Tax-Backed","Fixed Income","169,812.35","0.05","169,812.35","155,000.00","010411BM7","US010411BM70","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Oct 06, 2016","Oct 06, 2016"
"WISCONSIN ST TRANSN REV","State Tax-Backed","Fixed Income","169,823.08","0.05","169,823.08","155,000.00","977123T65","US977123T659","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Dec 21, 2017","Dec 21, 2017"
"NEW MEXICO ST SEVERANCE TAX","State Tax-Backed","Fixed Income","169,750.65","0.05","169,750.65","155,000.00","6473102U4","US6473102U44","-","107.02","United States","-","USD","1.43","0.31","1.00","Jul 01, 2023","5.00","1.43","-","0.31","1.43","0.31","USD","Jun 28, 2018","Jun 28, 2018"
"TRIBOROUGH BRIDGE & TUNNEL AUTH RE","Transportation","Fixed Income","169,492.92","0.05","169,492.92","155,000.00","89602RCA1","US89602RCA14","-","108.71","United States","-","USD","1.80","0.33","1.00","Nov 15, 2023","5.00","1.80","-","0.33","1.80","0.33","USD","Nov 17, 2017","Nov 17, 2017"
"LAGUNA BEACH CALIF UNI SCH DIS","School Districts","Fixed Income","166,782.10","0.05","166,782.10","155,000.00","507192GV8","US507192GV82","-","105.93","United States","-","USD","1.53","0.24","1.00","Aug 01, 2023","4.00","1.53","-","0.24","1.53","0.24","USD","Jul 07, 2020","Jul 07, 2020"
"WILMINGTON DEL","Local Tax-Backed","Fixed Income","166,529.41","0.05","166,529.41","160,000.00","971567RF1","US971567RF19","-","103.83","United States","-","USD","1.39","0.29","1.00","Jun 01, 2023","3.00","1.39","-","0.29","1.39","0.29","USD","Oct 23, 2018","Oct 23, 2018"
"HOWARD CNTY MD","Local Tax-Backed","Fixed Income","166,260.21","0.05","166,260.21","155,000.00","44256PGV9","US44256PGV94","-","105.38","United States","-","USD","1.09","0.20","1.00","Feb 15, 2023","5.00","1.09","-","0.20","1.09","0.20","USD","Apr 25, 2017","Apr 25, 2017"
"TRINITY RIVER AUTH TEX REV","Utility","Fixed Income","166,194.09","0.05","166,194.09","155,000.00","89657PGL1","US89657PGL13","-","105.14","United States","-","USD","1.05","0.25","1.00","Feb 01, 2023","5.00","1.05","-","0.25","1.05","0.25","USD","May 05, 2015","Mar 15, 2015"
"OHIO STATE","State Tax-Backed","Fixed Income","166,164.35","0.05","166,164.35","155,000.00","6775213Z7","US6775213Z76","-","105.54","United States","-","USD","1.13","0.24","1.00","Mar 01, 2023","5.00","1.13","-","0.24","1.13","0.24","USD","Jan 22, 2014","Jan 22, 2014"
"NORTH CAROLINA ST LTD OBLIG","State Tax-Backed","Fixed Income","166,061.84","0.05","166,061.84","155,000.00","65829QCD4","US65829QCD43","-","106.30","United States","-","USD","1.30","0.26","1.00","May 01, 2023","5.00","1.30","-","0.26","1.30","0.26","USD","Nov 19, 2014","Nov 19, 2014"
"VIRGINIA ST PUB SCH AUTH SCH T","School Districts","Fixed Income","166,048.24","0.05","166,048.24","155,000.00","92818JAV9","US92818JAV98","-","106.07","United States","-","USD","1.26","0.28","1.00","Apr 15, 2023","5.00","1.25","-","0.28","1.25","0.28","USD","May 22, 2018","May 22, 2018"
"OHIO ST WTR DEV AUTH WTR POLLU","Utility","Fixed Income","165,566.74","0.05","165,566.74","150,000.00","67766WHC9","-","-","109.92","United States","-","USD","1.84","0.31","1.00","Dec 01, 2023","5.50","1.84","-","0.31","1.84","0.31","USD","Apr 14, 2005","Apr 14, 2005"
"GEORGIA ST","State Tax-Backed","Fixed Income","164,461.84","0.05","164,461.84","150,000.00","3733843H7","US3733843H78","-","107.14","United States","-","USD","1.43","0.23","1.00","Jul 01, 2023","5.00","1.43","-","0.23","1.43","0.23","USD","Jul 07, 2016","Jul 07, 2016"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","164,461.84","0.05","164,461.84","150,000.00","544495X74","US544495X749","-","107.14","United States","-","USD","1.43","0.23","1.00","Jul 01, 2023","5.00","1.43","-","0.23","1.43","0.23","USD","Feb 09, 2017","Feb 09, 2017"
"METROPOLITAN WTR DIST SOUTHN C","Utility","Fixed Income","164,415.06","0.05","164,415.06","150,000.00","59266TPA3","US59266TPA33","-","107.11","United States","-","USD","1.43","0.25","1.00","Jul 01, 2023","5.00","1.43","-","0.25","1.43","0.25","USD","Jun 28, 2018","Jun 28, 2018"
"NEVADA SYS HIGHER ED UNIVS REV","Education","Fixed Income","164,391.68","0.05","164,391.68","150,000.00","641496LR3","US641496LR32","-","107.09","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.00","1.43","-","0.26","1.43","0.26","USD","Feb 19, 2015","Feb 19, 2015"
"WISCONSIN ST TRANSN REV","State Tax-Backed","Fixed Income","164,344.92","0.05","164,344.92","150,000.00","977123V39","US977123V390","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Apr 04, 2019","Apr 04, 2019"
"ARIZONA BRD REGENTS ARIZ ST UN","Education","Fixed Income","164,334.53","0.05","164,334.53","150,000.00","04048RKE5","US04048RKE52","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","May 15, 2014","May 15, 2014"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","164,334.53","0.05","164,334.53","150,000.00","64971WFV7","US64971WFV72","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Aug 01, 2014","Aug 01, 2014"
"TEXAS ST","State Tax-Backed","Fixed Income","164,334.53","0.05","164,334.53","150,000.00","8827232P3","US8827232P31","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Jul 14, 2016","Jul 14, 2016"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","164,334.53","0.05","164,334.53","150,000.00","64971XEZ7","US64971XEZ78","-","107.47","United States","-","USD","1.51","0.27","1.00","Aug 01, 2023","5.00","1.51","-","0.27","1.51","0.27","USD","Aug 10, 2018","Aug 10, 2018"
"LONG IS PWR AUTH N Y ELEC SYS","Utility","Fixed Income","164,326.74","0.05","164,326.74","150,000.00","542691CA6","US542691CA68","-","107.88","United States","-","USD","1.60","0.26","1.00","Sep 01, 2023","5.00","1.60","-","0.26","1.60","0.26","USD","Sep 26, 2019","Sep 26, 2019"
