iShares® iBonds® Dec 2026 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 02, 2019"
Shares Outstanding,"5,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"KANSAS ST DEPT TRANSN HWY REV","Government Related","Fixed Income","559,943.76","0.37","559,943.76","475,000.00","485424QG3","US485424QG39","-","116.22","United States","-","USD","3.58","1.40","1.00","Sep 01, 2026","5.00","4.17","-","0.53","3.36","0.53","USD","Dec 10, 2015","Dec 10, 2015"
"ILLINOIS ST","Government Related","Fixed Income","556,010.69","0.37","556,010.69","470,000.00","452153AE9","US452153AE93","-","116.63","United States","-","USD","3.78","0.92","1.00","Mar 01, 2026","5.00","3.77","-","0.92","3.77","0.92","USD","Mar 24, 2021","Mar 24, 2021"
"NEW JERSEY ECONOMIC DEV AUTH R","Government Related","Fixed Income","537,348.23","0.35","537,348.23","480,000.00","64577BKK9","US64577BKK97","-","111.76","United States","-","USD","3.53","1.51","1.00","Jun 15, 2026","4.25","4.09","-","0.79","3.25","0.79","USD","Aug 31, 2015","Aug 31, 2015"
"NEW YORK ST DORM AUTH SALES TA","Government Related","Fixed Income","533,439.82","0.35","533,439.82","440,000.00","64990AEZ4","US64990AEZ49","-","119.76","United States","-","USD","4.90","2.04","1.00","Mar 15, 2029","5.00","6.11","-","0.72","4.23","0.72","USD","Sep 29, 2016","Sep 29, 2016"
"PENNSYLVANIA ST","Government Related","Fixed Income","531,191.81","0.35","531,191.81","440,000.00","70914PE40","US70914PE403","-","119.25","United States","-","USD","4.77","1.93","1.00","Sep 15, 2028","5.00","5.75","-","0.82","4.23","0.82","USD","Aug 19, 2016","Aug 19, 2016"
"MASSACHUSETTS ST","Government Related","Fixed Income","530,981.40","0.35","530,981.40","435,000.00","57582RDU7","US57582RDU77","-","119.56","United States","-","USD","4.03","0.59","1.00","Jul 01, 2026","5.00","4.03","-","0.59","4.03","0.59","USD","Jul 16, 2015","Jul 16, 2015"
"LOS ANGELES CALIF UNI SCH DIST","Government Related","Fixed Income","530,767.77","0.35","530,767.77","435,000.00","5446465P3","US5446465P31","-","119.52","United States","-","USD","4.03","0.60","1.00","Jul 01, 2026","5.00","4.03","-","0.60","4.03","0.60","USD","May 25, 2017","May 25, 2017"
"CALIFORNIA ST","Government Related","Fixed Income","523,502.77","0.35","523,502.77","430,000.00","13063DQH4","US13063DQH43","-","120.49","United States","-","USD","4.28","0.62","1.00","Oct 01, 2026","5.00","4.28","-","0.62","4.28","0.62","USD","Sep 17, 2019","Sep 17, 2019"
"METROPOLITAN TRANSN AUTH N Y R","Government Related","Fixed Income","513,821.10","0.34","513,821.10","430,000.00","59261ANH6","US59261ANH67","-","118.85","United States","-","USD","4.40","1.02","1.00","Nov 15, 2026","5.00","4.39","-","1.02","4.39","1.02","USD","Sep 28, 2017","Sep 28, 2017"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","505,925.81","0.33","505,925.81","415,000.00","13063C4P2","US13063C4P23","-","119.83","United States","-","USD","4.39","1.31","1.00","Aug 01, 2027","5.00","4.89","-","0.61","4.11","0.61","USD","Nov 03, 2016","Nov 03, 2016"
"KING CNTY WASH SCH DIST NO 414","Municipals","Fixed Income","505,797.70","0.33","505,797.70","440,000.00","495260E49","US495260E498","-","114.62","United States","-","USD","4.26","0.95","1.00","Dec 01, 2026","4.00","4.51","-","0.64","4.09","0.64","USD","Aug 23, 2016","Aug 23, 2016"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","502,168.88","0.33","502,168.88","425,000.00","13063CUT5","US13063CUT51","-","116.07","United States","-","USD","3.49","1.37","1.00","Aug 01, 2026","5.00","4.09","-","0.47","3.28","0.47","USD","Sep 09, 2015","Sep 09, 2015"
"ENERGY NORTHWEST WASH ELEC REV","Corporates","Fixed Income","499,660.40","0.33","499,660.40","410,000.00","29270CR23","US29270CR238","-","119.37","United States","-","USD","4.03","0.63","1.00","Jul 01, 2026","5.00","4.03","-","0.63","4.03","0.63","USD","Apr 20, 2016","Apr 20, 2016"
"METROPOLITAN ATLANTA RAPID TRA","Government Related","Fixed Income","474,290.04","0.31","474,290.04","390,000.00","591745X82","US591745X822","-","119.11","United States","-","USD","4.81","2.22","1.00","Jul 01, 2029","5.00","6.26","-","0.68","4.03","0.68","USD","Dec 10, 2015","Dec 10, 2015"
"NEW JERSEY ST TRANSN TR FD AUT","Government Related","Fixed Income","470,848.01","0.31","470,848.01","400,000.00","6461362C4","US6461362C46","BYMPXS9","117.49","United States","-","USD","4.61","2.09","1.00","Jun 15, 2028","5.00","5.61","-","0.98","4.06","0.98","USD","Nov 02, 2016","Nov 02, 2016"
"OHIO ST MAJOR NEW ST INFRASTRU","Government Related","Fixed Income","469,620.05","0.31","469,620.05","395,000.00","677581GK0","US677581GK02","-","118.67","United States","-","USD","4.72","2.10","1.00","Dec 15, 2028","5.00","5.98","-","0.73","4.07","0.73","USD","Aug 12, 2016","Aug 12, 2016"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","468,110.22","0.31","468,110.22","390,000.00","64990FHR8","US64990FHR82","-","118.56","United States","-","USD","3.82","0.53","1.00","Mar 15, 2026","5.00","3.82","-","0.53","3.82","0.53","USD","Dec 21, 2018","Dec 21, 2018"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","465,460.61","0.31","465,460.61","400,000.00","13063CD49","US13063CD490","-","115.03","United States","-","USD","4.95","1.61","1.00","Sep 01, 2028","4.00","5.86","-","0.72","4.27","0.72","USD","Mar 17, 2016","Mar 17, 2016"
"MICHIGAN ST","Government Related","Fixed Income","460,446.96","0.30","460,446.96","385,000.00","594612DH3","US594612DH34","-","118.12","United States","-","USD","3.82","0.63","1.00","Mar 15, 2026","5.00","3.82","-","0.63","3.82","0.63","USD","Aug 12, 2016","Aug 12, 2016"
"CLARK CNTY NEV WTR RECLAMATION","Municipals","Fixed Income","445,356.87","0.29","445,356.87","365,000.00","181070EM1","US181070EM11","-","119.52","United States","-","USD","4.03","0.60","1.00","Jul 01, 2026","5.00","4.03","-","0.60","4.03","0.60","USD","Aug 30, 2016","Aug 30, 2016"
"ALABAMA FED AID HWY FIN AUTH S","Government Related","Fixed Income","445,137.20","0.29","445,137.20","365,000.00","010268CC2","US010268CC26","-","120.29","United States","-","USD","4.20","0.59","1.00","Sep 01, 2026","5.00","4.20","-","0.59","4.20","0.59","USD","Jun 29, 2017","Jun 29, 2017"
"LOUISIANA ST","Government Related","Fixed Income","444,240.67","0.29","444,240.67","365,000.00","5464152J8","US5464152J89","-","119.63","United States","-","USD","4.12","0.65","1.00","Aug 01, 2026","5.00","4.11","-","0.65","4.11","0.65","USD","Apr 28, 2016","Apr 28, 2016"
"WISCONSIN ST FOR ISSUES DTD PR","Government Related","Fixed Income","439,555.55","0.29","439,555.55","380,000.00","97705MBU8","US97705MBU80","-","114.84","United States","-","USD","3.43","1.78","1.00","Nov 01, 2026","5.00","4.32","-","0.50","3.10","0.50","USD","Mar 08, 2016","Mar 08, 2016"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","438,442.83","0.29","438,442.83","360,000.00","64972HT36","US64972HT362","-","119.48","United States","-","USD","4.07","0.64","1.00","Jul 15, 2026","5.00","4.07","-","0.64","4.07","0.64","USD","Jul 26, 2018","Jul 26, 2018"
"MISSOURI ST HWYS & TRANS COMMN","Corporates","Fixed Income","438,266.42","0.29","438,266.42","360,000.00","60636WSQ9","US60636WSQ95","-","120.91","United States","-","USD","4.37","0.60","1.00","Nov 01, 2026","5.00","4.36","-","0.60","4.36","0.60","USD","Dec 11, 2019","Dec 11, 2019"
"PENNSYLVANIA ST","Government Related","Fixed Income","437,189.08","0.29","437,189.08","360,000.00","70914PE24","US70914PE247","-","119.97","United States","-","USD","4.23","0.68","1.00","Sep 15, 2026","5.00","4.23","-","0.68","4.23","0.68","USD","Aug 19, 2016","Aug 19, 2016"
"METROPOLITAN GOVT NASHVILLE &","Government Related","Fixed Income","436,628.54","0.29","436,628.54","365,000.00","592030J84","US592030J843","-","118.99","United States","-","USD","3.99","0.59","1.00","May 15, 2026","5.00","3.99","-","0.59","3.99","0.59","USD","Jun 14, 2017","Jun 14, 2017"
"CLARK CNTY NEV ARPT REV","Government Related","Fixed Income","431,416.48","0.28","431,416.48","355,000.00","181006GS0","US181006GS04","-","119.03","United States","-","USD","4.03","0.70","1.00","Jul 01, 2026","5.00","4.03","-","0.70","4.03","0.70","USD","Jul 22, 2015","Jul 22, 2015"
"TEXAS WATER DEV BRD","Government Related","Fixed Income","425,557.77","0.28","425,557.77","350,000.00","882854M74","US882854M740","-","120.53","United States","-","USD","4.32","0.64","1.00","Oct 15, 2026","5.00","4.32","-","0.64","4.32","0.64","USD","Oct 11, 2018","Oct 11, 2018"
"MARION & POLK CNTYS ORE SCH DI","Government Related","Fixed Income","418,492.17","0.28","418,492.17","350,000.00","569203NY4","US569203NY46","-","119.35","United States","-","USD","4.07","0.59","1.00","Jun 15, 2026","5.00","4.07","-","0.59","4.07","0.59","USD","Jul 07, 2020","Jul 07, 2020"
"DISTRICT COLUMBIA REV","Government Related","Fixed Income","417,953.31","0.28","417,953.31","345,000.00","25483VWN0","US25483VWN09","-","120.73","United States","-","USD","4.44","0.70","1.00","Dec 01, 2026","5.00","4.44","-","0.70","4.44","0.70","USD","Feb 13, 2020","Feb 13, 2020"
"KING CNTY WASH SWR REV","Government Related","Fixed Income","414,185.86","0.27","414,185.86","340,000.00","495290AR9","US495290AR91","-","119.32","United States","-","USD","4.03","0.64","1.00","Jul 01, 2026","5.00","4.03","-","0.64","4.03","0.64","USD","Nov 15, 2018","Nov 15, 2018"
"MARYLAND ST","Government Related","Fixed Income","409,069.48","0.27","409,069.48","335,000.00","574193PE2","US574193PE24","-","120.03","United States","-","USD","4.12","0.57","1.00","Aug 01, 2026","5.00","4.11","-","0.57","4.11","0.57","USD","Aug 30, 2017","Aug 30, 2017"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","406,034.90","0.27","406,034.90","335,000.00","64990E3B1","US64990E3B10","-","119.32","United States","-","USD","4.81","2.07","1.00","Feb 15, 2029","5.00","6.03","-","0.74","4.15","0.74","USD","Sep 16, 2016","Sep 16, 2016"
"MASSACHUSETTS ST WTR RES AUTH","Government Related","Fixed Income","400,370.33","0.26","400,370.33","325,000.00","576049V72","US576049V723","-","121.00","United States","-","USD","4.10","0.60","1.00","Aug 01, 2026","5.25","4.10","-","0.60","4.10","0.60","USD","Feb 01, 2007","Feb 01, 2007"
"IDAHO HSG & FIN ASSN","Corporates","Fixed Income","400,043.18","0.26","400,043.18","330,000.00","45129WMR8","US45129WMR87","-","118.92","United States","-","USD","4.07","0.75","1.00","Jul 15, 2026","5.00","4.06","-","0.75","4.06","0.75","USD","Jul 21, 2015","Jul 21, 2015"
"PHOENIX ARIZ","Government Related","Fixed Income","396,231.65","0.26","396,231.65","325,000.00","718814Q41","US718814Q414","-","119.42","United States","-","USD","4.03","0.62","1.00","Jul 01, 2026","5.00","4.03","-","0.62","4.03","0.62","USD","Sep 13, 2016","Sep 13, 2016"
"MASSACHUSETTS BAY TRANSN AUTH","Corporates","Fixed Income","394,723.87","0.26","394,723.87","335,000.00","575579ZA8","US575579ZA84","-","115.33","United States","-","USD","3.41","1.47","1.00","Jul 01, 2026","5.00","4.01","-","0.57","3.20","0.57","USD","Oct 14, 2015","Oct 14, 2015"
"NEW YORK ST DORM AUTH ST PERS","Government Related","Fixed Income","394,567.58","0.26","394,567.58","325,000.00","64990E4V6","US64990E4V64","-","119.52","United States","-","USD","4.56","1.64","1.00","Feb 15, 2028","5.00","5.30","-","0.70","4.15","0.70","USD","Oct 20, 2016","Oct 20, 2016"
"NEVADA ST HWY IMPT REV","Government Related","Fixed Income","393,630.52","0.26","393,630.52","330,000.00","641480HY7","US641480HY78","-","118.87","United States","-","USD","4.16","1.05","1.00","Dec 01, 2026","5.00","4.43","-","0.66","4.03","0.66","USD","Mar 09, 2016","Mar 09, 2016"
"NEW JERSEY ST TRANSN TR FD AUT","Government Related","Fixed Income","390,388.16","0.26","390,388.16","330,000.00","6461367Q8","US6461367Q86","-","118.08","United States","-","USD","4.07","0.86","1.00","Jun 15, 2026","5.00","4.06","-","0.86","4.06","0.86","USD","May 06, 2021","May 06, 2021"
"CALIFORNIA ST UNIV REV","Government Related","Fixed Income","389,739.91","0.26","389,739.91","320,000.00","13077DEH1","US13077DEH17","-","120.96","United States","-","USD","4.37","0.59","1.00","Nov 01, 2026","5.00","4.36","-","0.59","4.36","0.59","USD","Aug 02, 2018","Aug 02, 2018"
"IOWA FIN AUTH REV","Corporates","Fixed Income","389,311.43","0.26","389,311.43","320,000.00","46246K2Y7","US46246K2Y78","-","119.58","United States","-","USD","4.12","0.66","1.00","Aug 01, 2026","5.00","4.11","-","0.66","4.11","0.66","USD","Oct 19, 2016","Oct 19, 2016"
"MIAMI-DADE CNTY FLA TRAN SYS S","Government Related","Fixed Income","384,968.34","0.25","384,968.34","315,000.00","59334PFZ5","US59334PFZ53","-","119.71","United States","-","USD","4.29","1.28","1.00","Jul 01, 2027","5.00","4.81","-","0.56","4.03","0.56","USD","Mar 15, 2017","Mar 15, 2017"
"MASSACHUSETTS ST SCH BLDG AUTH","Government Related","Fixed Income","377,371.32","0.25","377,371.32","320,000.00","576000RS4","US576000RS40","-","116.04","United States","-","USD","3.54","1.40","1.00","Aug 15, 2026","5.00","4.13","-","0.52","3.32","0.52","USD","Dec 15, 2015","Dec 15, 2015"
"MIAMI-DADE CNTY FLA WTR & SWR","Government Related","Fixed Income","376,414.94","0.25","376,414.94","320,000.00","59334DHZ0","US59334DHZ06","-","116.38","United States","-","USD","3.67","1.42","1.00","Oct 01, 2026","5.00","4.25","-","0.58","3.44","0.58","USD","Jun 03, 2015","Jun 03, 2015"
"CONNECTICUT ST SPL TAX OBLIG REVEN","Government Related","Fixed Income","375,851.52","0.25","375,851.52","310,000.00","207758VP5","US207758VP50","-","119.58","United States","-","USD","4.48","1.39","1.00","Sep 01, 2027","5.00","4.97","-","0.73","4.19","0.73","USD","Sep 28, 2016","Sep 28, 2016"
"NEW YORK N Y","Government Related","Fixed Income","371,519.75","0.25","371,519.75","305,000.00","64966MHZ5","US64966MHZ59","-","119.73","United States","-","USD","4.39","1.32","1.00","Aug 01, 2027","5.00","4.89","-","0.63","4.11","0.63","USD","Dec 20, 2016","Apr 01, 2008"
"WISCONSIN ST GEN FD ANNUAL APP","Government Related","Fixed Income","369,962.50","0.24","369,962.50","310,000.00","977100GP5","US977100GP52","-","118.51","United States","-","USD","3.95","0.66","1.00","May 01, 2026","5.00","3.95","-","0.66","3.95","0.66","USD","Jan 31, 2019","Jan 31, 2019"
"NEW YORK ST URBAN DEV CORP REV","Government Related","Fixed Income","369,902.30","0.24","369,902.30","310,000.00","650035U22","US650035U228","-","117.85","United States","-","USD","4.33","1.93","1.00","Mar 15, 2028","5.00","5.37","-","0.69","3.82","0.69","USD","Mar 17, 2016","Mar 17, 2016"
"PHOENIX ARIZ CIVIC IMPT CORP W","Government Related","Fixed Income","369,315.20","0.24","369,315.20","305,000.00","71883PKM8","US71883PKM85","-","118.59","United States","-","USD","4.84","2.29","1.00","Jul 01, 2029","5.00","6.26","-","0.79","4.03","0.79","USD","Nov 16, 2016","Nov 16, 2016"
"PENNSYLVANIA ST TPK COMMN TPK","Government Related","Fixed Income","368,349.74","0.24","368,349.74","305,000.00","709224ZG7","US709224ZG74","-","120.35","United States","-","USD","4.44","0.77","1.00","Dec 01, 2026","5.00","4.44","-","0.77","4.44","0.77","USD","Oct 11, 2017","Oct 11, 2017"
"ORANGE CNTY N C","Municipals","Fixed Income","366,632.02","0.24","366,632.02","300,000.00","684609WM8","US684609WM87","-","120.13","United States","-","USD","4.12","0.55","1.00","Aug 01, 2026","5.00","4.12","-","0.55","4.12","0.55","USD","Jul 12, 2018","Jul 12, 2018"
"WISCONSIN ST TRANSN REV","Government Related","Fixed Income","366,488.97","0.24","366,488.97","300,000.00","977123V70","US977123V705","-","119.66","United States","-","USD","4.29","1.28","1.00","Jul 01, 2027","5.00","4.81","-","0.57","4.03","0.57","USD","Apr 04, 2019","Apr 04, 2019"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","365,559.77","0.24","365,559.77","300,000.00","13063CR51","US13063CR516","-","120.19","United States","-","USD","4.20","0.61","1.00","Sep 01, 2026","5.00","4.20","-","0.61","4.20","0.61","USD","Apr 28, 2016","Apr 28, 2016"
"CHARLES CNTY MD","Municipals","Fixed Income","365,546.76","0.24","365,546.76","300,000.00","159808HN7","US159808HN79","-","120.60","United States","-","USD","4.28","0.60","1.00","Oct 01, 2026","5.00","4.28","-","0.60","4.28","0.60","USD","Nov 28, 2017","Nov 28, 2017"
"HARRIS CNTY TEX","Government Related","Fixed Income","365,443.03","0.24","365,443.03","310,000.00","414005VF2","US414005VF22","-","116.00","United States","-","USD","3.54","1.41","1.00","Aug 15, 2026","5.00","4.13","-","0.53","3.32","0.53","USD","Dec 03, 2015","Dec 01, 2015"
"VIRGINIA ST RES AUTH INFRASTRU","Government Related","Fixed Income","364,745.11","0.24","364,745.11","300,000.00","92818MFS4","US92818MFS44","-","120.75","United States","-","USD","4.37","0.63","1.00","Nov 01, 2026","5.00","4.36","-","0.63","4.36","0.63","USD","May 24, 2017","May 24, 2017"
"MEMPHIS TENN","Government Related","Fixed Income","363,983.82","0.24","363,983.82","315,000.00","586145F41","US586145F415","-","114.30","United States","-","USD","3.22","1.51","1.00","Apr 01, 2026","5.00","3.84","-","0.55","3.02","0.55","USD","May 19, 2015","May 19, 2015"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","363,422.93","0.24","363,422.93","300,000.00","13063CX39","US13063CX399","-","119.47","United States","-","USD","5.01","2.22","1.00","Sep 01, 2029","5.00","6.42","-","0.75","4.19","0.75","USD","Sep 13, 2016","Sep 13, 2016"
"NEW YORK N Y CITY TRANSITIONAL","Government Related","Fixed Income","363,335.80","0.24","363,335.80","300,000.00","64971WR36","US64971WR367","-","119.03","United States","-","USD","4.92","2.26","1.00","Aug 01, 2029","5.00","6.34","-","0.77","4.11","0.77","USD","Sep 22, 2016","Sep 22, 2016"
"CLARK CNTY NEV HWY IMPT REV","Government Related","Fixed Income","363,304.74","0.24","363,304.74","320,000.00","181000MP2","US181000MP21","-","111.03","United States","-","USD","2.71","2.40","1.00","Jul 01, 2026","5.00","3.98","-","0.55","2.33","0.55","USD","Apr 01, 2014","Apr 01, 2014"
"LOS ANGELES CNTY CALIF SANTN D","Government Related","Fixed Income","362,902.59","0.24","362,902.59","300,000.00","545149KD7","US545149KD74","-","119.72","United States","-","USD","5.10","2.22","1.00","Oct 01, 2029","5.00","6.51","-","0.76","4.27","0.76","USD","Nov 16, 2016","Nov 16, 2016"
"WASHINGTON SUBN SAN DIST MD","Government Related","Fixed Income","361,289.08","0.24","361,289.08","300,000.00","940158AE8","US940158AE84","-","119.35","United States","-","USD","4.01","0.56","1.00","Jun 01, 2026","5.00","4.01","-","0.56","4.01","0.56","USD","Oct 13, 2021","Oct 13, 2021"
"NORTH CAROLINA ST GRANT ANTIC","Government Related","Fixed Income","359,478.62","0.24","359,478.62","300,000.00","658268DX2","US658268DX26","-","118.16","United States","-","USD","3.78","0.58","1.00","Mar 01, 2026","5.00","3.78","-","0.58","3.78","0.58","USD","Jun 04, 2019","Jun 04, 2019"
"REEDY CREEK IMPT DIST FLA","Government Related","Fixed Income","358,999.91","0.24","358,999.91","300,000.00","758449QM7","US758449QM73","-","119.25","United States","-","USD","4.29","1.31","1.00","Jun 01, 2027","5.00","4.82","-","0.58","4.03","0.58","USD","Jul 07, 2016","Jul 07, 2016"
"COLUMBUS OHIO","Government Related","Fixed Income","358,885.96","0.24","358,885.96","315,000.00","199492QS1","US199492QS13","-","112.42","United States","-","USD","3.66","1.23","1.00","Aug 15, 2026","4.00","4.21","-","0.53","3.37","0.53","USD","Aug 04, 2016","Aug 04, 2016"
"TRIBOROUGH BRDG & TUNL AUTH N","Corporates","Fixed Income","357,719.89","0.24","357,719.89","295,000.00","89602N7V0","US89602N7V07","-","120.62","United States","-","USD","4.40","0.69","1.00","Nov 15, 2026","5.00","4.40","-","0.69","4.40","0.69","USD","Jan 19, 2017","Jan 19, 2017"
"PENNSYLVANIA ST TPK COMMN TPK","Government Related","Fixed Income","356,266.34","0.23","356,266.34","300,000.00","709224NZ8","US709224NZ83","-","118.34","United States","-","USD","4.03","0.77","1.00","Jun 01, 2026","5.00","4.03","-","0.77","4.03","0.77","USD","Jun 07, 2016","Jun 07, 2016"
"CALIFORNIA ST FOR PREVIOUS ISS","Government Related","Fixed Income","353,103.28","0.23","353,103.28","290,000.00","13063C6B1","US13063C6B19","-","119.68","United States","-","USD","4.63","1.82","1.00","Aug 01, 2028","5.00","5.63","-","0.64","4.11","0.64","USD","Mar 14, 2017","Mar 14, 2017"
"MINNESOTA ST FOR PREVIOUS ISSU","Government Related","Fixed Income","351,108.26","0.23","351,108.26","300,000.00","60412AFX6","US60412AFX63","-","115.37","United States","-","USD","4.19","0.60","1.00","Aug 01, 2026","4.00","4.19","-","0.60","4.19","0.60","USD","Aug 11, 2016","Aug 11, 2016"
"CLARK CNTY NEV FOR ISSUES DTD","Government Related","Fixed Income","349,987.84","0.23","349,987.84","290,000.00","180848SA2","US180848SA20","-","119.85","United States","-","USD","5.20","2.22","1.00","Nov 01, 2029","5.00","6.59","-","0.80","4.36","0.80","USD","Aug 03, 2016","Aug 03, 2016"
"SAN FRANCISCO CALIF CITY & CNT","Government Related","Fixed Income","345,002.63","0.23","345,002.63","285,000.00","79765RH69","US79765RH698","-","120.22","United States","-","USD","5.19","2.18","1.00","Nov 01, 2029","5.00","6.59","-","0.73","4.36","0.73","USD","Oct 20, 2016","Oct 20, 2016"
"VIRGINIA COLLEGE BLDG AUTH VA","Government Related","Fixed Income","343,523.00","0.23","343,523.00","285,000.00","92778WNC6","US92778WNC63","-","118.87","United States","-","USD","5.04","2.30","1.00","Sep 01, 2029","5.00","6.42","-","0.87","4.19","0.87","USD","Jul 12, 2016","Jul 12, 2016"
"WISCONSIN ST TRANSN REV","Government Related","Fixed Income","342,994.72","0.23","342,994.72","290,000.00","977123L63","US977123L631","-","115.77","United States","-","USD","3.40","1.37","1.00","Jul 01, 2026","5.00","4.01","-","0.45","3.20","0.45","USD","Apr 30, 2015","Apr 30, 2015"
"BLACK BELT ENERGY GAS DIST ALA","Corporates","Fixed Income","342,396.23","0.23","342,396.23","300,000.00","09182TAF4","US09182TAF49","-","113.05","United States","-","USD","4.49","1.25","1.00","Dec 01, 2026","4.00","4.47","-","1.25","4.47","1.25","USD","Sep 24, 2021","Sep 24, 2021"
"LOS ANGELES CALIF DEPT WTR & P","Government Related","Fixed Income","336,489.61","0.22","336,489.61","275,000.00","544532AT1","US544532AT19","-","119.86","United States","-","USD","4.03","0.53","1.00","Jul 01, 2026","5.00","4.04","-","0.53","4.04","0.53","USD","May 01, 2020","May 01, 2020"
"NEW YORK ST URBAN DEV CORP REV","Government Related","Fixed Income","336,207.43","0.22","336,207.43","280,000.00","650035W95","US650035W950","-","118.60","United States","-","USD","3.82","0.52","1.00","Mar 15, 2026","5.00","3.82","-","0.52","3.82","0.52","USD","Mar 17, 2016","Mar 17, 2016"
"SALES TAX ASSET RECEIVABLE COR","Government Related","Fixed Income","335,968.97","0.22","335,968.97","295,000.00","794665FN4","US794665FN44","-","112.83","United States","-","USD","2.62","0.37","1.00","Oct 15, 2024","5.00","2.62","-","0.37","2.62","0.37","USD","Oct 15, 2014","Oct 15, 2014"
