iShares® iBonds® 2027 Term High Yield and Income ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Jul 07, 2021"
Shares Outstanding,"500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"IHEARTCOMMUNICATIONS INC","Corporates","Fixed Income","90,886.96","0.74","90,886.96","85,000.00","45174HBD8","US45174HBD89","BK0NK86","105.53","United States","-","USD","0.41","7.11","1.00","May 01, 2027","8.38","4.23","-","4.07","0.33","4.07","USD","May 01, 2019","May 01, 2019"
"TENET HEALTHCARE CORPORATION 144A","Corporates","Fixed Income","90,202.14","0.73","90,202.14","85,000.00","88033GCX6","US88033GCX60","BHX13B0","103.52","United States","-","USD","0.09","5.45","1.00","Feb 01, 2027","6.25","4.22","-","1.47","0.08","1.47","USD","Feb 05, 2019","Feb 05, 2019"
"SIRIUS XM RADIO INC 144A","Corporates","Fixed Income","90,183.58","0.73","90,183.58","85,000.00","82967NBA5","US82967NBA54","BDZVVB6","104.02","United States","-","USD","1.14","4.19","1.00","Aug 01, 2027","5.00","4.76","-","2.31","0.57","2.31","USD","Jul 05, 2017","Jul 05, 2017"
"MPT OPERATING PARTNERSHIP LP / MPT","Corporates","Fixed Income","89,893.92","0.73","89,893.92","85,000.00","55342UAH7","US55342UAH77","BF2PPR9","104.70","United States","-","USD","0.96","4.08","1.00","Oct 15, 2027","5.00","4.97","-","1.71","0.66","1.71","USD","Sep 21, 2017","Sep 21, 2017"
"TENET HEALTHCARE CORPORATION 144A","Corporates","Fixed Income","89,353.84","0.72","89,353.84","85,000.00","88033GDA5","US88033GDA58","BKFV9T9","104.27","United States","-","USD","1.87","4.29","1.00","Nov 01, 2027","5.13","4.99","-","2.96","0.81","2.96","USD","Aug 26, 2019","Aug 26, 2019"
"SBA COMMUNICATIONS CORP","Corporates","Fixed Income","88,988.11","0.72","88,988.11","85,000.00","78410GAD6","US78410GAD60","-","103.23","United States","-","USD","2.53","3.19","1.00","Feb 15, 2027","3.88","4.57","-","2.65","1.08","2.65","USD","Aug 15, 2020","Dec 28, 2020"
"CSC HOLDINGS LLC 144A","Corporates","Fixed Income","88,884.59","0.72","88,884.59","85,000.00","126307AQ0","US126307AQ03","BD9FV69","103.41","United States","-","USD","0.89","4.76","1.00","Apr 15, 2027","5.50","4.52","-","3.08","0.28","3.08","USD","Sep 23, 2016","Sep 23, 2016"
"ZAYO GROUP HOLDINGS INC 144A","Corporates","Fixed Income","84,891.48","0.69","84,891.48","85,000.00","98919VAA3","US98919VAA35","BLBQFB9","98.54","United States","-","USD","3.22","4.32","1.00","Mar 01, 2027","4.00","4.55","-","4.32","4.55","4.32","USD","Mar 09, 2020","Mar 09, 2020"
"LCPR SENIOR SECURED FINANCING DAC 144A","Corporates","Fixed Income","82,579.61","0.67","82,579.61","77,000.00","50201DAA1","US50201DAA19","-","105.84","United States","-","USD","1.30","5.55","1.00","Oct 15, 2027","6.75","4.73","-","3.44","0.76","3.44","USD","Oct 25, 2019","Oct 25, 2019"
"KRAFT HEINZ FOODS CO","Corporates","Fixed Income","81,390.85","0.66","81,390.85","75,000.00","50077LBC9","US50077LBC90","-","108.03","United States","-","USD","4.73","2.28","1.00","May 15, 2027","3.88","4.85","-","2.21","4.64","2.21","USD","Nov 15, 2020","Jan 19, 2021"
"EQT CORP","Corporates","Fixed Income","81,305.25","0.66","81,305.25","75,000.00","26884LAF6","US26884LAF67","BZ2Z1G0","107.43","United States","-","USD","5.02","2.50","1.00","Oct 01, 2027","3.90","5.12","-","2.45","4.92","2.45","USD","Oct 04, 2017","Oct 04, 2017"
"ALBERTSONS COMPANIES INC 144A","Corporates","Fixed Income","80,366.73","0.65","80,366.73","75,000.00","013092AC5","US013092AC57","BK0SQV6","105.02","United States","-","USD","0.08","3.53","1.00","Jan 15, 2027","4.63","4.40","-","-5.00","0.08","-5.00","USD","Nov 22, 2019","Nov 22, 2019"
"VISTRA OPERATIONS COMPANY LLC 144A","Corporates","Fixed Income","79,427.50","0.64","79,427.50","75,000.00","92840VAF9","US92840VAF94","BHRH886","103.82","United States","-","USD","1.39","4.22","1.00","Jul 31, 2027","5.00","4.76","-","2.63","0.56","2.63","USD","Jun 21, 2019","Jun 21, 2019"
"VISTRA OPERATIONS COMPANY LLC 144A","Corporates","Fixed Income","79,140.75","0.64","79,140.75","75,000.00","92840VAB8","US92840VAB80","BHQTTK2","103.40","United States","-","USD","0.13","4.87","1.00","Feb 15, 2027","5.63","4.34","-","0.81","0.12","0.81","USD","Feb 06, 2019","Feb 06, 2019"
"CLEAR CHANNEL OUTDOOR HOLDINGS INC 144A","Corporates","Fixed Income","79,062.83","0.64","79,062.83","75,000.00","18453HAA4","US18453HAA41","BJ9NFT6","103.48","United States","-","USD","1.92","4.42","1.00","Aug 15, 2027","5.13","4.77","-","3.52","0.60","3.52","USD","Aug 23, 2019","Aug 23, 2019"
"CENTURYLINK INC 144A","Corporates","Fixed Income","77,223.83","0.63","77,223.83","75,000.00","156700BC9","US156700BC99","BH3T5T6","101.45","United States","-","USD","3.32","3.69","1.00","Feb 15, 2027","4.00","4.53","-","3.50","2.87","3.50","USD","Jan 24, 2020","Jan 24, 2020"
"FRONTIER COMMUNICATIONS CORP 144A","Corporates","Fixed Income","74,891.79","0.61","74,891.79","70,000.00","35906ABE7","US35906ABE73","BMHL2W5","105.75","United States","-","USD","3.04","4.73","1.00","Oct 15, 2027","5.88","4.85","-","4.10","1.67","4.10","USD","Oct 08, 2020","Oct 08, 2020"
"ALLIANT HOLDINGS INTERMEDIATE LLC 144A","Corporates","Fixed Income","73,622.50","0.60","73,622.50","70,000.00","01883LAA1","US01883LAA17","BJK69N6","103.75","United States","-","USD","2.67","5.97","1.00","Oct 15, 2027","6.75","4.70","-","5.28","2.49","5.28","USD","Oct 11, 2019","Oct 11, 2019"
"MEG ENERGY CORP 144A","Corporates","Fixed Income","71,133.24","0.58","71,133.24","65,000.00","552704AE8","US552704AE86","-","106.47","Canada","-","USD","1.78","5.64","1.00","Feb 01, 2027","7.13","4.14","-","4.20","1.01","4.20","USD","Jan 31, 2020","Jan 31, 2020"
"MGM GROWTH PROPERTIES OPERATING PA","Corporates","Fixed Income","69,469.70","0.56","69,469.70","60,000.00","55303XAJ4","US55303XAJ46","BKSLLW3","113.39","United States","-","USD","4.24","2.90","1.00","Feb 01, 2027","5.75","4.37","-","2.77","4.18","2.77","USD","Aug 01, 2019","Jan 06, 2020"
"ROLLS-ROYCE PLC 144A","Corporates","Fixed Income","67,037.95","0.54","67,037.95","60,000.00","77578JAC2","US77578JAC27","-","110.53","United Kingdom","-","USD","4.82","3.71","1.00","Oct 15, 2027","5.75","4.91","-","3.63","4.73","3.63","USD","Oct 21, 2020","Oct 21, 2020"
"ALLIED UNIVERSAL HOLDCO LLC 144A","Corporates","Fixed Income","66,896.90","0.54","66,896.90","60,000.00","019576AB3","US019576AB35","BJYCQ84","107.00","United States","-","USD","0.76","8.15","1.00","Jul 15, 2027","9.75","4.11","-","5.42","0.50","5.42","USD","Jul 12, 2019","Jul 12, 2019"
"UBER TECHNOLOGIES INC 144A","Corporates","Fixed Income","66,656.00","0.54","66,656.00","60,000.00","90353TAE0","US90353TAE01","BKPQNG9","108.89","United States","-","USD","0.77","5.65","1.00","Sep 15, 2027","7.50","4.57","-","2.65","0.68","2.65","USD","Sep 17, 2019","Sep 17, 2019"
"AECOM","Corporates","Fixed Income","66,233.42","0.54","66,233.42","60,000.00","00774CAB3","US00774CAB37","BZBYDG2","108.88","United States","-","USD","4.42","3.26","1.00","Mar 15, 2027","5.13","4.53","-","3.17","4.34","3.17","USD","Feb 21, 2017","Jun 26, 2017"
"LIVE NATION ENTERTAINMENT INC 144A","Corporates","Fixed Income","66,171.33","0.54","66,171.33","60,000.00","538034AV1","US538034AV10","-","109.46","United States","-","USD","1.90","4.50","1.00","May 15, 2027","6.50","4.52","-","2.92","1.31","2.92","USD","May 20, 2020","May 20, 2020"
"FORD MOTOR CREDIT COMPANY LLC","Corporates","Fixed Income","65,693.65","0.53","65,693.65","60,000.00","345397A86","US345397A860","-","107.95","United States","-","USD","4.91","2.60","1.00","Aug 17, 2027","4.13","4.97","-","2.56","4.84","2.56","USD","Aug 17, 2020","Aug 17, 2020"
"TERRIER MEDIA BUYER INC 144A","Corporates","Fixed Income","65,108.67","0.53","65,108.67","60,000.00","88146LAA1","US88146LAA17","BK7CY84","108.12","United States","-","USD","1.28","7.17","1.00","Dec 15, 2027","8.88","4.62","-","4.68","0.91","4.68","USD","Dec 17, 2019","Dec 17, 2019"
"CARNIVAL CORP 144A","Corporates","Fixed Income","65,096.43","0.53","65,096.43","55,000.00","143658BJ0","US143658BJ01","-","114.27","United States","-","USD","2.47","6.76","1.00","Aug 01, 2027","9.88","4.21","-","4.84","2.60","4.84","USD","Aug 18, 2020","Aug 18, 2020"
"MEDNAX INC 144A","Corporates","Fixed Income","64,601.97","0.52","64,601.97","60,000.00","58502BAC0","US58502BAC00","BYW3NH2","104.79","United States","-","USD","1.00","5.16","1.00","Jan 15, 2027","6.25","4.19","-","4.45","0.97","4.45","USD","Nov 13, 2018","Nov 13, 2018"
"GENESIS ENERGY LP","Corporates","Fixed Income","64,029.53","0.52","64,029.53","60,000.00","37185LAM4","US37185LAM46","BN717J4","103.03","United States","-","USD","3.62","7.27","1.00","Jan 15, 2027","8.00","3.97","-","7.12","3.30","7.12","USD","Dec 17, 2020","Dec 17, 2020"
"HERC HOLDINGS INC 144A","Corporates","Fixed Income","63,979.27","0.52","63,979.27","60,000.00","42704LAA2","US42704LAA26","BHWTW85","104.10","United States","-","USD","1.17","4.65","1.00","Jul 15, 2027","5.50","4.64","-","2.88","0.52","2.88","USD","Jul 09, 2019","Jul 09, 2019"
"VEON HOLDINGS BV MTN 144A","Corporates","Fixed Income","63,654.58","0.52","63,654.58","65,000.00","91823N2A0","US91823N2A05","-","97.60","Russian Federation","-","USD","5.29","3.83","1.00","Nov 25, 2027","3.38","5.28","-","3.83","5.28","3.83","USD","Nov 25, 2020","Nov 25, 2020"
"UNITED RENTALS NORTH AM","Corporates","Fixed Income","63,620.27","0.51","63,620.27","60,000.00","911365BF0","US911365BF09","BYX1YP0","103.96","United States","-","USD","0.53","4.66","1.00","May 15, 2027","5.50","4.54","-","2.17","0.36","2.17","USD","Nov 07, 2016","Nov 07, 2016"
"COMMSCOPE INC 144A","Corporates","Fixed Income","63,363.00","0.51","63,363.00","60,000.00","20338QAA1","US20338QAA13","BJLN9Y7","102.86","United States","-","USD","2.56","7.57","1.00","Mar 01, 2027","8.25","4.06","-","6.80","1.91","6.80","USD","Feb 19, 2019","Feb 19, 2019"
"PERFORMANCE FOOD GROUP INC 144A","Corporates","Fixed Income","63,342.67","0.51","63,342.67","60,000.00","69346VAA7","US69346VAA70","BKWG6T6","104.41","United States","-","USD","1.81","4.62","1.00","Oct 15, 2027","5.50","4.89","-","3.26","0.76","3.26","USD","Sep 27, 2019","Sep 27, 2019"
"POST HOLDINGS INC 144A","Corporates","Fixed Income","63,193.00","0.51","63,193.00","60,000.00","737446AM6","US737446AM60","BYNHPV1","103.41","United States","-","USD","0.20","4.99","1.00","Mar 01, 2027","5.75","4.37","-","2.44","0.16","2.44","USD","Feb 14, 2017","Feb 14, 2017"
"IRON MOUNTAIN INC 144A","Corporates","Fixed Income","63,059.05","0.51","63,059.05","60,000.00","46284VAC5","US46284VAC54","BD5WDB3","103.66","United States","-","USD","1.84","4.15","1.00","Sep 15, 2027","4.88","4.89","-","3.03","0.68","3.03","USD","Sep 18, 2017","Sep 18, 2017"
"IQVIA INC 144A","Corporates","Fixed Income","62,510.33","0.51","62,510.33","60,000.00","46266TAA6","US46266TAA60","BK62T46","103.55","United States","-","USD","0.81","4.25","1.00","May 15, 2027","5.00","4.66","-","2.10","0.37","2.10","USD","May 10, 2019","May 10, 2019"
"LIVE NATION ENTERTAINMENT INC 144A","Corporates","Fixed Income","62,285.27","0.50","62,285.27","60,000.00","538034AR0","US538034AR08","-","102.81","United States","-","USD","3.41","4.20","1.00","Oct 15, 2027","4.75","4.99","-","3.94","3.42","3.94","USD","Oct 17, 2019","Oct 17, 2019"
"LEVEL 3 FINANCING INC 144A","Corporates","Fixed Income","62,114.88","0.50","62,114.88","60,000.00","527298BN2","US527298BN21","BKB0R30","102.16","United States","-","USD","2.87","4.19","1.00","Sep 15, 2027","4.63","4.92","-","3.77","2.50","3.77","USD","Sep 25, 2019","Sep 25, 2019"
"BOYD GAMING CORPORATION","Corporates","Fixed Income","61,906.70","0.50","61,906.70","60,000.00","103304BU4","US103304BU40","-","102.78","United States","-","USD","2.89","4.21","1.00","Dec 01, 2027","4.75","5.11","-","3.73","2.70","3.73","USD","Jun 01, 2020","Aug 14, 2020"
"ARD FINANCE SA 144A","Corporates","Fixed Income","61,773.00","0.50","61,773.00","60,000.00","00191AAD8","US00191AAD81","-","102.96","Luxembourg","-","USD","3.08","5.86","1.00","Jun 30, 2027","6.50","4.59","-","5.38","2.60","5.38","USD","Nov 20, 2019","Nov 20, 2019"
"LOGMEIN INC 144A","Corporates","Fixed Income","61,754.00","0.50","61,754.00","60,000.00","541056AA5","US541056AA53","-","101.09","United States","-","USD","3.97","5.27","1.00","Sep 01, 2027","5.50","4.74","-","5.17","3.23","5.17","USD","Aug 31, 2020","Aug 31, 2020"
"ARDAGH PACKAGING FINANCE PLC 144A","Corporates","Fixed Income","60,982.94","0.49","60,982.94","60,000.00","03969AAR1","US03969AAR14","-","100.98","United States","-","USD","3.49","5.05","1.00","Aug 15, 2027","5.25","4.79","-","4.85","2.41","4.85","USD","Jun 02, 2020","Jun 02, 2020"
"ALCOA NEDERLAND HOLDING BV 144A","Corporates","Fixed Income","58,976.04","0.48","58,976.04","55,000.00","013822AE1","US013822AE11","-","107.00","United States","-","USD","2.05","4.16","1.00","Dec 15, 2027","5.50","5.08","-","2.45","1.40","2.45","USD","Jul 13, 2020","Jul 13, 2020"
"REYNOLDS GROUP ISSUER LLC 144A","Corporates","Fixed Income","58,947.27","0.48","58,947.27","60,000.00","76174LAA1","US76174LAA17","BJLTTQ7","97.40","United States","-","USD","4.66","4.51","1.00","Oct 15, 2027","4.00","5.06","-","4.51","5.06","4.51","USD","Oct 01, 2020","Oct 01, 2020"
"FORD MOTOR CREDIT COMPANY LLC","Corporates","Fixed Income","58,474.48","0.47","58,474.48","55,000.00","345397YT4","US345397YT41","BF00101","105.69","United States","-","USD","5.12","2.75","1.00","Nov 02, 2027","3.81","5.20","-","2.71","5.00","2.71","USD","Nov 02, 2017","Nov 02, 2017"
"PRIME SECURITY SERVICES BORROWER L 144A","Corporates","Fixed Income","57,912.00","0.47","57,912.00","60,000.00","74166MAF3","US74166MAF32","BMFBJS2","96.37","United States","-","USD","4.99","4.10","1.00","Aug 31, 2027","3.38","5.08","-","4.10","5.08","4.10","USD","Aug 20, 2020","Aug 20, 2020"
"EQM MIDSTREAM PARTNERS LP 144A","Corporates","Fixed Income","57,660.50","0.47","57,660.50","50,000.00","26885BAH3","US26885BAH33","-","112.07","United States","-","USD","4.30","4.03","1.00","Jul 01, 2027","6.50","4.54","-","3.82","4.19","3.82","USD","Jun 18, 2020","Jun 18, 2020"
"WYNN LAS VEGAS LLC / WYNN LAS VEGA 144A","Corporates","Fixed Income","56,505.81","0.46","56,505.81","55,000.00","983130AX3","US983130AX35","BD3N0P1","102.07","United States","-","USD","4.61","4.81","1.00","May 15, 2027","5.25","4.62","-","4.79","4.43","4.79","USD","May 11, 2017","May 11, 2017"
"FORD MOTOR CREDIT COMPANY LLC","Corporates","Fixed Income","54,910.29","0.44","54,910.29","50,000.00","345397A45","US345397A456","BKM3QM0","107.78","United States","-","USD","4.39","2.61","1.00","Jan 09, 2027","4.27","4.45","-","2.56","4.32","2.56","USD","Jan 09, 2020","Jan 09, 2020"
"PENINSULA PACIFIC ENTERTAINMENT LL 144A","Corporates","Fixed Income","54,789.06","0.44","54,789.06","50,000.00","70715XAA4","US70715XAA46","BMXWRY9","108.49","United States","-","USD","2.84","6.72","1.00","Nov 15, 2027","8.50","4.59","-","5.82","1.71","5.82","USD","Oct 23, 2020","Oct 23, 2020"
"ALTICE FRANCE HOLDING SA 144A","Corporates","Fixed Income","54,436.25","0.44","54,436.25","50,000.00","02156TAB0","US02156TAB08","-","107.56","Luxembourg","-","USD","0.37","8.70","1.00","May 15, 2027","10.50","4.06","-","3.99","0.37","3.99","USD","Nov 15, 2019","Feb 27, 2020"
"PILGRIMS PRIDE CORP 144A","Corporates","Fixed Income","53,531.38","0.43","53,531.38","50,000.00","72147KAE8","US72147KAE82","BF0KZ32","105.59","United States","-","USD","0.96","4.75","1.00","Sep 30, 2027","5.88","4.81","-","2.21","0.73","2.21","USD","Sep 29, 2017","Sep 29, 2017"
"STAPLES INC 144A","Corporates","Fixed Income","53,054.34","0.43","53,054.34","55,000.00","855030AP7","US855030AP77","BK0L4Q6","94.19","United States","-","USD","3.91","12.26","1.00","Apr 15, 2027","10.75","3.80","-","12.26","3.80","12.26","USD","Apr 16, 2019","Apr 16, 2019"
"ENDO DAC 144A","Corporates","Fixed Income","52,774.67","0.43","52,774.67","50,000.00","29273DAB6","US29273DAB64","-","101.59","United States","-","USD","4.00","9.13","1.00","Jul 31, 2027","9.50","4.12","-","9.06","3.53","9.06","USD","Jun 16, 2020","Jun 16, 2020"
"USA COMPRESSION PARTNERS LP","Corporates","Fixed Income","48,562.95","0.39","48,562.95","45,000.00","91740PAF5","US91740PAF53","BKWC8B0","105.63","United States","-","USD","2.54","5.70","1.00","Sep 01, 2027","6.88","4.59","-","5.17","3.16","5.17","USD","Sep 01, 2019","Dec 17, 2019"
"VIKING CRUISES LTD 144A","Corporates","Fixed Income","48,432.77","0.39","48,432.77","50,000.00","92676XAD9","US92676XAD93","BFB5M46","95.15","United States","-","USD","4.57","6.91","1.00","Sep 15, 2027","5.88","4.66","-","6.91","4.66","6.91","USD","Sep 20, 2017","Sep 20, 2017"
"IHEARTCOMMUNICATIONS INC 144A","Corporates","Fixed Income","47,667.75","0.39","47,667.75","45,000.00","45174HBE6","US45174HBE62","BJQ1ZZ9","103.94","United States","-","USD","1.55","4.45","1.00","Aug 15, 2027","5.25","4.76","-","3.01","0.60","3.01","USD","Aug 07, 2019","Aug 07, 2019"
"WR GRACE HOLDINGS LLC 144A","Corporates","Fixed Income","46,319.25","0.37","46,319.25","45,000.00","92943GAD3","US92943GAD34","BMCV9F2","102.72","United States","-","USD","3.42","4.31","1.00","Jun 15, 2027","4.88","4.75","-","4.02","3.16","4.02","USD","Jun 15, 2021","Sep 22, 2021"
"INTERNATIONAL GAME TECHNOLOGY PLC 144A","Corporates","Fixed Income","45,987.03","0.37","45,987.03","40,000.00","460599AD5","US460599AD57","BGQVRL8","112.10","United States","-","USD","3.98","3.60","1.00","Jan 15, 2027","6.25","4.26","-","3.35","3.89","3.35","USD","Sep 26, 2018","Sep 26, 2018"
"ARDAGH PACKAGING FINANCE PLC 144A","Corporates","Fixed Income","45,642.26","0.37","45,642.26","45,000.00","03969AAP5","US03969AAP57","BK5HL24","100.77","United States","-","USD","3.56","5.09","1.00","Aug 15, 2027","5.25","4.79","-","4.93","2.41","4.93","USD","Aug 12, 2019","Aug 12, 2019"
"ALLIANT HOLDINGS INTERMEDIATE LLC 144A","Corporates","Fixed Income","45,531.55","0.37","45,531.55","45,000.00","01883LAB9","US01883LAB99","-","100.28","United States","-","USD","4.23","4.19","1.00","Oct 15, 2027","4.25","5.04","-","4.17","3.44","4.17","USD","Oct 15, 2020","Oct 15, 2020"
"LABL ESCROW ISSUER LLC 144A","Corporates","Fixed Income","43,888.27","0.36","43,888.27","40,000.00","50168AAA8","US50168AAA88","BJQXGR4","104.88","United States","-","USD","2.44","9.35","1.00","Jul 15, 2027","10.50","3.99","-","8.33","2.11","8.33","USD","Jul 01, 2019","Jul 01, 2019"
"CHS/COMMUNITY HEALTH SYSTEMS INC 144A","Corporates","Fixed Income","43,444.62","0.35","43,444.62","40,000.00","12543DBD1","US12543DBD12","-","108.26","United States","-","USD","1.05","6.31","1.00","Dec 15, 2027","8.00","4.74","-","3.30","0.92","3.30","USD","Nov 19, 2019","Nov 19, 2019"
"GRAY ESCROW INC 144A","Corporates","Fixed Income","43,123.78","0.35","43,123.78","40,000.00","389284AA8","US389284AA85","BGS1HG1","106.92","United States","-","USD","0.39","5.49","1.00","May 15, 2027","7.00","4.44","-","2.34","0.37","2.34","USD","Nov 16, 2018","Nov 16, 2018"
"GOODYEAR TIRE & RUBBER COMPANY (TH","Corporates","Fixed Income","42,989.37","0.35","42,989.37","40,000.00","382550BG5","US382550BG56","BF08246","106.04","United States","-","USD","4.46","3.59","1.00","Mar 15, 2027","4.88","4.54","-","3.54","4.34","3.54","USD","Mar 07, 2017","Mar 07, 2017"
"METHANEX CORPORATION","Corporates","Fixed Income","42,553.58","0.34","42,553.58","40,000.00","59151KAM0","US59151KAM09","BN13TV2","105.30","Canada","-","USD","4.80","4.09","1.00","Oct 15, 2027","5.13","4.95","-","4.00","4.58","4.00","USD","Sep 22, 2020","Sep 22, 2020"
