iShares® iBonds® Dec 2024 Term Corporate ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Mar 11, 2015"
Shares Outstanding,"60,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"BANK OF AMERICA CORP MTN","Corporates","Fixed Income","8,318,512.36","0.53","8,318,512.36","7,694,000.00","06051GFB0","US06051GFB05","BJ3WDF1","106.30","United States","-","USD","1.96","1.03","1.00","Jan 22, 2024","4.13","1.95","-","1.03","1.95","1.03","USD","Jan 21, 2014","Jan 21, 2014"
"APPLE INC","Corporates","Fixed Income","8,293,483.63","0.53","8,293,483.63","7,801,000.00","037833AS9","US037833AS94","BM6NV92","105.79","United States","-","USD","2.26","0.95","1.00","May 06, 2024","3.45","2.26","-","0.95","2.26","0.95","USD","May 06, 2014","May 06, 2014"
"WELLS FARGO & CO MTN","Corporates","Fixed Income","8,066,854.49","0.51","8,066,854.49","7,591,000.00","94974BGA2","US94974BGA26","BQQCMZ0","105.24","United States","-","USD","2.56","1.31","1.00","Sep 09, 2024","3.30","2.56","-","1.31","2.56","1.31","USD","Sep 09, 2014","Sep 09, 2014"
"BANK OF AMERICA CORP MTN","Corporates","Fixed Income","8,009,085.06","0.51","8,009,085.06","7,461,000.00","06051GFF1","US06051GFF19","BL2FPS2","106.35","United States","-","USD","2.15","1.13","1.00","Apr 01, 2024","4.00","2.15","-","1.13","2.15","1.13","USD","Apr 01, 2014","Apr 01, 2014"
"GOLDMAN SACHS GROUP INC/THE MTN","Corporates","Fixed Income","7,995,989.25","0.51","7,995,989.25","7,431,000.00","38141EC23","US38141EC238","BNX4WQ9","105.75","United States","-","USD","2.17","1.51","1.00","Jul 08, 2024","3.85","2.37","-","1.27","2.14","1.27","USD","Jul 08, 2014","Jul 08, 2014"
"AMAZON.COM INC","Corporates","Fixed Income","7,902,367.69","0.50","7,902,367.69","7,975,000.00","023135BW5","US023135BW50","-","99.03","United States","-","USD","2.35","0.87","1.00","May 12, 2024","0.45","2.34","-","0.87","2.34","0.87","USD","May 12, 2021","May 12, 2021"
"ALIBABA GROUP HOLDING LTD","Corporates","Fixed Income","7,860,654.35","0.50","7,860,654.35","7,445,000.00","01609WAQ5","US01609WAQ50","BYP8WY4","105.26","China","-","USD","2.59","1.74","1.00","Nov 28, 2024","3.60","2.76","-","1.57","2.54","1.57","USD","May 28, 2015","Nov 25, 2015"
"HCA INC","Corporates","Fixed Income","7,770,869.02","0.50","7,770,869.02","7,127,000.00","404119BN8","US404119BN87","BJZD8Y6","107.56","United States","-","USD","2.08","1.50","1.00","Mar 15, 2024","5.00","2.08","-","1.50","2.08","1.50","USD","Mar 17, 2014","Mar 17, 2014"
"SABINE PASS LIQUEFACTION LLC","Corporates","Fixed Income","7,601,987.32","0.48","7,601,987.32","6,940,000.00","785592AJ5","US785592AJ58","BSPCCF5","108.80","United States","-","USD","2.01","1.93","1.00","May 15, 2024","5.75","2.22","-","1.52","2.00","1.52","USD","Nov 15, 2014","Nov 19, 2014"
"FISERV INC","Corporates","Fixed Income","7,539,445.52","0.48","7,539,445.52","7,192,000.00","337738AS7","US337738AS78","BGBN0K9","103.46","United States","-","USD","2.34","1.34","1.00","Jul 01, 2024","2.75","2.39","-","1.29","2.31","1.29","USD","Jun 24, 2019","Jun 24, 2019"
"ORACLE CORPORATION","Corporates","Fixed Income","7,483,941.49","0.48","7,483,941.49","7,041,000.00","68389XAU9","US68389XAU90","BNXCFF3","104.66","United States","-","USD","2.20","1.51","1.00","Jul 08, 2024","3.40","2.38","-","1.31","2.16","1.31","USD","Jul 08, 2014","Jul 08, 2014"
"HSBC HOLDINGS PLC","Corporates","Fixed Income","7,475,007.31","0.48","7,475,007.31","6,988,000.00","404280AP4","US404280AP48","BKJLDZ9","105.71","United Kingdom","-","USD","2.10","1.60","1.00","Mar 14, 2024","4.25","2.09","-","1.60","2.09","1.60","USD","Mar 12, 2014","Mar 12, 2014"
"AMAZON.COM INC","Corporates","Fixed Income","7,345,964.67","0.47","7,345,964.67","6,950,000.00","023135AZ9","US023135AZ90","BF2G3S9","104.69","United States","-","USD","2.41","0.99","1.00","Aug 22, 2024","2.80","2.53","-","0.88","2.38","0.88","USD","Feb 22, 2018","Jun 06, 2018"
"CITIBANK NA","Corporates","Fixed Income","7,309,166.21","0.47","7,309,166.21","6,831,000.00","17325FAS7","US17325FAS74","BHRS1D5","105.40","United States","-","USD","1.90","1.00","1.00","Jan 23, 2024","3.65","1.97","-","0.89","1.89","0.89","USD","Jan 23, 2019","Jan 23, 2019"
"NOVARTIS CAPITAL CORP","Corporates","Fixed Income","7,282,758.70","0.46","7,282,758.70","6,867,000.00","66989HAG3","US66989HAG39","BJZ7ZN6","105.54","Switzerland","-","USD","2.26","1.01","1.00","May 06, 2024","3.40","2.26","-","1.01","2.26","1.01","USD","Feb 21, 2014","Feb 21, 2014"
"ORACLE CORPORATION","Corporates","Fixed Income","7,140,940.42","0.46","7,140,940.42","6,843,000.00","68389XBS3","US68389XBS36","BD390T3","103.98","United States","-","USD","2.65","1.53","1.00","Nov 15, 2024","2.95","2.75","-","1.45","2.59","1.45","USD","Nov 09, 2017","Nov 09, 2017"
"BRISTOL-MYERS SQUIBB CO","Corporates","Fixed Income","7,092,940.01","0.45","7,092,940.01","6,704,000.00","110122CM8","US110122CM85","-","104.55","United States","-","USD","2.40","1.10","1.00","Jul 26, 2024","2.90","2.45","-","1.04","2.38","1.04","USD","Jan 26, 2020","Jul 15, 2020"
"SUMITOMO MITSUI FINANCIAL GROUP IN","Corporates","Fixed Income","6,993,710.40","0.45","6,993,710.40","6,687,000.00","86562MBM1","US86562MBM10","BKBZG94","103.35","Japan","-","USD","2.43","1.35","1.00","Jul 16, 2024","2.70","2.43","-","1.35","2.43","1.35","USD","Jul 16, 2019","Jul 16, 2019"
"INTERNATIONAL BUSINESS MACHINES CO","Corporates","Fixed Income","6,966,190.77","0.44","6,966,190.77","6,522,000.00","459200HU8","US459200HU86","BJT80V8","105.41","United States","-","USD","2.03","1.03","1.00","Feb 12, 2024","3.63","2.02","-","1.03","2.02","1.03","USD","Feb 12, 2014","Feb 12, 2014"
"JPMORGAN CHASE & CO","Corporates","Fixed Income","6,802,207.30","0.43","6,802,207.30","6,397,000.00","46625HJX9","US46625HJX98","BMHDHY8","105.85","United States","-","USD","2.27","1.11","1.00","May 13, 2024","3.63","2.27","-","1.11","2.27","1.11","USD","May 13, 2014","May 13, 2014"
"BANK OF MONTREAL MTN","Corporates","Fixed Income","6,389,174.83","0.41","6,389,174.83","6,032,000.00","06367WHH9","US06367WHH97","BGCSJG2","104.58","Canada","-","USD","2.01","1.08","1.00","Feb 05, 2024","3.30","2.01","-","1.08","2.01","1.08","USD","Feb 05, 2019","Feb 05, 2019"
"GILEAD SCIENCES INC","Corporates","Fixed Income","6,255,060.00","0.40","6,255,060.00","5,901,000.00","375558AW3","US375558AW38","BK1KRL8","105.08","United States","-","USD","1.94","1.40","1.00","Apr 01, 2024","3.70","2.15","-","1.13","1.92","1.13","USD","Mar 07, 2014","Mar 07, 2014"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","6,119,556.80","0.39","6,119,556.80","5,810,000.00","025816BR9","US025816BR90","BF92RX3","104.83","United States","-","USD","2.65","1.26","1.00","Oct 30, 2024","3.00","2.71","-","1.21","2.63","1.21","USD","Oct 30, 2017","Oct 30, 2017"
"FIFTH THIRD BANCORP","Corporates","Fixed Income","6,067,327.26","0.39","6,067,327.26","5,701,000.00","316773CX6","US316773CX61","-","104.84","United States","-","USD","1.90","1.27","1.00","Jan 25, 2024","3.65","1.97","-","1.17","1.89","1.17","USD","Jan 25, 2019","Jan 25, 2019"
"MITSUBISHI UFJ FINANCIAL GROUP INC","Corporates","Fixed Income","6,026,646.15","0.38","6,026,646.15","5,696,000.00","606822BD5","US606822BD53","BJLRBB0","104.73","Japan","-","USD","2.09","1.21","1.00","Mar 07, 2024","3.41","2.09","-","1.21","2.09","1.21","USD","Mar 07, 2019","Mar 07, 2019"
"WESTPAC BANKING CORP","Corporates","Fixed Income","5,995,149.08","0.38","5,995,149.08","5,650,000.00","961214EC3","US961214EC31","BGSGVP3","104.96","Australia","-","USD","2.07","0.96","1.00","Feb 26, 2024","3.30","2.07","-","0.96","2.07","0.96","USD","Feb 26, 2019","Feb 26, 2019"
"BOEING CO","Corporates","Fixed Income","5,983,771.09","0.38","5,983,771.09","5,955,000.00","097023DE2","US097023DE26","-","99.90","United States","-","USD","1.00","1.48","1.00","Feb 04, 2024","1.43","2.04","-","1.48","2.04","1.48","USD","Feb 04, 2021","Feb 04, 2021"
"INTEL CORPORATION","Corporates","Fixed Income","5,926,203.87","0.38","5,926,203.87","5,664,000.00","458140BD1","US458140BD13","BF3W9T9","104.23","United States","-","USD","2.16","1.06","1.00","May 11, 2024","2.88","2.28","-","0.92","2.12","0.92","USD","May 11, 2017","May 11, 2017"
"FOX CORP","Corporates","Fixed Income","5,921,558.12","0.38","5,921,558.12","5,514,000.00","35137LAG0","US35137LAG05","-","105.65","United States","-","USD","1.89","1.25","1.00","Jan 25, 2024","4.03","1.96","-","1.14","1.89","1.14","USD","Jan 25, 2020","Apr 03, 2020"
"GOLDMAN SACHS GROUP INC/THE","Corporates","Fixed Income","5,903,435.10","0.38","5,903,435.10","5,558,000.00","38141GXE9","US38141GXE96","BHNH727","104.90","United States","-","USD","1.97","1.29","1.00","Feb 20, 2024","3.63","2.04","-","1.20","1.96","1.20","USD","Feb 20, 2019","Feb 20, 2019"
"VERIZON COMMUNICATIONS INC","Corporates","Fixed Income","5,893,916.05","0.38","5,893,916.05","5,506,000.00","92343VCR3","US92343VCR33","BRXND27","106.46","United States","-","USD","2.50","1.17","1.00","Nov 01, 2024","3.50","2.70","-","0.96","2.47","0.96","USD","Oct 29, 2014","Oct 29, 2014"
"SHELL INTERNATIONAL FINANCE BV","Corporates","Fixed Income","5,852,051.20","0.37","5,852,051.20","5,690,000.00","822582CC4","US822582CC49","BG0WNH5","102.55","Netherlands","-","USD","2.73","1.09","1.00","Nov 07, 2024","2.00","2.76","-","1.06","2.68","1.06","USD","Nov 07, 2019","Nov 07, 2019"
"BPCE SA","Corporates","Fixed Income","5,775,555.76","0.37","5,775,555.76","5,382,000.00","05578DAG7","US05578DAG79","BLM80T7","106.47","France","-","USD","2.19","1.13","1.00","Apr 15, 2024","4.00","2.18","-","1.13","2.18","1.13","USD","Apr 15, 2014","Apr 15, 2014"
"WALT DISNEY CO","Corporates","Fixed Income","5,773,646.67","0.37","5,773,646.67","5,642,000.00","254687FK7","US254687FK79","-","101.75","United States","-","USD","2.55","1.09","1.00","Aug 30, 2024","1.75","2.58","-","1.06","2.50","1.06","USD","Sep 06, 2019","Sep 06, 2019"
"LAS VEGAS SANDS CORP","Corporates","Fixed Income","5,764,054.10","0.37","5,764,054.10","5,596,000.00","517834AG2","US517834AG23","BKPHQ63","101.73","United States","-","USD","2.44","2.51","1.00","Aug 08, 2024","3.20","2.46","-","2.49","2.38","2.49","USD","Jul 31, 2019","Jul 31, 2019"
"PAYPAL HOLDINGS INC","Corporates","Fixed Income","5,634,608.22","0.36","5,634,608.22","5,413,000.00","70450YAC7","US70450YAC75","BK71L35","103.49","United States","-","USD","2.60","1.11","1.00","Oct 01, 2024","2.40","2.65","-","1.07","2.57","1.07","USD","Sep 26, 2019","Sep 26, 2019"
"AMGEN INC","Corporates","Fixed Income","5,602,728.87","0.36","5,602,728.87","5,296,000.00","031162BV1","US031162BV19","BMPQNR4","105.40","United States","-","USD","2.09","1.32","1.00","May 22, 2024","3.63","2.29","-","1.07","2.06","1.07","USD","May 22, 2014","May 22, 2014"
"CAPITAL ONE FINANCIAL CORPORATION","Corporates","Fixed Income","5,505,764.90","0.35","5,505,764.90","5,195,000.00","14040HBT1","US14040HBT14","BD6JBB9","105.43","United States","-","USD","2.70","1.34","1.00","Oct 30, 2024","3.30","2.70","-","1.28","2.62","1.28","USD","Oct 31, 2017","Oct 31, 2017"
"WALMART INC","Corporates","Fixed Income","5,500,875.10","0.35","5,500,875.10","5,212,000.00","931142DP5","US931142DP52","BLS12C7","104.91","United States","-","USD","2.01","1.14","1.00","Apr 22, 2024","3.30","2.22","-","0.89","1.98","0.89","USD","Apr 22, 2014","Apr 22, 2014"
"BROADCOM CORPORATION/BROADCOM CAYM","Corporates","Fixed Income","5,494,201.71","0.35","5,494,201.71","5,167,000.00","11134LAF6","US11134LAF67","BD6DPQ4","104.66","United States","-","USD","1.80","1.30","1.00","Jan 15, 2024","3.63","1.94","-","1.10","1.78","1.10","USD","Jan 15, 2018","Feb 14, 2018"
"BANCO SANTANDER SA","Corporates","Fixed Income","5,488,259.53","0.35","5,488,259.53","5,300,000.00","05971KAD1","US05971KAD19","BKDK9H6","103.52","Spain","-","USD","2.41","1.26","1.00","Jun 27, 2024","2.71","2.41","-","1.26","2.41","1.26","USD","Jun 27, 2019","Jun 27, 2019"
"APPLE INC","Corporates","Fixed Income","5,462,251.50","0.35","5,462,251.50","5,220,000.00","037833CU2","US037833CU23","BD3N0X9","104.25","United States","-","USD","2.16","1.03","1.00","May 11, 2024","2.85","2.28","-","0.89","2.12","0.89","USD","May 11, 2017","May 11, 2017"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","5,318,600.57","0.34","5,318,600.57","5,097,000.00","025816CG2","US025816CG27","BJGV2D6","103.31","United States","-","USD","2.43","1.20","1.00","Jul 30, 2024","2.50","2.48","-","1.15","2.40","1.15","USD","Jul 30, 2019","Jul 30, 2019"
"APPLE INC","Corporates","Fixed Income","5,279,755.10","0.34","5,279,755.10","5,010,000.00","037833CG3","US037833CG39","BDVPY57","104.20","United States","-","USD","1.89","0.98","1.00","Feb 09, 2024","3.00","2.02","-","0.81","1.87","0.81","USD","Feb 09, 2017","Feb 09, 2017"
"ROYAL BANK OF CANADA MTN","Corporates","Fixed Income","5,265,887.76","0.34","5,265,887.76","5,103,000.00","78015K7C2","US78015K7C20","-","102.82","Canada","-","USD","2.74","1.23","1.00","Nov 01, 2024","2.25","2.74","-","1.23","2.74","1.23","USD","Oct 24, 2019","Oct 24, 2019"
"KLA-TENCOR CORP","Corporates","Fixed Income","5,259,516.00","0.34","5,259,516.00","4,812,000.00","482480AE0","US482480AE03","BSDRZ08","108.53","United States","-","USD","2.45","1.56","1.00","Nov 01, 2024","4.65","2.66","-","1.28","2.44","1.28","USD","Nov 06, 2014","Nov 06, 2014"
"TORONTO-DOMINION BANK/THE MTN","Corporates","Fixed Income","5,206,558.88","0.33","5,206,558.88","5,012,000.00","89114QCA4","US89114QCA40","BKKDHN0","103.74","Canada","-","USD","2.37","1.10","1.00","Jun 12, 2024","2.65","2.37","-","1.10","2.37","1.10","USD","Jun 12, 2019","Jun 12, 2019"
"JPMORGAN CHASE & CO","Corporates","Fixed Income","5,195,949.78","0.33","5,195,949.78","4,834,000.00","46625HJT8","US46625HJT86","BJ62ZC9","105.87","United States","-","USD","1.99","1.02","1.00","Feb 01, 2024","3.88","1.98","-","1.02","1.98","1.02","USD","Jan 28, 2014","Jan 28, 2014"
"CHARTER COMMUNICATIONS OPERATING L","Corporates","Fixed Income","5,053,508.19","0.32","5,053,508.19","4,671,000.00","161175BQ6","US161175BQ65","BD6JMQ1","106.31","United States","-","USD","1.90","1.41","1.00","Feb 01, 2024","4.50","1.97","-","1.29","1.89","1.29","USD","Jul 03, 2018","Jul 03, 2018"
"VERIZON COMMUNICATIONS INC","Corporates","Fixed Income","5,045,770.62","0.32","5,045,770.62","5,050,000.00","92343VGF5","US92343VGF58","-","99.71","United States","-","USD","2.20","0.88","1.00","Mar 22, 2024","0.75","2.20","-","0.88","2.20","0.88","USD","Mar 22, 2021","Mar 22, 2021"
"EXXON MOBIL CORP","Corporates","Fixed Income","5,001,953.31","0.32","5,001,953.31","4,843,000.00","30231GBC5","US30231GBC50","BJP2G27","102.53","United States","-","USD","2.50","1.04","1.00","Aug 16, 2024","2.02","2.54","-","1.01","2.46","1.01","USD","Aug 16, 2019","Aug 16, 2019"
"GENERAL MOTORS FINANCIAL CO INC","Corporates","Fixed Income","4,979,017.20","0.32","4,979,017.20","4,545,000.00","37045XCR5","US37045XCR52","BJ2L586","107.23","United States","-","USD","1.85","1.50","1.00","Jan 17, 2024","5.10","1.91","-","1.35","1.84","1.35","USD","Jan 17, 2019","Jan 17, 2019"
"US BANCORP","Corporates","Fixed Income","4,943,250.09","0.31","4,943,250.09","4,652,000.00","91159HHV5","US91159HHV50","BHWF896","104.89","United States","-","USD","1.94","1.01","1.00","Feb 05, 2024","3.38","2.01","-","0.92","1.92","0.92","USD","Feb 04, 2019","Feb 04, 2019"
"BANK OF NOVA SCOTIA","Corporates","Fixed Income","4,905,433.87","0.31","4,905,433.87","4,620,000.00","064159MK9","US064159MK98","BJJP934","104.86","Canada","-","USD","2.03","1.07","1.00","Feb 11, 2024","3.40","2.02","-","1.07","2.02","1.07","USD","Feb 11, 2019","Feb 11, 2019"
"ASTRAZENECA FINANCE LLC","Corporates","Fixed Income","4,897,798.33","0.31","4,897,798.33","4,935,000.00","04636NAC7","US04636NAC74","-","99.18","United Kingdom","-","USD","1.97","1.04","1.00","May 28, 2024","0.70","2.38","-","1.04","2.38","1.04","USD","May 28, 2021","May 28, 2021"
"ROYAL BANK OF CANADA MTN","Corporates","Fixed Income","4,845,669.54","0.31","4,845,669.54","4,634,000.00","78013XZU5","US78013XZU52","BJV2WC3","103.40","Canada","-","USD","2.44","1.19","1.00","Jul 16, 2024","2.55","2.44","-","1.19","2.44","1.19","USD","Jul 16, 2019","Jul 16, 2019"
"AMERICAN INTERNATIONAL GROUP INC","Corporates","Fixed Income","4,826,179.43","0.31","4,826,179.43","4,478,000.00","026874CY1","US026874CY14","BF5ZVL2","106.22","United States","-","USD","2.02","1.15","1.00","Feb 15, 2024","4.13","2.02","-","1.15","2.02","1.15","USD","Oct 02, 2013","Oct 02, 2013"
"MPLX LP","Corporates","Fixed Income","4,784,786.09","0.30","4,784,786.09","4,386,000.00","55336VAG5","US55336VAG59","BDCG2P5","108.69","United States","-","USD","2.53","1.80","1.00","Dec 01, 2024","4.88","2.73","-","1.54","2.50","1.54","USD","Jun 01, 2016","Sep 27, 2016"
"WILLIAMS COMPANIES INC","Corporates","Fixed Income","4,782,573.36","0.30","4,782,573.36","4,464,000.00","96950FAM6","US96950FAM68","BK74GJ5","105.74","United States","-","USD","1.85","1.60","1.00","Mar 04, 2024","4.30","2.06","-","1.27","1.83","1.27","USD","Mar 04, 2014","Mar 04, 2014"
"WELLTOWER INC","Corporates","Fixed Income","4,777,106.16","0.30","4,777,106.16","4,496,000.00","95040QAG9","US95040QAG91","BDVLC51","105.19","United States","-","USD","2.04","1.23","1.00","Mar 15, 2024","3.63","2.11","-","1.14","2.03","1.14","USD","Feb 15, 2019","Feb 15, 2019"
"PEPSICO INC","Corporates","Fixed Income","4,775,346.90","0.30","4,775,346.90","4,482,000.00","713448CM8","US713448CM83","BK3NZB1","105.35","United States","-","USD","1.85","1.10","1.00","Mar 01, 2024","3.60","2.07","-","0.78","1.84","0.78","USD","Feb 28, 2014","Feb 28, 2014"
"AMERICAN EXPRESS COMPANY","Corporates","Fixed Income","4,769,475.00","0.30","4,769,475.00","4,500,000.00","025816CC1","US025816CC13","BGSGVY2","104.77","United States","-","USD","1.99","1.14","1.00","Feb 22, 2024","3.40","2.05","-","1.05","1.97","1.05","USD","Feb 22, 2019","Feb 22, 2019"
"AMAZON.COM INC","Corporates","Fixed Income","4,747,569.14","0.30","4,747,569.14","4,413,000.00","023135AN6","US023135AN60","BTC0KY4","107.31","United States","-","USD","2.58","1.25","1.00","Dec 05, 2024","3.80","2.78","-","1.03","2.56","1.03","USD","Dec 05, 2014","Dec 05, 2014"
"CHENIERE CORPUS CHRISTI HOLDINGS L","Corporates","Fixed Income","4,745,037.60","0.30","4,745,037.60","4,285,000.00","16412XAD7","US16412XAD75","BDZVV61","110.74","United States","-","USD","1.90","2.54","1.00","Jun 30, 2024","7.00","2.32","-","1.54","1.89","1.54","USD","Dec 31, 2016","May 05, 2017"
"COSTCO WHOLESALE CORPORATION","Corporates","Fixed Income","4,732,473.61","0.30","4,732,473.61","4,539,000.00","22160KAL9","US22160KAL98","BDFVGP5","103.93","United States","-","USD","2.18","1.07","1.00","May 18, 2024","2.75","2.30","-","0.95","2.14","0.95","USD","May 18, 2017","May 18, 2017"
"HOME DEPOT INC","Corporates","Fixed Income","4,729,027.37","0.30","4,729,027.37","4,436,000.00","437076BC5","US437076BC57","BDD9HD6","105.19","United States","-","USD","1.81","1.26","1.00","Feb 15, 2024","3.75","2.02","-","0.95","1.79","0.95","USD","Sep 10, 2013","Sep 10, 2013"
"QUALCOMM INCORPORATED","Corporates","Fixed Income","4,723,671.91","0.30","4,723,671.91","4,518,000.00","747525AT0","US747525AT09","BF3KVG4","104.22","United States","-","USD","2.18","1.10","1.00","May 20, 2024","2.90","2.30","-","0.97","2.15","0.97","USD","May 26, 2017","May 26, 2017"
"SYNCHRONY FINANCIAL","Corporates","Fixed Income","4,684,243.95","0.30","4,684,243.95","4,353,000.00","87165BAD5","US87165BAD55","BPYKS06","106.00","United States","-","USD","2.26","1.89","1.00","Aug 15, 2024","4.25","2.45","-","1.66","2.23","1.66","USD","Aug 11, 2014","Aug 11, 2014"
"NXP BV 144A","Corporates","Fixed Income","4,674,968.77","0.30","4,674,968.77","4,288,000.00","62947QAZ1","US62947QAZ19","BHNK8G7","107.41","Netherlands","-","USD","1.98","1.39","1.00","Mar 01, 2024","4.88","2.04","-","1.26","1.97","1.26","USD","Dec 06, 2018","Dec 06, 2018"
"CAPITAL ONE FINANCIAL CORPORATION","Corporates","Fixed Income","4,664,987.27","0.30","4,664,987.27","4,359,000.00","14040HCA1","US14040HCA14","BJ555M9","105.37","United States","-","USD","1.91","1.27","1.00","Jan 29, 2024","3.90","1.97","-","1.17","1.90","1.17","USD","Jan 29, 2019","Jan 29, 2019"
"GLAXOSMITHKLINE CAPITAL PLC","Corporates","Fixed Income","4,635,290.35","0.30","4,635,290.35","4,427,000.00","377373AG0","US377373AG03","BJ0M666","104.46","United Kingdom","-","USD","2.28","1.13","1.00","Jun 01, 2024","3.00","2.33","-","1.06","2.26","1.06","USD","Mar 25, 2019","Mar 25, 2019"
