iShares Short Treasury Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Jan 05, 2007"
Shares Outstanding,"118,540,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"TREASURY NOTE","Treasuries","Fixed Income","471,640,258.03","3.58","471,640,258.03","465,825,000.00","9128285V8","US9128285V80","BJ7M2Q1","100.08","United States","-","USD","0.05","0.53","1.00","Jan 15, 2022","2.50","0.04","-","0.53","0.04","0.53","USD","Jan 15, 2019","Jan 15, 2019"
"TREASURY NOTE","Treasuries","Fixed Income","471,482,584.92","3.58","471,482,584.92","463,454,000.00","9128282P4","US9128282P40","BD36HC6","100.94","United States","-","USD","0.58","0.27","1.00","Jul 31, 2022","1.88","0.58","-","0.27","0.58","0.27","USD","Jul 31, 2017","Jul 31, 2017"
"TREASURY NOTE","Treasuries","Fixed Income","461,477,765.93","3.50","461,477,765.93","456,496,000.00","9128286M7","US9128286M72","BJRF884","100.60","United States","-","USD","0.30","0.18","1.00","Apr 15, 2022","2.25","0.29","-","0.18","0.29","0.18","USD","Apr 15, 2019","Apr 15, 2019"
"TREASURY NOTE","Treasuries","Fixed Income","447,666,436.95","3.40","447,666,436.95","440,436,000.00","9128282W9","US9128282W90","BYN94Z4","101.15","United States","-","USD","0.74","0.33","1.00","Sep 30, 2022","1.88","0.74","-","0.33","0.74","0.33","USD","Sep 30, 2017","Oct 02, 2017"
"TREASURY NOTE","Treasuries","Fixed Income","322,190,056.93","2.45","322,190,056.93","316,822,000.00","912828L24","US912828L245","BYXYL70","101.05","United States","-","USD","0.66","0.29","1.00","Aug 31, 2022","1.88","0.66","-","0.29","0.66","0.29","USD","Aug 31, 2015","Aug 31, 2015"
"TREASURY NOTE","Treasuries","Fixed Income","311,211,075.71","2.36","311,211,075.71","307,804,000.00","912828YK0","US912828YK04","BJK6B30","100.80","United States","-","USD","0.79","0.35","1.00","Oct 15, 2022","1.38","0.78","-","0.35","0.78","0.35","USD","Oct 15, 2019","Oct 15, 2019"
"TREASURY NOTE","Treasuries","Fixed Income","293,045,915.36","2.23","293,045,915.36","293,950,000.00","91282CBD2","US91282CBD20","BNNXCJ9","99.69","United States","-","USD","1.00","0.44","1.00","Dec 31, 2022","0.13","0.99","-","0.44","0.99","0.44","USD","Dec 31, 2020","Dec 31, 2020"
"TREASURY NOTE","Treasuries","Fixed Income","231,169,596.42","1.76","231,169,596.42","228,329,000.00","9128286C9","US9128286C90","BJ7G9D9","100.29","United States","-","USD","0.13","0.21","1.00","Feb 15, 2022","2.50","0.12","-","0.21","0.12","0.21","USD","Feb 15, 2019","Feb 15, 2019"
"TREASURY NOTE","Treasuries","Fixed Income","230,726,799.68","1.75","230,726,799.68","227,399,000.00","9128282S8","US9128282S88","BZ7PDQ9","100.90","United States","-","USD","0.66","0.26","1.00","Aug 31, 2022","1.63","0.66","-","0.26","0.66","0.26","USD","Aug 31, 2017","Aug 31, 2017"
"TREASURY NOTE","Treasuries","Fixed Income","184,330,159.56","1.40","184,330,159.56","184,515,000.00","91282CAN1","US91282CAN11","BMT6SG4","99.87","United States","-","USD","0.75","0.30","1.00","Sep 30, 2022","0.13","0.75","-","0.30","0.75","0.30","USD","Sep 30, 2020","Sep 30, 2020"
"TREASURY NOTE","Treasuries","Fixed Income","174,412,629.28","1.32","174,412,629.28","171,495,000.00","9128283C2","US9128283C28","BF2K392","101.35","United States","-","USD","0.83","0.37","1.00","Oct 31, 2022","2.00","0.83","-","0.37","0.83","0.37","USD","Oct 31, 2017","Oct 31, 2017"
"TREASURY NOTE","Treasuries","Fixed Income","140,218,723.38","1.06","140,218,723.38","138,041,000.00","912828M49","US912828M490","BZ1JYD1","101.25","United States","-","USD","0.83","0.37","1.00","Oct 31, 2022","1.88","0.83","-","0.37","0.83","0.37","USD","Oct 31, 2015","Nov 02, 2015"
"TREASURY NOTE","Treasuries","Fixed Income","127,657,419.70","0.97","127,657,419.70","127,712,000.00","91282CAG6","US91282CAG69","BMV9TW4","99.91","United States","-","USD","0.66","0.25","1.00","Aug 31, 2022","0.13","0.66","-","0.25","0.66","0.25","USD","Aug 31, 2020","Aug 31, 2020"
"TREASURY NOTE","Treasuries","Fixed Income","121,268,364.47","0.92","121,268,364.47","119,449,000.00","912828L57","US912828L575","BYXJBX1","101.07","United States","-","USD","0.74","0.32","1.00","Sep 30, 2022","1.75","0.74","-","0.32","0.74","0.32","USD","Sep 30, 2015","Sep 30, 2015"
"TREASURY NOTE","Treasuries","Fixed Income","110,572,163.80","0.84","110,572,163.80","109,569,000.00","912828W89","US912828W895","BD0N7Z3","100.43","United States","-","USD","0.25","0.15","1.00","Mar 31, 2022","1.88","0.25","-","0.15","0.25","0.15","USD","Mar 31, 2017","Mar 31, 2017"
"TREASURY NOTE","Treasuries","Fixed Income","66,129,988.89","0.50","66,129,988.89","65,519,000.00","912828V72","US912828V723","BDFFCZ9","100.14","United States","-","USD","0.08","0.24","1.00","Jan 31, 2022","1.88","0.08","-","0.24","0.08","0.24","USD","Jan 31, 2017","Jan 31, 2017"
"TREASURY NOTE","Treasuries","Fixed Income","61,006,626.30","0.46","61,006,626.30","60,000,000.00","912828N30","US912828N308","BYV8NP6","101.66","United States","-","USD","0.99","0.45","1.00","Dec 31, 2022","2.13","0.98","-","0.45","0.98","0.45","USD","Dec 31, 2015","Dec 31, 2015"
"TREASURY NOTE","Treasuries","Fixed Income","40,914,174.14","0.31","40,914,174.14","40,393,000.00","912828TY6","US912828TY62","B8P4ZL8","101.07","United States","-","USD","0.87","0.40","1.00","Nov 15, 2022","1.63","0.87","-","0.40","0.87","0.40","USD","Nov 15, 2012","Nov 15, 2012"
"TREASURY NOTE","Treasuries","Fixed Income","27,758,184.12","0.21","27,758,184.12","27,390,000.00","912828YA2","US912828YA22","BK9DL95","100.77","United States","-","USD","0.62","0.27","1.00","Aug 15, 2022","1.50","0.62","-","0.27","0.62","0.27","USD","Aug 15, 2019","Aug 15, 2019"
"TREASURY NOTE","Treasuries","Fixed Income","5,733,429.32","0.04","5,733,429.32","5,685,000.00","912828J43","US912828J439","BVYY5G5","100.26","United States","-","USD","0.16","0.14","1.00","Feb 28, 2022","1.75","0.16","-","0.14","0.16","0.14","USD","Feb 28, 2015","Mar 02, 2015"
"TREASURY NOTE","Treasuries","Fixed Income","4,749,077.87","0.04","4,749,077.87","4,711,000.00","912828SV3","US912828SV33","B83QTP8","100.59","United States","-","USD","0.37","0.18","1.00","May 15, 2022","1.75","0.37","-","0.18","0.37","0.18","USD","May 15, 2012","May 15, 2012"
"TREASURY NOTE","Treasuries","Fixed Income","3,794,538.75","0.03","3,794,538.75","3,766,000.00","912828XW5","US912828XW50","BF1TTC5","100.76","United States","-","USD","0.50","0.23","1.00","Jun 30, 2022","1.75","0.50","-","0.23","0.50","0.23","USD","Jun 30, 2017","Jun 30, 2017"
"UNITED STATES TREASURY","Cash and/or Derivatives","Cash","2,997,913.06","0.02","2,997,913.06","2,998,000.00","912796R76","US912796R761","BLR7GZ7","100.00","United States","-","USD","0.11","0.03","1.00","Feb 08, 2022","0.00","0.11","-","0.03","0.11","0.03","USD","Oct 12, 2021","Oct 12, 2021"
"TREASURY NOTE","Treasuries","Fixed Income","2,342,752.90","0.02","2,342,752.90","2,300,000.00","912828XQ8","US912828XQ82","BYVVV84","101.03","United States","-","USD","0.58","0.24","1.00","Jul 31, 2022","2.00","0.58","-","0.24","0.58","0.24","USD","Jul 31, 2015","Jul 31, 2015"
"TREASURY NOTE","Treasuries","Fixed Income","2,126,269.70","0.02","2,126,269.70","2,108,000.00","912828XD7","US912828XD79","BY8L2B7","100.71","United States","-","USD","0.41","0.17","1.00","May 31, 2022","1.88","0.41","-","0.17","0.41","0.17","USD","May 31, 2015","Jun 01, 2015"
"TREASURY BILL","Cash and/or Derivatives","Cash","1,889,979.21","0.01","1,889,979.21","1,890,000.00","912796Q85","US912796Q854","BNM3HV7","100.00","United States","-","USD","0.07","0.02","1.00","Jan 25, 2022","0.00","0.07","-","0.02","0.07","0.02","USD","Sep 28, 2021","Sep 28, 2021"
"TREASURY NOTE","Treasuries","Fixed Income","738,912.67","0.01","738,912.67","740,000.00","91282CAR2","US91282CAR25","BMYVTS3","99.83","United States","-","USD","0.83","0.33","1.00","Oct 31, 2022","0.13","0.83","-","0.33","0.83","0.33","USD","Oct 31, 2020","Nov 02, 2020"
"TREASURY BILL","Cash and/or Derivatives","Cash","359,999.64","0.00","359,999.64","360,000.00","912796Q69","US912796Q698","BMG8X80","100.00","United States","-","USD","0.03","0.00","1.00","Jan 11, 2022","0.00","0.03","-","0.00","0.03","0.00","USD","Sep 14, 2021","Sep 14, 2021"
"TREASURY BILL","Cash and/or Derivatives","Cash","15,999.90","0.00","15,999.90","16,000.00","912796Q77","US912796Q771","-","100.00","United States","-","USD","0.05","0.01","1.00","Jan 18, 2022","0.00","0.05","-","0.01","0.05","0.01","USD","Sep 21, 2021","Sep 21, 2021"
"USD CASH","Cash and/or Derivatives","Cash","-1,188,405,896.23","-9.03","-1,188,405,896.23","-1,188,405,896.00","-","-","-","100.00","United States","-","USD","0.00","0.10","1.00","-","0.00","0.00","-","0.10","0.00","0.10","USD","-","Jan 01, 1989"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY VEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The iShares Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Barclays, Bloomberg Finance L.P., BlackRock Index Services, LLC, Cohen & Steers Capital Management, Inc., European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Services, LLC, India Index Services & Products Limited, JPMorgan Chase & Co., Japan Exchange Group, MSCI Inc., Markit Indices Limited, Morningstar, Inc., The NASDAQ OMX Group, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), New York Stock Exchange, Inc., Russell or S&P Dow Jones Indices LLC. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE nor NAREIT makes any warranty regarding the FTSE NAREIT Equity REITS Index, FTSE NAREIT All Residential Capped Index or FTSE NAREIT All Mortgage Capped Index; all rights vest in NAREIT. Neither FTSE nor NAREIT makes any warranty regarding the FTSE EPRA/NAREIT Developed Real Estate ex-U.S. Index, FTSE EPRA/NAREIT Developed Europe Index or FTSE EPRA/NAREIT Global REIT Index; all rights vest in FTSE, NAREIT and EPRA.“FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2021 BlackRock, Inc. All rights reserved. iSHARES and BLACKROCK are registered trademarks of BlackRock, Inc., or its subsidiaries. All other marks are the property of their respective owners.
ICRMH0421U/S-1620308"
