iShares 25+ Year Treasury STRIPS Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Sep 22, 2020"
Shares Outstanding,"17,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","3,930,306.67","1.01","3,930,306.67","6,634,000.00","912803FJ7","US912803FJ74","-","59.24","United States","-","USD","27.12","1.92","1.00","May 15, 2049","0.00","26.85","-","1.92","26.85","1.92","USD","May 15, 2019","May 15, 2019"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","3,650,264.03","0.94","3,650,264.03","5,958,000.00","912803EV1","US912803EV12","BF52PW2","61.27","United States","-","USD","24.64","1.98","1.00","Nov 15, 2046","0.00","24.39","-","1.98","24.39","1.98","USD","Nov 15, 2016","Nov 15, 2016"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","3,435,680.53","0.89","3,435,680.53","5,568,400.00","912803ET6","US912803ET65","BYQ76J3","61.70","United States","-","USD","24.14","1.99","1.00","May 15, 2046","0.00","23.89","-","1.99","23.89","1.99","USD","May 16, 2016","May 16, 2016"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","1,895,622.69","0.49","1,895,622.69","3,101,000.00","912803EW9","US912803EW94","-","61.13","United States","-","USD","24.89","1.97","1.00","Feb 15, 2047","0.00","24.64","-","1.97","24.64","1.97","USD","Feb 15, 2017","Feb 15, 2017"
"USD CASH","Cash and/or Derivatives","Cash","149,488.36","0.04","149,488.36","149,488.00","-","-","-","100.00","United States","-","USD","0.00","0.10","1.00","-","0.00","0.00","-","0.10","0.00","0.10","USD","-","Jan 01, 1989"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","60,370.60","0.02","60,370.60","100,000.00","912803FB4","US912803FB49","BF165M8","60.37","United States","-","USD","25.89","1.94","1.00","Feb 15, 2048","0.00","25.63","-","1.94","25.63","1.94","USD","Feb 15, 2018","Feb 15, 2018"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","60,258.00","0.02","60,258.00","100,000.00","912803FD0","US912803FD05","BG0GXM2","60.26","United States","-","USD","26.12","1.93","1.00","May 15, 2048","0.00","25.87","-","1.93","25.87","1.93","USD","May 15, 2018","May 15, 2018"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","59,811.30","0.02","59,811.30","100,000.00","912803FE8","US912803FE87","BFCBRB5","59.81","United States","-","USD","26.38","1.94","1.00","Aug 15, 2048","0.00","26.12","-","1.94","26.12","1.94","USD","Aug 15, 2018","Aug 15, 2018"
"TREASURY STRIP (PRIN)","Treasury","Fixed Income","57,566.40","0.01","57,566.40","100,000.00","912803FP3","US912803FP35","BMFV0N4","57.57","United States","-","USD","28.11","1.96","1.00","May 15, 2050","0.00","27.83","-","1.96","27.83","1.96","USD","May 15, 2020","May 15, 2020"
"BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","20,000.00","0.01","20,000.00","20,000.00","066922477","US0669224778","6922477","1.00","United States","-","USD","0.07","0.07","1.00","-","0.10","0.10","-","0.07","0.10","0.07","USD","-","Feb 04, 2009"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY VEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The iShares Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Barclays, Bloomberg Finance L.P., BlackRock Index Services, LLC, Cohen & Steers Capital Management, Inc., European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Services, LLC, India Index Services & Products Limited, JPMorgan Chase & Co., Japan Exchange Group, MSCI Inc., Markit Indices Limited, Morningstar, Inc., The NASDAQ OMX Group, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), New York Stock Exchange, Inc., Russell or S&P Dow Jones Indices LLC. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE nor NAREIT makes any warranty regarding the FTSE NAREIT Equity REITS Index, FTSE NAREIT All Residential Capped Index or FTSE NAREIT All Mortgage Capped Index; all rights vest in NAREIT. Neither FTSE nor NAREIT makes any warranty regarding the FTSE EPRA/NAREIT Developed Real Estate ex-U.S. Index, FTSE EPRA/NAREIT Developed Europe Index or FTSE EPRA/NAREIT Global REIT Index; all rights vest in FTSE, NAREIT and EPRA.“FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2021 BlackRock, Inc. All rights reserved. iSHARES and BLACKROCK are registered trademarks of BlackRock, Inc., or its subsidiaries. All other marks are the property of their respective owners.
ICRMH0421U/S-1620308"
